Data file,,DELRINNC010_ISO10_12C_005.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,31/03/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:24:38 on 31/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,10:35:28,4,3600,649.4,1,13.3,7,12.6,0.149,10,0.3,0.93
,10:35:29,4,3600,650.4,1,13.3,7,12.6,0.15,10,0.3,0.93
,10:35:30,4,3600,651.4,1,13.3,7,12.6,0.15,10,0.3,0.93
,10:35:31,4,3600,652.4,1,13.3,7,12.6,0.15,10,0.3,0.93
,10:35:32,4,3600,653.4,1,13.3,7,12.6,0.144,10,0.3,0.93
,10:35:33,4,3600,654.4,1,13.3,7,12.7,0.139,10,0.3,0.93
,10:35:34,4,3600,655.4,1,13.3,7,12.7,0.134,10,0.3,0.94
,10:35:35,4,3600,656.4,1,13.3,7,12.7,0.139,10,0.3,0.94
,10:35:36,4,3600,657.4,1,13.3,7,12.7,0.139,10,0.3,0.94
,10:35:37,4,3600,658.4,1,13.3,7,12.7,0.139,10,0.3,0.94
,10:35:38,4,3600,659.4,1,13.3,7,12.7,0.145,10,0.3,0.94
,10:35:39,4,3600,660.4,1,13.3,7,12.7,0.145,10,0.4,0.94
,10:35:40,4,3600,661.4,1,13.3,7,12.7,0.15,10,0.3,0.93
,10:35:41,4,3600,662.4,1,13.3,7,12.8,0.149,10,0.3,0.93
,10:35:42,4,3600,663.4,0.99,13.3,7,12.8,0.149,10,0.3,0.93
,10:35:43,4,3600,664.4,0.99,13.3,7,12.8,0.149,10,0.3,0.93
,10:35:44,4,3600,665.4,1,13.3,7,12.8,0.144,10,0.3,0.93
,10:35:45,4,3600,666.4,1,13.3,7,12.8,0.144,10,0.3,0.93
,10:35:46,4,3600,667.4,1,13.3,7,12.8,0.144,10,0.3,0.93
,10:35:47,4,3600,668.4,1,13.3,7,12.9,0.144,10,0.3,0.93
,10:35:48,4,3600,669.4,1,13.3,7,12.9,0.144,10,0.3,0.93
,10:35:49,4,3600,670.4,1,13.3,7,12.9,0.149,10,0.3,0.93
,10:35:50,4,3600,671.4,1,13.3,7,12.9,0.144,10,0.3,0.93
,10:35:51,4,3600,672.4,1,13.3,7,12.9,0.149,10,0.3,0.93
,10:35:52,4,3600,673.4,1,13.3,7,12.9,0.144,10,0.3,0.93
,10:35:53,4,3600,674.4,1,13.3,7,13,0.139,10,0.3,0.93
,10:35:54,4,3600,675.4,0.99,13.3,7,13,0.143,10,0.3,0.93
,10:35:55,4,3600,676.4,1,13.3,7,13,0.144,10,0.3,0.93
,10:35:56,4,3600,677.4,1,13.3,7,13,0.144,10,0.3,0.93
,10:35:57,4,3600,678.4,0.99,13.3,7,13,0.143,10,0.3,0.93
,10:35:58,4,3600,679.4,0.99,13.3,7,13,0.149,10,0.3,0.93
,10:35:59,4,3600,680.4,0.99,13.3,7,13,0.149,10,0.3,0.93
,10:36:00,4,3600,681.4,1,13.3,7,13,0.149,10,0.3,0.93
,10:36:01,4,3600,682.4,1,13.3,6,13.1,0.155,10,0.3,0.93
,10:36:02,4,3600,683.4,1,13.3,7,13.1,0.149,10,0.3,0.93
,10:36:03,4,3600,684.4,1,13.3,7,13.1,0.149,10,0.3,0.93
,10:36:04,4,3600,685.4,1,13.3,7,13.1,0.149,10,0.3,0.93
,10:36:05,4,3600,686.4,1,13.3,7,13.1,0.144,10,0.3,0.93
,10:36:06,4,3600,687.4,1,13.3,7,13.1,0.144,10,0.3,0.93
,10:36:07,4,3600,688.4,1,13.3,7,13.1,0.144,10,0.3,0.93
,10:36:08,4,3600,689.4,1,13.3,7,13.1,0.144,10,0.3,0.93
,10:36:09,4,3600,690.4,1,13.3,7,13.1,0.139,10,0.4,0.93
,10:36:10,4,3600,691.4,1,13.3,7,13.2,0.139,10,0.3,0.94
,10:36:11,4,3600,692.4,1,13.3,7,13.2,0.134,10,0.3,0.93
,10:36:12,4,3600,693.4,1,13.3,7,13.2,0.144,10,0.4,0.93
,10:36:13,4,3600,694.4,0.99,13.3,7,13.2,0.143,10,0.3,0.93
,10:36:14,4,3600,695.4,0.98,13.3,7,13.2,0.148,10,0.3,0.92
,10:36:15,4,3600,696.4,0.98,13.3,7,13.2,0.148,10,0.4,0.92
,10:36:16,4,3600,697.4,0.99,13.3,7,13.2,0.148,10,0.4,0.92
,10:36:17,4,3600,698.4,0.99,13.3,7,13.2,0.148,10,0.4,0.92
,10:36:18,4,3600,699.4,0.99,13.3,7,13.2,0.149,10,0.3,0.93
,10:36:19,4,3600,700.4,0.99,13.3,7,13.2,0.149,10,0.3,0.93
,10:36:20,4,3600,701.4,0.99,13.3,7,13.2,0.149,10,0.3,0.93
,10:36:21,4,3600,702.4,0.99,13.3,7,13.2,0.149,10,0.3,0.93
,10:36:22,4,3600,703.4,0.99,13.3,7,13.2,0.143,10,0.3,0.93
,10:36:23,4,3600,704.4,0.99,13.3,7,13.3,0.143,10,0.3,0.93
,10:36:24,4,3600,705.4,0.99,13.3,7,13.3,0.143,10,0.3,0.93
,10:36:25,4,3600,706.4,0.99,13.3,7,13.3,0.143,10,0.3,0.93
,10:36:26,4,3600,707.4,0.99,13.3,7,13.3,0.149,10,0.4,0.93
,10:36:27,4,3600,708.4,0.99,13.3,7,13.3,0.149,10,0.3,0.93
,10:36:28,4,3600,709.4,1,13.3,7,13.3,0.149,10,0.3,0.93
,10:36:29,4,3600,710.4,1,13.3,7,13.3,0.144,10,0.3,0.93
,10:36:30,4,3600,711.4,1,13.3,7,13.3,0.144,10,0.3,0.93
,10:36:31,4,3600,712.4,1,13.3,7,13.3,0.144,10,0.3,0.93
,10:36:32,4,3600,713.4,1,13.3,7,13.3,0.144,10,0.3,0.93
,10:36:33,4,3600,714.4,1,13.3,7,13.3,0.139,10,0.4,0.93
,10:36:34,4,3600,715.4,1,13.3,7,13.3,0.139,10,0.3,0.93
,10:36:35,4,3600,716.4,1,13.3,7,13.3,0.139,10,0.3,0.93
,10:36:36,4,3600,717.4,1,13.3,7,13.3,0.139,10,0.4,0.93
,10:36:37,4,3600,718.4,0.99,13.3,7,13.4,0.138,10,0.4,0.92
,10:36:38,4,3600,719.4,0.98,13.3,7,13.4,0.137,10,0.3,0.92
,10:36:39,4,3600,720.4,0.98,13.3,7,13.4,0.137,10,0.3,0.92
,10:36:40,4,3600,721.4,0.98,13.3,7,13.4,0.137,10,0.4,0.92
,10:36:41,4,3600,722.4,0.98,13.3,7,13.4,0.137,10,0.4,0.92
,10:36:42,4,3600,723.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:36:43,4,3600,724.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:36:44,4,3600,725.4,0.97,13.3,7,13.4,0.146,10,0.4,0.91
,10:36:45,4,3600,726.4,0.97,13.3,6,13.4,0.152,10,0.4,0.91
,10:36:46,4,3600,727.4,0.97,13.3,6,13.4,0.152,10,0.4,0.91
,10:36:47,4,3600,728.4,0.98,13.3,7,13.4,0.147,10,0.4,0.91
,10:36:48,4,3600,729.4,0.98,13.3,6,13.4,0.153,10,0.4,0.92
,10:36:49,4,3600,730.4,0.98,13.3,7,13.4,0.148,10,0.3,0.92
,10:36:50,4,3600,731.4,0.98,13.3,7,13.4,0.147,10,0.3,0.92
,10:36:51,4,3600,732.4,0.98,13.3,7,13.4,0.147,10,0.3,0.92
,10:36:52,4,3600,733.4,0.98,13.3,7,13.4,0.147,10,0.3,0.92
,10:36:53,4,3600,734.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:36:54,4,3600,735.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:36:55,4,3600,736.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:36:56,4,3600,737.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:36:57,4,3600,738.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:36:58,4,3600,739.4,0.98,13.3,7,13.4,0.147,10,0.4,0.91
,10:36:59,4,3600,740.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:37:00,4,3600,741.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:37:01,4,3600,742.4,0.98,13.3,7,13.4,0.148,10,0.4,0.92
,10:37:02,4,3600,743.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:37:03,4,3600,744.4,0.99,13.3,7,13.4,0.143,10,0.3,0.92
,10:37:04,4,3600,745.4,0.99,13.3,7,13.4,0.143,10,0.3,0.92
,10:37:05,4,3600,746.4,0.99,13.3,7,13.5,0.143,10,0.4,0.92
,10:37:06,4,3600,747.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:07,4,3600,748.4,0.98,13.3,7,13.5,0.137,10,0.4,0.92
,10:37:08,4,3600,749.4,0.98,13.3,7,13.5,0.136,10,0.4,0.91
,10:37:09,4,3600,750.4,0.97,13.3,7,13.5,0.136,10,0.4,0.91
,10:37:10,4,3600,751.4,0.97,13.3,7,13.5,0.141,10,0.4,0.91
,10:37:11,4,3600,752.4,0.97,13.3,7,13.5,0.14,10,0.4,0.91
,10:37:12,4,3600,753.4,0.97,13.3,7,13.5,0.146,10,0.4,0.91
,10:37:13,4,3600,754.4,0.97,13.3,7,13.5,0.146,10,0.4,0.91
,10:37:14,4,3600,755.4,0.97,13.3,7,13.5,0.146,10,0.4,0.91
,10:37:15,4,3600,756.4,0.97,13.3,7,13.5,0.146,10,0.4,0.91
,10:37:16,4,3600,757.4,0.98,13.3,7,13.5,0.147,10,0.4,0.91
,10:37:17,4,3600,758.4,0.97,13.3,7,13.5,0.146,10,0.4,0.91
,10:37:18,4,3600,759.4,0.97,13.3,7,13.5,0.141,10,0.4,0.91
,10:37:19,4,3600,760.4,0.98,13.3,7,13.5,0.147,10,0.4,0.91
,10:37:20,4,3600,761.4,0.98,13.3,7,13.5,0.141,10,0.4,0.91
,10:37:21,4,3600,762.4,0.98,13.3,7,13.5,0.147,10,0.4,0.92
,10:37:22,4,3600,763.4,0.98,13.3,7,13.5,0.147,10,0.4,0.92
,10:37:23,4,3600,764.4,0.98,13.3,7,13.5,0.147,10,0.4,0.92
,10:37:24,4,3600,765.4,0.98,13.3,6,13.5,0.153,10,0.4,0.92
,10:37:25,4,3600,766.4,0.98,13.3,6,13.5,0.153,10,0.4,0.92
,10:37:26,4,3600,767.4,0.98,13.3,7,13.5,0.148,10,0.4,0.92
,10:37:27,4,3600,768.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:28,4,3600,769.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:29,4,3600,770.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:30,4,3600,771.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:31,4,3600,772.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:32,4,3600,773.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:33,4,3600,774.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:34,4,3600,775.4,0.98,13.3,7,13.5,0.148,10,0.4,0.92
,10:37:35,4,3600,776.4,0.98,13.3,7,13.5,0.148,10,0.4,0.92
,10:37:36,4,3600,777.4,0.98,13.3,7,13.5,0.142,10,0.4,0.92
,10:37:37,4,3600,778.4,0.98,13.3,7,13.4,0.137,10,0.4,0.92
,10:37:38,4,3600,779.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:37:39,4,3600,780.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:37:40,4,3600,781.4,0.98,13.3,7,13.4,0.142,10,0.3,0.92
,10:37:41,4,3600,782.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:37:42,4,3600,783.4,0.98,13.3,7,13.4,0.147,10,0.3,0.92
,10:37:43,4,3600,784.4,0.98,13.3,7,13.4,0.147,10,0.3,0.92
,10:37:44,4,3600,785.4,0.98,13.3,7,13.4,0.142,10,0.3,0.92
,10:37:45,4,3600,786.4,0.98,13.3,7,13.4,0.141,10,0.4,0.91
,10:37:46,4,3600,787.4,0.98,13.3,7,13.4,0.147,10,0.4,0.91
,10:37:47,4,3600,788.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:37:48,4,3600,789.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:37:49,4,3600,790.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:37:50,4,3600,791.4,0.98,13.3,7,13.4,0.147,10,0.4,0.92
,10:37:51,4,3600,792.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:37:52,4,3600,793.4,0.98,13.3,7,13.4,0.136,10,0.4,0.92
,10:37:53,4,3600,794.4,0.98,13.3,7,13.4,0.136,10,0.4,0.92
,10:37:54,4,3600,795.4,0.98,13.3,7,13.4,0.132,10,0.4,0.92
,10:37:55,4,3600,796.4,0.98,13.3,7,13.4,0.136,10,0.4,0.92
,10:37:56,4,3600,797.4,0.98,13.3,7,13.4,0.142,10,0.4,0.92
,10:37:57,4,3600,798.4,0.98,13.3,7,13.4,0.147,10,0.4,0.91
,10:37:58,4,3600,799.4,0.97,13.3,7,13.4,0.146,10,0.4,0.91
,10:37:59,4,3600,800.4,0.97,13.3,7,13.4,0.145,10,0.4,0.91
,10:38:00,4,3600,801.4,0.97,13.3,7,13.4,0.145,10,0.4,0.91
,10:38:01,4,3600,802.4,0.97,13.3,7,13.4,0.146,10,0.4,0.91
,10:38:02,4,3600,803.4,0.97,13.3,7,13.4,0.146,10,0.4,0.91
,10:38:03,4,3600,804.4,0.97,13.3,7,13.4,0.146,10,0.4,0.91
,10:38:04,4,3600,805.4,0.97,13.3,7,13.4,0.146,10,0.4,0.91
,10:38:05,4,3600,806.4,0.97,13.3,7,13.4,0.14,10,0.4,0.91
,10:38:06,4,3600,807.4,0.97,13.3,7,13.4,0.14,10,0.4,0.91
,10:38:07,4,3600,808.4,0.97,13.3,7,13.3,0.14,10,0.4,0.91
,10:38:08,4,3600,809.4,0.97,13.3,7,13.3,0.141,10,0.4,0.91
,10:38:09,4,3600,810.4,0.97,13.3,7,13.3,0.136,10,0.4,0.91
,10:38:10,4,3600,811.4,0.97,13.3,7,13.3,0.136,10,0.4,0.91
,10:38:11,4,3600,812.4,0.97,13.3,7,13.3,0.135,10,0.4,0.91
,10:38:12,4,3600,813.4,0.97,13.3,7,13.3,0.141,10,0.4,0.91
,10:38:13,4,3600,814.4,0.97,13.3,7,13.3,0.14,10,0.4,0.91
,10:38:14,4,3600,815.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:15,4,3600,816.4,0.96,13.3,7,13.3,0.145,10,0.4,0.9
,10:38:16,4,3600,817.4,0.96,13.3,6,13.3,0.15,10,0.4,0.9
,10:38:17,4,3600,818.4,0.96,13.3,7,13.3,0.145,10,0.4,0.9
,10:38:18,4,3600,819.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:19,4,3600,820.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:20,4,3600,821.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:21,4,3600,822.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:22,4,3600,823.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:23,4,3600,824.4,0.97,13.3,7,13.3,0.145,10,0.4,0.91
,10:38:24,4,3600,825.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:25,4,3600,826.4,0.97,13.3,7,13.2,0.135,10,0.4,0.91
,10:38:26,4,3600,827.4,0.97,13.3,7,13.2,0.135,10,0.4,0.91
,10:38:27,4,3600,828.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:28,4,3600,829.4,0.97,13.3,7,13.2,0.146,10,0.4,0.91
,10:38:29,4,3600,830.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:30,4,3600,831.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:31,4,3600,832.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:32,4,3600,833.4,0.97,13.3,7,13.2,0.145,10,0.4,0.91
,10:38:33,4,3600,834.4,0.97,13.3,7,13.2,0.145,10,0.4,0.91
,10:38:34,4,3600,835.4,0.96,13.3,7,13.2,0.145,10,0.4,0.9
,10:38:35,4,3600,836.4,0.96,13.3,7,13.2,0.145,10,0.4,0.9
,10:38:36,4,3600,837.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:37,4,3600,838.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:38,4,3600,839.4,0.97,13.3,7,13.2,0.14,10,0.4,0.91
,10:38:39,4,3600,840.4,0.97,13.3,7,13.1,0.135,10,0.4,0.91
,10:38:40,4,3600,841.4,0.97,13.3,7,13.1,0.135,10,0.4,0.91
,10:38:41,4,3600,842.4,0.97,13.3,7,13.1,0.14,10,0.4,0.91
,10:38:42,4,3600,843.4,0.97,13.3,7,13.1,0.145,10,0.4,0.91
,10:38:43,4,3600,844.4,0.97,13.3,7,13.1,0.145,10,0.4,0.91
,10:38:44,4,3600,845.4,0.97,13.3,7,13.1,0.145,10,0.4,0.91
,10:38:45,4,3600,846.4,0.96,13.3,7,13.1,0.145,10,0.4,0.9
,10:38:46,4,3600,847.4,0.96,13.3,7,13.1,0.139,10,0.4,0.9
,10:38:47,4,3600,848.4,0.96,13.3,7,13.1,0.139,10,0.4,0.9
,10:38:48,4,3600,849.4,0.96,13.3,7,13.1,0.139,10,0.4,0.9
,10:38:49,4,3600,850.4,0.97,13.3,7,13.1,0.14,10,0.4,0.91
,10:38:50,4,3600,851.4,0.97,13.3,7,13.1,0.145,10,0.4,0.91
,10:38:51,4,3600,852.4,0.96,13.3,7,13.1,0.145,10,0.4,0.9
,10:38:52,4,3600,853.4,0.96,13.3,6,13,0.15,10,0.4,0.9
,10:38:53,4,3600,854.4,0.97,13.3,7,13,0.14,10,0.4,0.91
,10:38:54,4,3600,855.4,0.97,13.3,7,13,0.135,10,0.4,0.91
,10:38:55,4,3600,856.4,0.97,13.3,7,13,0.135,10,0.4,0.91
,10:38:56,4,3600,857.4,0.97,13.3,7,13,0.14,10,0.4,0.91
,10:38:57,4,3600,858.4,0.97,13.3,7,13,0.145,10,0.4,0.91
,10:38:58,4,3600,859.4,0.96,13.3,7,13,0.145,10,0.4,0.9
,10:38:59,4,3600,860.4,0.96,13.3,7,13,0.144,10,0.4,0.9
,10:39:00,4,3600,861.4,0.96,13.3,7,13,0.144,10,0.4,0.9
,10:39:01,4,3600,862.4,0.96,13.3,7,13,0.144,10,0.4,0.9
,10:39:02,4,3600,863.4,0.96,13.3,7,13,0.139,10,0.4,0.9
,10:39:03,4,3600,864.4,0.96,13.3,7,12.9,0.139,10,0.4,0.9
,10:39:04,4,3600,865.4,0.97,13.3,7,12.9,0.14,10,0.4,0.91
,10:39:05,4,3600,866.4,0.97,13.3,7,12.9,0.135,10,0.4,0.91
,10:39:06,4,3600,867.4,0.97,13.3,7,12.9,0.135,10,0.4,0.91
,10:39:07,4,3600,868.4,0.97,13.3,7,12.9,0.14,10,0.4,0.91
,10:39:08,4,3600,869.4,0.97,13.3,7,12.9,0.14,10,0.4,0.91
,10:39:09,4,3600,870.4,0.97,13.3,7,12.9,0.14,10,0.4,0.91
,10:39:10,4,3600,871.4,0.96,13.3,7,12.9,0.145,10,0.4,0.9
,10:39:11,4,3600,872.4,0.96,13.3,7,12.9,0.139,10,0.4,0.9
,10:39:12,4,3600,873.4,0.96,13.3,7,12.9,0.144,10,0.4,0.9
,10:39:13,4,3600,874.4,0.96,13.3,7,12.9,0.144,10,0.4,0.9
,10:39:14,4,3600,875.4,0.96,13.3,7,12.9,0.144,10,0.4,0.9
,10:39:15,4,3600,876.4,0.96,13.3,7,12.8,0.139,10,0.4,0.9
,10:39:16,4,3600,877.4,0.96,13.3,7,12.8,0.134,10,0.4,0.9
,10:39:17,4,3600,878.4,0.96,13.3,7,12.8,0.134,10,0.4,0.9
,10:39:18,4,3600,879.4,0.96,13.3,7,12.8,0.139,10,0.4,0.9
,10:39:19,4,3600,880.4,0.96,13.3,7,12.8,0.144,10,0.4,0.9
,10:39:20,4,3600,881.4,0.96,13.3,6,12.8,0.15,10,0.4,0.9
,10:39:21,4,3600,882.4,0.96,13.3,6,12.8,0.15,10,0.4,0.9
,10:39:22,4,3600,883.4,0.96,13.3,7,12.8,0.144,10,0.4,0.9
,10:39:23,4,3600,884.4,0.96,13.3,7,12.7,0.144,10,0.4,0.9
,10:39:24,4,3600,885.4,0.96,13.3,7,12.7,0.145,10,0.4,0.9
,10:39:25,4,3600,886.4,0.97,13.3,7,12.7,0.145,10,0.4,0.91
,10:39:26,4,3600,887.4,0.97,13.3,7,12.7,0.14,10,0.4,0.91
,10:39:27,4,3600,888.4,0.97,13.3,7,12.7,0.145,10,0.4,0.91
,10:39:28,4,3600,889.4,0.96,13.3,7,12.7,0.139,10,0.4,0.9
,10:39:29,4,3600,890.4,0.97,13.3,7,12.7,0.135,10,0.4,0.91
,10:39:30,4,3600,891.4,0.97,13.3,7,12.7,0.135,10,0.4,0.91
,10:39:31,4,3600,892.4,0.97,13.3,7,12.7,0.14,10,0.4,0.91
,10:39:32,4,3600,893.4,0.96,13.3,7,12.7,0.145,10,0.4,0.9
,10:39:33,4,3600,894.4,0.96,13.3,7,12.6,0.145,10,0.4,0.9
,10:39:34,4,3600,895.4,0.96,13.3,7,12.6,0.139,10,0.4,0.9
,10:39:35,4,3600,896.4,0.96,13.3,7,12.6,0.139,10,0.4,0.9
,10:39:36,4,3600,897.4,0.96,13.3,7,12.6,0.139,10,0.4,0.9
,10:39:37,4,3600,898.4,0.96,13.3,7,12.6,0.139,10,0.4,0.9
,10:39:38,4,3600,899.4,0.96,13.3,7,12.6,0.139,10,0.4,0.9
,10:39:39,4,3600,900.4,0.96,13.3,7,12.6,0.134,10,0.4,0.9
,10:39:40,4,3600,901.4,0.96,13.3,7,12.6,0.139,10,0.4,0.9
,10:39:41,4,3600,902.4,0.96,13.3,7,12.5,0.144,10,0.4,0.9
,10:39:42,4,3600,903.4,0.96,13.3,7,12.5,0.145,10,0.4,0.9
,10:39:43,4,3600,904.4,0.97,13.3,7,12.5,0.145,10,0.4,0.91
,10:39:44,4,3600,905.4,0.96,13.3,7,12.5,0.139,10,0.4,0.9
,10:39:45,4,3600,906.4,0.96,13.3,7,12.5,0.139,10,0.4,0.9
,10:39:46,4,3600,907.4,0.96,13.3,7,12.5,0.139,10,0.4,0.9
,10:39:47,4,3600,908.4,0.96,13.3,7,12.5,0.134,10,0.4,0.9
,10:39:48,4,3600,909.4,0.96,13.3,7,12.5,0.134,10,0.4,0.9
,10:39:49,4,3600,910.4,0.96,13.3,7,12.5,0.139,10,0.4,0.9
,10:39:50,4,3600,911.4,0.96,13.3,7,12.5,0.143,10,0.4,0.9
,10:39:51,4,3600,912.4,0.95,13.3,7,12.4,0.143,10,0.4,0.89
,10:39:52,4,3600,913.4,0.95,13.3,6,12.4,0.148,10,0.4,0.89
,10:39:53,4,3600,914.4,0.95,13.3,7,12.4,0.143,10,0.4,0.89
,10:39:54,4,3600,915.4,0.95,13.3,7,12.4,0.143,10,0.4,0.89
,10:39:55,4,3600,916.4,0.96,13.3,7,12.4,0.139,10,0.4,0.9
,10:39:56,4,3600,917.4,0.96,13.3,7,12.4,0.134,10,0.4,0.9
,10:39:57,4,3600,918.4,0.96,13.3,7,12.4,0.139,10,0.4,0.9
,10:39:58,4,3600,919.4,0.96,13.3,7,12.4,0.144,10,0.4,0.9
,10:39:59,4,3600,920.4,0.96,13.3,7,12.3,0.144,10,0.4,0.9
,10:40:00,4,3600,921.4,0.96,13.3,7,12.3,0.144,10,0.4,0.9
,10:40:01,4,3600,922.4,0.96,13.3,7,12.3,0.144,10,0.4,0.9
,10:40:02,4,3600,923.4,0.96,13.3,7,12.3,0.139,10,0.4,0.9
,10:40:03,4,3600,924.4,0.96,13.3,7,12.3,0.139,10,0.4,0.9
,10:40:04,4,3600,925.4,0.96,13.3,7,12.3,0.139,10,0.4,0.9
,10:40:05,4,3600,926.4,0.95,13.3,7,12.3,0.138,10,0.4,0.89
,10:40:06,4,3600,927.4,0.95,13.3,7,12.2,0.143,10,0.4,0.89
,10:40:07,4,3600,928.4,0.95,13.3,6,12.2,0.148,10,0.4,0.89
,10:40:08,4,3600,929.4,0.95,13.3,7,12.2,0.143,10,0.4,0.9
,10:40:09,4,3600,930.4,0.96,13.3,7,12.2,0.139,10,0.4,0.9
,10:40:10,4,3600,931.4,0.96,13.3,7,12.2,0.139,10,0.4,0.9
,10:40:11,4,3600,932.4,0.96,13.3,7,12.2,0.139,10,0.4,0.9
,10:40:12,4,3600,933.4,0.96,13.3,7,12.2,0.134,10,0.4,0.9
,10:40:13,4,3600,934.4,0.96,13.3,7,12.2,0.133,10,0.4,0.9
,10:40:14,4,3600,935.4,0.96,13.3,7,12.2,0.133,10,0.4,0.9
,10:40:15,4,3600,936.4,0.96,13.3,7,12.2,0.138,10,0.4,0.9
,10:40:16,4,3600,937.4,0.95,13.3,7,12.1,0.143,10,0.4,0.89
,10:40:17,4,3600,938.4,0.95,13.3,7,12.1,0.142,10,0.4,0.89
,10:40:18,4,3600,939.4,0.95,13.3,7,12.1,0.142,10,0.4,0.89
,10:40:19,4,3600,940.4,0.95,13.3,7,12.1,0.142,10,0.4,0.89
,10:40:20,4,3600,941.4,0.95,13.3,7,12.1,0.142,10,0.4,0.89
,10:40:21,4,3600,942.4,0.95,13.3,7,12.1,0.142,10,0.4,0.89
,10:40:22,4,3600,943.4,0.95,13.3,7,12.1,0.137,10,0.4,0.89
,10:40:23,4,3600,944.4,0.95,13.3,7,12,0.137,10,0.4,0.89
,10:40:24,4,3600,945.4,0.95,13.3,7,12,0.137,10,0.4,0.89
,10:40:25,4,3600,946.4,0.95,13.3,7,12,0.137,10,0.4,0.89
,10:40:26,4,3600,947.4,0.95,13.3,7,12,0.137,10,0.4,0.89
,10:40:27,4,3600,948.4,0.95,13.3,7,12,0.137,10,0.4,0.89
,10:40:28,4,3600,949.4,0.95,13.3,7,12,0.137,10,0.4,0.89
,10:40:29,4,3600,950.4,0.95,13.3,7,12,0.142,10,0.4,0.89
,10:40:30,4,3600,951.4,0.95,13.3,7,12,0.142,10,0.4,0.89
,10:40:31,4,3600,952.4,0.95,13.3,7,11.9,0.142,10,0.4,0.89
,10:40:32,4,3600,953.4,0.95,13.3,7,11.9,0.142,10,0.4,0.89
,10:40:33,4,3600,954.4,0.95,13.3,7,11.9,0.137,10,0.4,0.89
,10:40:34,4,3600,955.4,0.95,13.3,7,11.9,0.132,10,0.4,0.89
,10:40:35,4,3600,956.4,0.95,13.3,7,11.9,0.132,10,0.4,0.89
,10:40:36,4,3600,957.4,0.95,13.3,7,11.9,0.133,10,0.4,0.89
,10:40:37,4,3600,958.4,0.95,13.3,7,11.9,0.138,10,0.4,0.89
,10:40:38,4,3600,959.4,0.95,13.3,7,11.9,0.143,10,0.4,0.89
