Data file,,ZYTEL_ISO10_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,06/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 15:55:53 on 06/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:07:50,6,3590,717,0.34,13.3,7,12.1,0.052,10,49.9,0.33
,16:07:51,6,3590,718,0.34,13.3,7,12.1,0.051,10,49.9,0.33
,16:07:52,6,3590,719,0.34,13.3,7,12.2,0.051,10,49.9,0.33
,16:07:53,6,3590,720,0.34,13.3,7,12.2,0.051,10,49.9,0.33
,16:07:54,6,3590,721,0.34,13.3,7,12.2,0.049,10,49.9,0.33
,16:07:55,6,3590,722,0.34,13.3,7,12.2,0.049,10,49.9,0.33
,16:07:56,6,3590,723,0.35,13.3,7,12.2,0.048,10,49.9,0.33
,16:07:57,6,3590,724,0.35,13.3,7,12.3,0.048,10,49.9,0.33
,16:07:58,6,3590,725,0.35,13.3,7,12.3,0.052,10,49.9,0.34
,16:07:59,6,3590,726,0.35,13.3,6,12.3,0.054,10,49.9,0.34
,16:08:00,6,3590,727,0.35,13.3,6,12.3,0.054,10,49.9,0.33
,16:08:01,6,3590,728,0.35,13.3,7,12.3,0.052,10,49.9,0.34
,16:08:02,6,3590,729,0.35,13.3,7,12.3,0.05,10,49.9,0.34
,16:08:03,6,3590,730,0.35,13.3,7,12.4,0.049,10,49.9,0.34
,16:08:04,6,3590,731,0.35,13.3,7,12.4,0.05,10,49.9,0.34
,16:08:05,6,3590,732,0.35,13.3,7,12.4,0.052,10,49.9,0.34
,16:08:06,6,3590,733,0.35,13.3,7,12.4,0.052,10,49.9,0.34
,16:08:07,6,3590,734,0.35,13.3,7,12.5,0.052,10,49.9,0.33
,16:08:08,6,3590,735,0.35,13.3,7,12.5,0.052,10,49.9,0.33
,16:08:09,6,3590,736,0.35,13.3,7,12.5,0.049,10,49.9,0.34
,16:08:10,6,3590,737,0.35,13.3,7,12.5,0.049,10,49.9,0.34
,16:08:11,6,3590,738,0.35,13.3,7,12.6,0.05,10,49.9,0.34
,16:08:12,6,3590,739,0.34,13.3,6,12.6,0.054,10,49.9,0.33
,16:08:13,6,3590,740,0.34,13.3,6,12.6,0.053,10,49.9,0.33
,16:08:14,6,3590,741,0.34,13.3,7,12.6,0.052,10,49.9,0.33
,16:08:15,6,3590,742,0.35,13.3,7,12.6,0.05,10,49.9,0.34
,16:08:16,6,3590,743,0.35,13.3,7,12.7,0.049,10,49.9,0.34
,16:08:17,6,3590,744,0.35,13.3,7,12.6,0.049,10,49.9,0.34
,16:08:18,6,3590,745,0.35,13.3,7,12.7,0.05,10,49.9,0.33
,16:08:19,6,3590,746,0.34,13.3,7,12.7,0.052,10,49.9,0.33
,16:08:20,6,3590,747,0.34,13.3,7,12.7,0.052,10,49.9,0.33
,16:08:21,6,3590,748,0.34,13.3,7,12.7,0.052,10,49.9,0.33
,16:08:22,6,3590,749,0.35,13.3,7,12.8,0.052,10,49.9,0.33
,16:08:23,6,3590,750,0.35,13.3,7,12.8,0.05,10,49.9,0.34
,16:08:24,6,3590,751,0.35,13.3,7,12.8,0.05,10,49.9,0.34
,16:08:25,6,3590,752,0.35,13.3,7,12.8,0.05,10,49.9,0.34
,16:08:26,6,3590,753,0.35,13.3,7,12.8,0.052,10,49.9,0.33
,16:08:27,6,3590,754,0.34,13.3,7,12.9,0.051,10,49.9,0.33
,16:08:28,6,3590,755,0.34,13.3,7,12.9,0.051,10,49.9,0.33
,16:08:29,6,3590,756,0.34,13.3,7,12.9,0.05,10,49.9,0.33
,16:08:30,6,3590,757,0.35,13.3,7,12.9,0.05,10,49.9,0.34
,16:08:31,6,3590,758,0.35,13.3,7,13,0.051,10,49.9,0.34
,16:08:32,6,3590,759,0.35,13.3,7,13,0.052,10,49.9,0.34
,16:08:33,6,3590,760,0.35,13.3,7,13,0.052,10,49.9,0.34
,16:08:34,6,3590,761,0.35,13.3,7,13,0.05,10,49.9,0.33
,16:08:35,6,3590,762,0.35,13.3,7,13.1,0.05,10,49.9,0.33
,16:08:36,6,3590,763,0.34,13.3,7,13,0.049,10,49.9,0.33
,16:08:37,6,3590,764,0.34,13.3,7,13.1,0.049,10,49.9,0.33
,16:08:38,6,3590,765,0.34,13.3,7,13.1,0.049,10,49.9,0.33
,16:08:39,6,3590,766,0.34,13.3,7,13.1,0.051,10,49.9,0.33
,16:08:40,6,3590,767,0.34,13.3,6,13.1,0.053,10,49.9,0.33
,16:08:41,6,3590,768,0.35,13.3,7,13.1,0.052,10,49.9,0.33
,16:08:42,6,3590,769,0.35,13.3,7,13.2,0.05,10,49.9,0.33
,16:08:43,6,3590,770,0.35,13.3,7,13.2,0.048,10,49.9,0.33
,16:08:44,6,3590,771,0.34,13.3,7,13.2,0.048,10,49.9,0.33
,16:08:45,6,3590,772,0.34,13.3,7,13.2,0.05,10,49.9,0.33
,16:08:46,6,3590,773,0.34,13.3,7,13.2,0.052,10,49.9,0.33
,16:08:47,6,3590,774,0.34,13.3,7,13.3,0.051,10,49.9,0.33
,16:08:48,6,3590,775,0.34,13.3,7,13.3,0.051,10,49.9,0.33
,16:08:49,6,3590,776,0.35,13.3,7,13.3,0.052,10,49.9,0.33
,16:08:50,6,3590,777,0.35,13.3,7,13.3,0.049,10,49.9,0.34
,16:08:51,6,3590,778,0.35,13.3,7,13.3,0.049,10,49.9,0.34
,16:08:52,6,3590,779,0.35,13.3,7,13.4,0.053,10,49.9,0.34
,16:08:53,6,3590,780,0.35,13.3,6,13.4,0.055,10,49.9,0.34
,16:08:54,6,3590,781,0.35,13.3,7,13.4,0.052,10,49.9,0.34
,16:08:55,6,3590,782,0.35,13.3,7,13.4,0.05,10,49.9,0.33
,16:08:56,6,3590,783,0.34,13.3,7,13.4,0.048,10,49.9,0.33
,16:08:57,6,3590,784,0.34,13.3,7,13.4,0.05,10,49.9,0.33
,16:08:58,6,3590,785,0.34,13.3,6,13.4,0.053,10,49.9,0.33
,16:08:59,6,3590,786,0.34,13.3,6,13.5,0.052,10,49.9,0.32
,16:09:00,6,3590,787,0.34,13.3,7,13.5,0.049,10,49.9,0.32
,16:09:01,6,3590,788,0.34,13.3,7,13.5,0.048,10,49.9,0.33
,16:09:02,6,3590,789,0.34,13.3,7,13.5,0.048,10,49.9,0.33
,16:09:03,6,3590,790,0.34,13.3,7,13.5,0.049,10,49.9,0.33
,16:09:04,6,3590,791,0.34,13.3,7,13.5,0.051,10,49.9,0.33
,16:09:05,6,3590,792,0.34,13.3,7,13.6,0.052,10,49.9,0.33
,16:09:06,6,3590,793,0.35,13.3,7,13.6,0.05,10,49.9,0.34
,16:09:07,6,3590,794,0.35,13.3,7,13.6,0.05,10,49.9,0.33
,16:09:08,6,3590,795,0.34,13.3,7,13.6,0.05,10,49.9,0.33
,16:09:09,6,3590,796,0.35,13.3,7,13.6,0.05,10,49.9,0.33
,16:09:10,6,3590,797,0.35,13.3,7,13.6,0.052,10,49.9,0.33
,16:09:11,6,3590,798,0.35,13.3,7,13.7,0.052,10,49.9,0.33
,16:09:12,6,3590,799,0.35,13.3,7,13.7,0.05,10,49.9,0.33
,16:09:13,6,3590,800,0.34,13.3,7,13.7,0.048,10,49.9,0.33
,16:09:14,6,3590,801,0.34,13.3,7,13.7,0.048,10,49.9,0.33
,16:09:15,6,3590,802,0.34,13.3,7,13.7,0.049,10,49.9,0.33
,16:09:16,6,3590,803,0.34,13.3,7,13.7,0.049,10,49.9,0.33
,16:09:17,6,3590,804,0.34,13.3,7,13.7,0.051,10,49.9,0.33
,16:09:18,6,3590,805,0.34,13.3,7,13.7,0.051,10,49.9,0.33
,16:09:19,6,3590,806,0.34,13.3,7,13.8,0.049,10,49.9,0.33
,16:09:20,6,3590,807,0.34,13.3,7,13.8,0.05,10,49.9,0.33
,16:09:21,6,3590,808,0.35,13.3,7,13.8,0.05,10,49.9,0.33
,16:09:22,6,3590,809,0.35,13.3,7,13.8,0.052,10,49.9,0.33
,16:09:23,6,3590,810,0.34,13.3,7,13.8,0.052,10,49.9,0.33
,16:09:24,6,3590,811,0.35,13.3,7,13.8,0.052,10,49.9,0.34
,16:09:25,6,3590,812,0.35,13.3,7,13.9,0.049,10,49.9,0.34
,16:09:26,6,3590,813,0.36,13.3,7,13.9,0.051,10,49.9,0.34
,16:09:27,6,3590,814,0.35,13.3,7,13.9,0.053,10,49.9,0.34
,16:09:28,6,3590,815,0.35,13.3,7,13.9,0.05,10,49.9,0.33
,16:09:29,6,3590,816,0.35,13.3,7,13.9,0.05,10,49.9,0.33
,16:09:30,6,3590,817,0.35,13.3,7,13.9,0.05,10,49.9,0.34
,16:09:31,6,3590,818,0.35,13.3,7,13.9,0.052,10,49.9,0.34
,16:09:32,6,3590,819,0.34,13.3,6,13.9,0.054,10,49.9,0.33
,16:09:33,6,3590,820,0.34,13.3,7,13.9,0.052,10,49.9,0.33
,16:09:34,6,3590,821,0.35,13.3,7,13.9,0.05,10,49.9,0.33
,16:09:35,6,3590,822,0.35,13.3,7,13.9,0.05,10,49.9,0.33
,16:09:36,6,3590,823,0.35,13.3,7,14,0.05,10,49.9,0.33
,16:09:37,6,3590,824,0.35,13.3,7,14,0.052,10,49.9,0.33
,16:09:38,6,3590,825,0.35,13.3,7,14,0.05,10,49.9,0.34
,16:09:39,6,3590,826,0.35,13.3,7,14,0.049,10,49.9,0.34
,16:09:40,6,3590,827,0.35,13.3,7,14,0.05,10,49.9,0.34
,16:09:41,6,3590,828,0.35,13.3,7,14,0.052,10,49.9,0.33
,16:09:42,6,3590,829,0.35,13.3,7,14,0.052,10,49.9,0.33
,16:09:43,6,3590,830,0.34,13.3,7,14,0.051,10,49.9,0.33
,16:09:44,6,3590,831,0.34,13.3,7,14,0.048,10,49.9,0.33
,16:09:45,6,3590,832,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:09:46,6,3590,833,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:09:47,6,3590,834,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:09:48,6,3590,835,0.34,13.3,7,14.1,0.05,10,49.9,0.32
,16:09:49,6,3590,836,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:09:50,6,3590,837,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:09:51,6,3590,838,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:09:52,6,3590,839,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:09:53,6,3590,840,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:09:54,6,3590,841,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:09:55,6,3590,842,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:09:56,6,3590,843,0.34,13.3,7,14.1,0.048,10,49.9,0.33
,16:09:57,6,3590,844,0.34,13.3,7,14.1,0.05,10,49.9,0.33
,16:09:58,6,3590,845,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:09:59,6,3590,846,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:10:00,6,3590,847,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:10:01,6,3590,848,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:02,6,3590,849,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:03,6,3590,850,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:04,6,3590,851,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:10:05,6,3590,852,0.34,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:06,6,3590,853,0.35,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:07,6,3590,854,0.34,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:08,6,3590,855,0.35,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:09,6,3590,856,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:10,6,3590,857,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:10:11,6,3590,858,0.34,13.3,7,14.2,0.049,10,49.9,0.32
,16:10:12,6,3590,859,0.34,13.3,7,14.2,0.049,10,49.9,0.32
,16:10:13,6,3590,860,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:14,6,3590,861,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:15,6,3590,862,0.34,13.3,7,14.2,0.047,10,49.9,0.33
,16:10:16,6,3590,863,0.34,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:17,6,3590,864,0.35,13.3,6,14.2,0.054,10,49.9,0.34
,16:10:18,6,3590,865,0.35,13.3,7,14.2,0.052,10,49.9,0.34
,16:10:19,6,3590,866,0.35,13.3,7,14.2,0.049,10,49.9,0.34
,16:10:20,6,3590,867,0.35,13.3,7,14.2,0.05,10,49.9,0.34
,16:10:21,6,3590,868,0.35,13.3,7,14.2,0.052,10,49.9,0.33
,16:10:22,6,3590,869,0.34,13.3,6,14.2,0.053,10,49.9,0.33
,16:10:23,6,3590,870,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:10:24,6,3590,871,0.34,13.3,7,14.3,0.049,10,49.9,0.33
,16:10:25,6,3590,872,0.35,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:26,6,3590,873,0.34,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:27,6,3590,874,0.34,13.3,7,14.3,0.051,10,49.9,0.33
,16:10:28,6,3590,875,0.34,13.3,7,14.3,0.05,10,49.9,0.32
,16:10:29,6,3590,876,0.34,13.3,7,14.3,0.049,10,49.9,0.33
,16:10:30,6,3590,877,0.34,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:31,6,3590,878,0.35,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:32,6,3590,879,0.34,13.3,7,14.3,0.052,10,49.9,0.33
,16:10:33,6,3590,880,0.34,13.3,7,14.3,0.049,10,49.9,0.33
,16:10:34,6,3590,881,0.34,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:35,6,3590,882,0.34,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:36,6,3590,883,0.34,13.3,7,14.3,0.052,10,49.9,0.33
,16:10:37,6,3590,884,0.35,13.3,7,14.3,0.052,10,49.9,0.33
,16:10:38,6,3590,885,0.35,13.3,7,14.3,0.051,10,49.9,0.34
,16:10:39,6,3590,886,0.36,13.3,7,14.3,0.051,10,49.9,0.34
,16:10:40,6,3590,887,0.36,13.3,7,14.3,0.051,10,49.9,0.34
,16:10:41,6,3590,888,0.35,13.3,7,14.3,0.052,10,49.9,0.33
,16:10:42,6,3590,889,0.34,13.3,7,14.3,0.049,10,49.9,0.33
,16:10:43,6,3590,890,0.34,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:44,6,3590,891,0.35,13.3,7,14.3,0.05,10,49.9,0.34
,16:10:45,6,3590,892,0.35,13.3,7,14.3,0.051,10,49.9,0.34
,16:10:46,6,3590,893,0.35,13.3,7,14.3,0.052,10,49.9,0.34
,16:10:47,6,3590,894,0.34,13.3,7,14.3,0.052,10,49.9,0.33
,16:10:48,6,3590,895,0.34,13.3,7,14.3,0.05,10,49.9,0.33
,16:10:49,6,3590,896,0.35,13.3,7,14.2,0.049,10,49.9,0.34
,16:10:50,6,3590,897,0.35,13.3,7,14.2,0.05,10,49.9,0.34
,16:10:51,6,3590,898,0.35,13.3,7,14.3,0.052,10,49.9,0.34
,16:10:52,6,3590,899,0.35,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:53,6,3590,900,0.35,13.3,7,14.2,0.049,10,49.9,0.34
,16:10:54,6,3590,901,0.35,13.3,7,14.2,0.049,10,49.9,0.34
,16:10:55,6,3590,902,0.35,13.3,7,14.2,0.05,10,49.9,0.33
,16:10:56,6,3590,903,0.34,13.3,6,14.2,0.053,10,49.9,0.33
,16:10:57,6,3590,904,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:10:58,6,3590,905,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:10:59,6,3590,906,0.34,13.3,7,14.2,0.048,10,49.9,0.33
,16:11:00,6,3590,907,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:11:01,6,3590,908,0.34,13.3,7,14.2,0.05,10,49.9,0.32
,16:11:02,6,3590,909,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:03,6,3590,910,0.34,13.3,7,14.2,0.05,10,49.9,0.33
,16:11:04,6,3590,911,0.35,13.3,7,14.2,0.05,10,49.9,0.33
,16:11:05,6,3590,912,0.34,13.3,7,14.2,0.052,10,49.9,0.33
,16:11:06,6,3590,913,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:07,6,3590,914,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:11:08,6,3590,915,0.34,13.3,7,14.2,0.047,10,49.9,0.33
,16:11:09,6,3590,916,0.34,13.3,7,14.2,0.047,10,49.9,0.33
,16:11:10,6,3590,917,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:11,6,3590,918,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:12,6,3590,919,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:13,6,3590,920,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:11:14,6,3590,921,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:11:15,6,3590,922,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:16,6,3590,923,0.34,13.3,7,14.2,0.051,10,49.9,0.33
,16:11:17,6,3590,924,0.34,13.3,7,14.2,0.05,10,49.9,0.33
,16:11:18,6,3590,925,0.34,13.3,7,14.2,0.048,10,49.9,0.33
,16:11:19,6,3590,926,0.34,13.3,7,14.2,0.048,10,49.9,0.33
,16:11:20,6,3590,927,0.34,13.3,7,14.2,0.049,10,49.9,0.33
,16:11:21,6,3590,928,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:11:22,6,3590,929,0.34,13.3,7,14.1,0.051,10,49.9,0.33
,16:11:23,6,3590,930,0.34,13.3,7,14.1,0.049,10,49.9,0.32
,16:11:24,6,3590,931,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:11:25,6,3590,932,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:11:26,6,3590,933,0.34,13.3,7,14.1,0.049,10,49.9,0.32
,16:11:27,6,3590,934,0.33,13.3,7,14.1,0.05,10,49.9,0.32
,16:11:28,6,3590,935,0.33,13.3,7,14.1,0.05,10,49.9,0.32
,16:11:29,6,3590,936,0.33,13.3,7,14.1,0.048,10,49.9,0.32
,16:11:30,6,3590,937,0.33,13.3,7,14.1,0.048,10,49.9,0.32
,16:11:31,6,3590,938,0.34,13.3,7,14.1,0.05,10,49.9,0.32
,16:11:32,6,3590,939,0.34,13.3,7,14.1,0.05,10,49.9,0.32
,16:11:33,6,3590,940,0.34,13.3,7,14.1,0.049,10,49.9,0.32
,16:11:34,6,3590,941,0.34,13.3,7,14.1,0.049,10,49.9,0.32
,16:11:35,6,3590,942,0.33,13.3,7,14.1,0.05,10,49.9,0.32
,16:11:36,6,3590,943,0.34,13.3,7,14.1,0.05,10,49.9,0.32
,16:11:37,6,3590,944,0.34,13.3,7,14.1,0.049,10,49.9,0.32
,16:11:38,6,3590,945,0.34,13.3,7,14.1,0.049,10,49.9,0.33
,16:11:39,6,3590,946,0.34,13.3,7,14,0.049,10,49.9,0.32
,16:11:40,6,3590,947,0.34,13.3,7,14,0.05,10,49.9,0.32
,16:11:41,6,3590,948,0.34,13.3,7,14,0.049,10,49.9,0.32
,16:11:42,6,3590,949,0.34,13.3,7,14,0.049,10,49.9,0.33
,16:11:43,6,3590,950,0.34,13.3,7,14,0.047,10,49.9,0.33
,16:11:44,6,3590,951,0.34,13.3,7,14,0.051,10,49.9,0.33
,16:11:45,6,3590,952,0.34,13.3,7,14,0.051,10,49.9,0.33
,16:11:46,6,3590,953,0.34,13.3,7,14,0.049,10,49.9,0.33
,16:11:47,6,3590,954,0.34,13.3,7,14,0.047,10,49.9,0.33
,16:11:48,6,3590,955,0.34,13.3,7,14,0.049,10,49.9,0.33
,16:11:49,6,3590,956,0.34,13.3,7,14,0.049,10,49.9,0.33
,16:11:50,6,3590,957,0.34,13.3,7,14,0.049,10,49.9,0.32
,16:11:51,6,3590,958,0.34,13.3,7,14,0.049,10,49.9,0.32
,16:11:52,6,3590,959,0.34,13.3,7,14,0.049,10,49.9,0.32
,16:11:53,6,3590,960,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:11:54,6,3590,961,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:11:55,6,3590,962,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:11:56,6,3590,963,0.34,13.3,7,13.9,0.049,10,49.9,0.33
,16:11:57,6,3590,964,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:11:58,6,3590,965,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:11:59,6,3590,966,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:12:00,6,3590,967,0.35,13.3,7,13.9,0.05,10,49.9,0.34
,16:12:01,6,3590,968,0.35,13.3,7,13.9,0.05,10,49.9,0.34
,16:12:02,6,3590,969,0.35,13.3,7,13.9,0.052,10,49.9,0.33
,16:12:03,6,3590,970,0.34,13.3,7,13.9,0.051,10,49.9,0.33
,16:12:04,6,3590,971,0.34,13.3,7,13.8,0.051,10,49.9,0.33
,16:12:05,6,3590,972,0.34,13.3,7,13.8,0.049,10,49.9,0.33
,16:12:06,6,3590,973,0.34,13.3,7,13.8,0.049,10,49.9,0.33
,16:12:07,6,3590,974,0.34,13.3,7,13.8,0.047,10,49.9,0.32
,16:12:08,6,3590,975,0.34,13.3,7,13.8,0.049,10,49.9,0.32
,16:12:09,6,3590,976,0.34,13.3,7,13.8,0.05,10,49.9,0.32
,16:12:10,6,3590,977,0.34,13.3,7,13.8,0.051,10,49.9,0.33
,16:12:11,6,3590,978,0.34,13.3,7,13.8,0.049,10,49.9,0.33
,16:12:12,6,3590,979,0.34,13.3,7,13.8,0.051,10,49.9,0.33
,16:12:13,6,3590,980,0.34,13.3,7,13.8,0.052,10,49.9,0.33
,16:12:14,6,3590,981,0.34,13.3,7,13.8,0.05,10,49.9,0.33
,16:12:15,6,3590,982,0.35,13.3,7,13.8,0.048,10,49.9,0.33
,16:12:16,6,3590,983,0.34,13.3,7,13.7,0.05,10,49.9,0.33
,16:12:17,6,3590,984,0.34,13.3,7,13.7,0.051,10,49.9,0.32
,16:12:18,6,3590,985,0.33,13.3,7,13.7,0.05,10,49.9,0.32
,16:12:19,6,3590,986,0.33,13.3,7,13.7,0.05,10,49.9,0.32
,16:12:20,6,3590,987,0.34,13.3,7,13.7,0.049,10,49.9,0.33
,16:12:21,6,3590,988,0.34,13.3,7,13.7,0.048,10,49.9,0.33
,16:12:22,6,3590,989,0.34,13.3,7,13.7,0.048,10,49.9,0.33
,16:12:23,6,3590,990,0.34,13.3,7,13.7,0.049,10,49.9,0.33
,16:12:24,6,3590,991,0.34,13.3,7,13.7,0.05,10,49.9,0.32
,16:12:25,6,3590,992,0.34,13.3,7,13.6,0.05,10,49.9,0.32
,16:12:26,6,3590,993,0.34,13.3,7,13.6,0.049,10,49.9,0.32
,16:12:27,6,3590,994,0.34,13.3,7,13.7,0.049,10,49.9,0.33
,16:12:28,6,3590,995,0.34,13.3,7,13.6,0.049,10,49.9,0.33
,16:12:29,6,3590,996,0.34,13.3,7,13.6,0.052,10,49.9,0.33
,16:12:30,6,3590,997,0.34,13.3,7,13.6,0.052,10,49.9,0.33
,16:12:31,6,3590,998,0.34,13.3,7,13.6,0.049,10,49.9,0.33
,16:12:32,6,3590,999,0.34,13.3,7,13.6,0.049,10,49.9,0.33
,16:12:33,6,3590,1000,0.34,13.3,7,13.6,0.051,10,49.9,0.33
,16:12:34,6,3590,1001,0.34,13.3,7,13.6,0.052,10,49.9,0.33
,16:12:35,6,3590,1002,0.34,13.3,7,13.6,0.052,10,49.9,0.33
,16:12:36,6,3590,1003,0.34,13.3,7,13.5,0.049,10,49.9,0.33
,16:12:37,6,3590,1004,0.34,13.3,7,13.5,0.049,10,49.9,0.33
,16:12:38,6,3590,1005,0.34,13.3,7,13.5,0.051,10,49.9,0.33
,16:12:39,6,3590,1006,0.34,13.3,7,13.5,0.051,10,49.9,0.33
,16:12:40,6,3590,1007,0.34,13.3,7,13.5,0.049,10,49.9,0.33
,16:12:41,6,3590,1008,0.34,13.3,7,13.5,0.049,10,49.9,0.32
,16:12:42,6,3590,1009,0.34,13.3,7,13.5,0.051,10,49.9,0.33
,16:12:43,6,3590,1010,0.34,13.3,7,13.5,0.052,10,49.9,0.33
,16:12:44,6,3590,1011,0.35,13.3,7,13.5,0.05,10,49.9,0.34
,16:12:45,6,3590,1012,0.35,13.3,7,13.4,0.05,10,49.9,0.33
,16:12:46,6,3590,1013,0.34,13.3,7,13.5,0.05,10,49.9,0.33
,16:12:47,6,3590,1014,0.34,13.3,7,13.4,0.049,10,49.9,0.33
,16:12:48,6,3590,1015,0.34,13.3,7,13.4,0.05,10,49.9,0.33
,16:12:49,6,3590,1016,0.34,13.3,7,13.4,0.048,10,49.9,0.33
,16:12:50,6,3590,1017,0.34,13.3,7,13.4,0.05,10,49.9,0.33
,16:12:51,6,3590,1018,0.34,13.3,7,13.4,0.051,10,49.9,0.33
,16:12:52,6,3590,1019,0.34,13.3,7,13.4,0.051,10,49.9,0.33
,16:12:53,6,3590,1020,0.34,13.3,7,13.4,0.049,10,49.9,0.33
,16:12:54,6,3590,1021,0.34,13.3,7,13.4,0.049,10,49.9,0.33
,16:12:55,6,3590,1022,0.34,13.3,7,13.3,0.052,10,49.9,0.33
,16:12:56,6,3590,1023,0.34,13.3,7,13.3,0.051,10,49.9,0.33
,16:12:57,6,3590,1024,0.34,13.3,7,13.3,0.051,10,49.9,0.33
,16:12:58,6,3590,1025,0.34,13.3,7,13.3,0.05,10,49.9,0.33
,16:12:59,6,3590,1026,0.34,13.3,7,13.3,0.048,10,49.9,0.33
,16:13:00,6,3590,1027,0.34,13.3,7,13.3,0.049,10,49.9,0.33
,16:13:01,6,3590,1028,0.34,13.3,7,13.3,0.049,10,49.9,0.33
,16:13:02,6,3590,1029,0.34,13.3,7,13.3,0.049,10,49.9,0.33
,16:13:03,6,3590,1030,0.34,13.3,7,13.3,0.049,10,49.9,0.33
,16:13:04,6,3590,1031,0.34,13.3,7,13.2,0.051,10,49.9,0.33
,16:13:05,6,3590,1032,0.34,13.3,7,13.2,0.052,10,49.9,0.33
,16:13:06,6,3590,1033,0.34,13.3,7,13.2,0.052,10,49.9,0.33
,16:13:07,6,3590,1034,0.34,13.3,7,13.2,0.052,10,49.9,0.33
,16:13:08,6,3590,1035,0.34,13.3,7,13.2,0.049,10,49.9,0.33
,16:13:09,6,3590,1036,0.34,13.3,7,13.2,0.049,10,49.9,0.33
,16:13:10,6,3590,1037,0.34,13.3,7,13.2,0.05,10,49.9,0.32
