Data file,,PEEK_ISO10_-8C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PEEK on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 15:41:15 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:52:27,4,3600,4271.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:52:28,4,3600,4272.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:29,4,3600,4273.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:52:30,4,3600,4274.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:52:31,4,3600,4275.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:52:32,4,3600,4276.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:52:33,4,3600,4277.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:52:34,4,3600,4278.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:52:35,4,3600,4279.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:52:36,4,3600,4280.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:52:37,4,3600,4281.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:38,4,3600,4282.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:39,4,3600,4283.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:40,4,3600,4284.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:41,4,3600,4285.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:42,4,3600,4286.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:43,4,3600,4287.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:52:44,4,3600,4288.2,0.91,13.3,7,-5.2,0.131,10,0.3,0.82
,16:52:45,4,3600,4289.2,0.91,13.3,7,-5.2,0.126,10,0.3,0.82
,16:52:46,4,3600,4290.2,0.9,13.3,7,-5.2,0.122,10,0.3,0.82
,16:52:47,4,3600,4291.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.81
,16:52:48,4,3600,4292.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:52:49,4,3600,4293.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:50,4,3600,4294.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:52:51,4,3600,4295.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:52:52,4,3600,4296.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:52:53,4,3600,4297.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:54,4,3600,4298.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:55,4,3600,4299.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:56,4,3600,4300.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:52:57,4,3600,4301.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:52:58,4,3600,4302.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:52:59,4,3600,4303.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:53:00,4,3600,4304.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:01,4,3600,4305.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:02,4,3600,4306.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:03,4,3600,4307.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.81
,16:53:04,4,3600,4308.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.81
,16:53:05,4,3600,4309.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:53:06,4,3600,4310.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:53:07,4,3600,4311.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:53:08,4,3600,4312.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:53:09,4,3600,4313.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:53:10,4,3600,4314.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:53:11,4,3600,4315.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:53:12,4,3600,4316.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.8
,16:53:13,4,3600,4317.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:53:14,4,3600,4318.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:15,4,3600,4319.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:16,4,3600,4320.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:17,4,3600,4321.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:53:18,4,3600,4322.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:19,4,3600,4323.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:20,4,3600,4324.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:21,4,3600,4325.2,0.9,13.3,7,-5.2,0.131,10,0.3,0.82
,16:53:22,4,3600,4326.2,0.9,13.3,7,-5.2,0.136,10,0.3,0.82
,16:53:23,4,3600,4327.2,0.9,13.3,7,-5.2,0.136,10,0.3,0.82
,16:53:24,4,3600,4328.2,0.9,13.3,7,-5.2,0.131,10,0.3,0.82
,16:53:25,4,3600,4329.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.82
,16:53:26,4,3600,4330.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.82
,16:53:27,4,3600,4331.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:28,4,3600,4332.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:29,4,3600,4333.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:30,4,3600,4334.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:31,4,3600,4335.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:32,4,3600,4336.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:33,4,3600,4337.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:34,4,3600,4338.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:35,4,3600,4339.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:36,4,3600,4340.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:53:37,4,3600,4341.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:53:38,4,3600,4342.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:39,4,3600,4343.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.81
,16:53:40,4,3600,4344.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:53:41,4,3600,4345.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:53:42,4,3600,4346.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:53:43,4,3600,4347.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:53:44,4,3600,4348.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:45,4,3600,4349.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:53:46,4,3600,4350.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.81
,16:53:47,4,3600,4351.2,0.89,13.3,7,-5.2,0.125,10,0.3,0.81
,16:53:48,4,3600,4352.2,0.9,13.3,7,-5.2,0.125,10,0.3,0.81
,16:53:49,4,3600,4353.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:53:50,4,3600,4354.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:51,4,3600,4355.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:53:52,4,3600,4356.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:53:53,4,3600,4357.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:53:54,4,3600,4358.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:55,4,3600,4359.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:56,4,3600,4360.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:57,4,3600,4361.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:53:58,4,3600,4362.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.81
,16:53:59,4,3600,4363.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.81
,16:54:00,4,3600,4364.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.81
,16:54:01,4,3600,4365.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.81
,16:54:02,4,3600,4366.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:54:03,4,3600,4367.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:54:04,4,3600,4368.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:54:05,4,3600,4369.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:54:06,4,3600,4370.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.81
,16:54:07,4,3600,4371.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:08,4,3600,4372.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:54:09,4,3600,4373.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:10,4,3600,4374.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:11,4,3600,4375.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:12,4,3600,4376.2,0.9,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:13,4,3600,4377.2,0.9,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:14,4,3600,4378.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.81
,16:54:15,4,3600,4379.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.82
,16:54:16,4,3600,4380.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:54:17,4,3600,4381.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:54:18,4,3600,4382.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:19,4,3600,4383.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:20,4,3600,4384.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:21,4,3600,4385.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:22,4,3600,4386.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:23,4,3600,4387.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:24,4,3600,4388.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:25,4,3600,4389.2,0.9,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:26,4,3600,4390.2,0.91,13.3,7,-5.2,0.126,10,0.3,0.82
,16:54:27,4,3600,4391.2,0.9,13.3,7,-5.2,0.126,10,0.3,0.82
,16:54:28,4,3600,4392.2,0.91,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:29,4,3600,4393.2,0.91,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:30,4,3600,4394.2,0.91,13.3,7,-5.2,0.137,10,0.3,0.82
,16:54:31,4,3600,4395.2,0.91,13.3,7,-5.2,0.137,10,0.3,0.82
,16:54:32,4,3600,4396.2,0.91,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:33,4,3600,4397.2,0.9,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:34,4,3600,4398.2,0.9,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:35,4,3600,4399.2,0.9,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:36,4,3600,4400.2,0.91,13.3,7,-5.2,0.127,10,0.3,0.82
,16:54:37,4,3600,4401.2,0.91,13.3,7,-5.2,0.127,10,0.3,0.82
,16:54:38,4,3600,4402.2,0.91,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:39,4,3600,4403.2,0.91,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:40,4,3600,4404.2,0.91,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:41,4,3600,4405.2,0.9,13.3,7,-5.2,0.136,10,0.3,0.82
,16:54:42,4,3600,4406.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:43,4,3600,4407.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:44,4,3600,4408.2,0.9,13.3,7,-5.2,0.135,10,0.3,0.81
,16:54:45,4,3600,4409.2,0.9,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:46,4,3600,4410.2,0.91,13.3,7,-5.2,0.131,10,0.3,0.82
,16:54:47,4,3600,4411.2,0.91,13.3,7,-5.2,0.126,10,0.3,0.82
,16:54:48,4,3600,4412.2,0.91,13.3,7,-5.2,0.126,10,0.3,0.82
,16:54:49,4,3600,4413.2,0.91,13.3,7,-5.2,0.126,10,0.3,0.82
,16:54:50,4,3600,4414.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:54:51,4,3600,4415.2,0.9,13.3,7,-5.3,0.135,10,0.3,0.81
,16:54:52,4,3600,4416.2,0.89,13.3,7,-5.3,0.134,10,0.3,0.81
,16:54:53,4,3600,4417.2,0.89,13.3,7,-5.3,0.134,10,0.3,0.81
,16:54:54,4,3600,4418.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.81
,16:54:55,4,3600,4419.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.81
,16:54:56,4,3600,4420.2,0.9,13.3,7,-5.3,0.13,10,0.3,0.81
,16:54:57,4,3600,4421.2,0.9,13.3,7,-5.3,0.13,10,0.3,0.81
,16:54:58,4,3600,4422.2,0.9,13.3,7,-5.3,0.125,10,0.3,0.81
,16:54:59,4,3600,4423.2,0.89,13.3,7,-5.3,0.124,10,0.3,0.8
,16:55:00,4,3600,4424.2,0.88,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:01,4,3600,4425.2,0.88,13.3,6,-5.3,0.137,10,0.3,0.79
,16:55:02,4,3600,4426.2,0.88,13.3,7,-5.3,0.132,10,0.3,0.79
,16:55:03,4,3600,4427.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:04,4,3600,4428.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.81
,16:55:05,4,3600,4429.2,0.9,13.3,7,-5.3,0.135,10,0.3,0.81
,16:55:06,4,3600,4430.2,0.9,13.3,7,-5.3,0.135,10,0.3,0.81
,16:55:07,4,3600,4431.2,0.9,13.3,7,-5.3,0.13,10,0.3,0.81
,16:55:08,4,3600,4432.2,0.89,13.3,7,-5.3,0.125,10,0.3,0.81
,16:55:09,4,3600,4433.2,0.89,13.3,7,-5.3,0.124,10,0.3,0.8
,16:55:10,4,3600,4434.2,0.88,13.3,7,-5.3,0.128,10,0.3,0.79
,16:55:11,4,3600,4435.2,0.88,13.3,6,-5.3,0.137,10,0.3,0.79
,16:55:12,4,3600,4436.2,0.88,13.3,6,-5.3,0.138,10,0.3,0.8
,16:55:13,4,3600,4437.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:14,4,3600,4438.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.81
,16:55:15,4,3600,4439.2,0.9,13.3,7,-5.3,0.135,10,0.3,0.81
,16:55:16,4,3600,4440.2,0.9,13.3,7,-5.3,0.135,10,0.3,0.81
,16:55:17,4,3600,4441.2,0.9,13.3,7,-5.3,0.13,10,0.3,0.81
,16:55:18,4,3600,4442.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.81
,16:55:19,4,3600,4443.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.8
,16:55:20,4,3600,4444.2,0.89,13.3,7,-5.3,0.128,10,0.3,0.8
,16:55:21,4,3600,4445.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:22,4,3600,4446.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:23,4,3600,4447.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:24,4,3600,4448.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:25,4,3600,4449.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:26,4,3600,4450.2,0.89,13.3,7,-5.3,0.133,10,0.3,0.8
,16:55:27,4,3600,4451.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.8
,16:55:28,4,3600,4452.2,0.89,13.3,7,-5.3,0.129,10,0.3,0.8
,16:55:29,4,3600,4453.2,0.89,13.3,7,-5.3,0.124,10,0.3,0.8
,16:55:30,4,3600,4454.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:55:31,4,3600,4455.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:55:32,4,3600,4456.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:33,4,3600,4457.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:34,4,3600,4458.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:35,4,3600,4459.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:36,4,3600,4460.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:37,4,3600,4461.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:38,4,3600,4462.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:39,4,3600,4463.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:40,4,3600,4464.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:41,4,3600,4465.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:55:42,4,3600,4466.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:55:43,4,3600,4467.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:55:44,4,3600,4468.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:55:45,4,3600,4469.2,0.89,13.3,7,-5.2,0.119,10,0.3,0.8
,16:55:46,4,3600,4470.2,0.88,13.3,7,-5.2,0.123,10,0.3,0.79
,16:55:47,4,3600,4471.2,0.88,13.3,7,-5.2,0.123,10,0.3,0.79
,16:55:48,4,3600,4472.2,0.88,13.3,7,-5.2,0.127,10,0.3,0.79
,16:55:49,4,3600,4473.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:50,4,3600,4474.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:51,4,3600,4475.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:52,4,3600,4476.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:53,4,3600,4477.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:55:54,4,3600,4478.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:55,4,3600,4479.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:56,4,3600,4480.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:57,4,3600,4481.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:58,4,3600,4482.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:55:59,4,3600,4483.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:00,4,3600,4484.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:01,4,3600,4485.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:56:02,4,3600,4486.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:56:03,4,3600,4487.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:56:04,4,3600,4488.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:56:05,4,3600,4489.2,0.9,13.3,7,-5.2,0.13,10,0.3,0.81
,16:56:06,4,3600,4490.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.8
,16:56:07,4,3600,4491.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:56:08,4,3600,4492.2,0.89,13.3,7,-5.2,0.123,10,0.3,0.8
,16:56:09,4,3600,4493.2,0.88,13.3,7,-5.2,0.119,10,0.3,0.8
,16:56:10,4,3600,4494.2,0.88,13.3,7,-5.2,0.123,10,0.3,0.8
,16:56:11,4,3600,4495.2,0.88,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:12,4,3600,4496.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:13,4,3600,4497.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:14,4,3600,4498.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:15,4,3600,4499.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:16,4,3600,4500.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:17,4,3600,4501.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:18,4,3600,4502.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:19,4,3600,4503.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:20,4,3600,4504.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:21,4,3600,4505.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:22,4,3600,4506.2,0.88,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:23,4,3600,4507.2,0.88,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:24,4,3600,4508.2,0.88,13.3,7,-5.2,0.127,10,0.3,0.79
,16:56:25,4,3600,4509.2,0.88,13.3,7,-5.2,0.123,10,0.3,0.79
,16:56:26,4,3600,4510.2,0.88,13.3,7,-5.2,0.123,10,0.3,0.8
,16:56:27,4,3600,4511.2,0.88,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:28,4,3600,4512.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:29,4,3600,4513.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:30,4,3600,4514.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:31,4,3600,4515.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.79
,16:56:32,4,3600,4516.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:33,4,3600,4517.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:34,4,3600,4518.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:35,4,3600,4519.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:36,4,3600,4520.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:37,4,3600,4521.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:38,4,3600,4522.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:56:39,4,3600,4523.2,0.89,13.3,7,-5.2,0.123,10,0.3,0.8
,16:56:40,4,3600,4524.2,0.88,13.3,7,-5.2,0.127,10,0.3,0.79
,16:56:41,4,3600,4525.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:42,4,3600,4526.2,0.88,13.3,7,-5.2,0.131,10,0.3,0.79
,16:56:43,4,3600,4527.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:44,4,3600,4528.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:45,4,3600,4529.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:46,4,3600,4530.2,0.88,13.3,7,-5.2,0.127,10,0.3,0.79
,16:56:47,4,3600,4531.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:56:48,4,3600,4532.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.79
,16:56:49,4,3600,4533.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:50,4,3600,4534.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:56:51,4,3600,4535.2,0.89,13.3,7,-5.2,0.128,10,0.3,0.8
,16:56:52,4,3600,4536.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.8
,16:56:53,4,3600,4537.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.81
,16:56:54,4,3600,4538.2,0.89,13.3,7,-5.2,0.134,10,0.3,0.8
,16:56:55,4,3600,4539.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.8
,16:56:56,4,3600,4540.2,0.89,13.3,7,-5.2,0.129,10,0.3,0.81
,16:56:57,4,3600,4541.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:56:58,4,3600,4542.2,0.89,13.3,7,-5.2,0.124,10,0.3,0.8
,16:56:59,4,3600,4543.2,0.89,13.3,7,-5.2,0.12,10,0.3,0.8
,16:57:00,4,3600,4544.2,0.88,13.3,7,-5.2,0.119,10,0.3,0.8
,16:57:01,4,3600,4545.2,0.88,13.3,7,-5.2,0.122,10,0.3,0.79
,16:57:02,4,3600,4546.2,0.87,13.3,7,-5.2,0.121,10,0.3,0.78
,16:57:03,4,3600,4547.2,0.86,13.3,7,-5.2,0.12,10,0.3,0.78
,16:57:04,4,3600,4548.2,0.86,13.3,7,-5.2,0.124,10,0.3,0.77
,16:57:05,4,3600,4549.2,0.86,13.3,7,-5.2,0.124,10,0.3,0.77
,16:57:06,4,3600,4550.2,0.86,13.3,7,-5.2,0.124,10,0.3,0.77
,16:57:07,4,3600,4551.2,0.86,13.3,7,-5.2,0.125,10,0.3,0.78
,16:57:08,4,3600,4552.2,0.86,13.3,7,-5.2,0.13,10,0.3,0.78
,16:57:09,4,3600,4553.2,0.86,13.3,6,-5.2,0.135,10,0.3,0.78
,16:57:10,4,3600,4554.2,0.86,13.3,6,-5.2,0.135,10,0.3,0.78
,16:57:11,4,3600,4555.2,0.87,13.3,7,-5.2,0.13,10,0.3,0.78
,16:57:12,4,3600,4556.2,0.87,13.3,7,-5.2,0.131,10,0.3,0.79
,16:57:13,4,3600,4557.2,0.88,13.3,7,-5.2,0.131,10,0.3,0.79
,16:57:14,4,3600,4558.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:57:15,4,3600,4559.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:57:16,4,3600,4560.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:57:17,4,3600,4561.2,0.89,13.3,7,-5.2,0.133,10,0.3,0.8
,16:57:18,4,3600,4562.2,0.88,13.3,7,-5.2,0.133,10,0.3,0.8
,16:57:19,4,3600,4563.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
,16:57:20,4,3600,4564.2,0.88,13.3,7,-5.2,0.132,10,0.3,0.79
