Data file,,RA0.3_HEF_12C_001_45MINS_NOLIDONBOX.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,"Grit 320, No lid on box",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:26:05 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:12:08,4,2700,2762.8,2.02,13.3,9,11.9,0.219,10,0.2,1.9
,11:12:09,4,2700,2763.8,2.02,13.3,9,11.9,0.213,10,0.2,1.89
,11:12:10,4,2700,2764.8,2.01,13.3,9,11.9,0.218,10,0.2,1.89
,11:12:11,4,2700,2765.8,2.01,13.3,9,11.9,0.217,10,0.2,1.88
,11:12:12,4,2700,2766.8,2,13.3,9,11.9,0.216,10,0.2,1.87
,11:12:13,4,2700,2767.8,1.99,13.3,9,11.8,0.216,10,0.2,1.87
,11:12:14,4,2700,2768.8,1.99,13.3,9,11.8,0.209,10,0.2,1.86
,11:12:15,4,2700,2769.8,1.98,13.3,9,11.8,0.209,10,0.2,1.86
,11:12:16,4,2700,2770.8,1.98,13.3,9,11.8,0.215,10,0.2,1.86
,11:12:17,4,2700,2771.8,1.99,13.3,9,11.8,0.215,10,0.2,1.86
,11:12:18,4,2700,2772.8,1.98,13.3,9,11.8,0.215,10,0.2,1.85
,11:12:19,4,2700,2773.8,1.97,13.3,9,11.7,0.214,10,0.2,1.85
,11:12:20,4,2700,2774.8,1.96,13.3,9,11.8,0.212,10,0.2,1.83
,11:12:21,4,2700,2775.8,1.94,13.3,9,11.7,0.216,10,0.2,1.81
,11:12:22,4,2700,2776.8,1.92,13.3,9,11.7,0.214,10,0.2,1.8
,11:12:23,4,2700,2777.8,1.91,13.3,9,11.7,0.213,10,0.2,1.79
,11:12:24,4,2700,2778.8,1.91,13.3,9,11.7,0.213,10,0.2,1.79
,11:12:25,4,2700,2779.8,1.91,13.3,9,11.7,0.213,10,0.2,1.79
,11:12:26,4,2700,2780.8,1.92,13.3,9,11.7,0.214,10,0.2,1.8
,11:12:27,4,2700,2781.8,1.93,13.3,9,11.6,0.215,10,0.2,1.8
,11:12:28,4,2700,2782.8,1.93,13.3,9,11.6,0.215,10,0.2,1.8
,11:12:29,4,2700,2783.8,1.92,13.3,9,11.6,0.22,10,0.2,1.8
,11:12:30,4,2700,2784.8,1.92,13.3,9,11.6,0.22,10,0.2,1.8
,11:12:31,4,2700,2785.8,1.92,13.3,9,11.6,0.221,10,0.2,1.8
,11:12:32,4,2700,2786.8,1.94,13.3,9,11.6,0.223,10,0.2,1.82
,11:12:33,4,2700,2787.8,1.96,13.3,9,11.5,0.224,10,0.2,1.83
,11:12:34,4,2700,2788.8,1.98,13.3,9,11.5,0.227,10,0.2,1.85
,11:12:35,4,2700,2789.8,1.99,13.3,9,11.5,0.228,10,0.2,1.86
,11:12:36,4,2700,2790.8,1.99,13.3,9,11.5,0.228,10,0.2,1.86
,11:12:37,4,2700,2791.8,1.99,13.3,9,11.5,0.222,10,0.2,1.86
,11:12:38,4,2700,2792.8,1.99,13.3,9,11.5,0.222,10,0.2,1.87
,11:12:39,4,2700,2793.8,2,13.3,9,11.5,0.229,10,0.2,1.87
,11:12:40,4,2700,2794.8,2,13.3,9,11.5,0.229,10,0.2,1.87
,11:12:41,4,2700,2795.8,1.99,13.3,9,11.4,0.228,10,0.2,1.86
,11:12:42,4,2700,2796.8,1.99,13.3,9,11.4,0.221,10,0.2,1.86
,11:12:43,4,2700,2797.8,1.98,13.3,9,11.4,0.221,10,0.2,1.86
,11:12:44,4,2700,2798.8,1.99,13.3,9,11.4,0.221,10,0.2,1.86
,11:12:45,4,2700,2799.8,1.98,13.3,9,11.4,0.227,10,0.2,1.86
,11:12:46,4,2700,2800.8,1.99,13.3,9,11.4,0.228,10,0.2,1.86
,11:12:47,4,2700,2801.8,2,13.3,9,11.4,0.23,10,0.2,1.88
,11:12:48,4,2700,2802.8,2.02,13.3,9,11.4,0.225,10,0.2,1.89
,11:12:49,4,2700,2803.8,2.03,13.3,9,11.3,0.226,10,0.2,1.9
,11:12:50,4,2700,2804.8,2.03,13.3,9,11.3,0.226,10,0.2,1.9
,11:12:51,4,2700,2805.8,2.02,13.3,9,11.3,0.226,10,0.2,1.9
,11:12:52,4,2700,2806.8,2.02,13.3,9,11.3,0.225,10,0.2,1.89
,11:12:53,4,2700,2807.8,2.02,13.3,9,11.3,0.225,10,0.2,1.89
,11:12:54,4,2700,2808.8,2.02,13.3,9,11.3,0.225,10,0.2,1.89
,11:12:55,4,2700,2809.8,2.02,13.3,9,11.2,0.225,10,0.2,1.89
,11:12:56,4,2700,2810.8,2.03,13.3,9,11.2,0.226,10,0.2,1.9
,11:12:57,4,2700,2811.8,2.04,13.3,9,11.2,0.227,10,0.2,1.91
,11:12:58,4,2700,2812.8,2.04,13.3,9,11.2,0.227,10,0.2,1.91
,11:12:59,4,2700,2813.8,2.04,13.3,9,11.2,0.222,10,0.2,1.91
,11:13:00,4,2700,2814.8,2.05,13.3,9,11.2,0.222,10,0.2,1.92
,11:13:01,4,2700,2815.8,2.05,13.3,9,11.2,0.222,10,0.2,1.92
,11:13:02,4,2700,2816.8,2.05,13.3,9,11.2,0.222,10,0.2,1.92
,11:13:03,4,2700,2817.8,2.04,13.3,9,11.1,0.221,10,0.2,1.91
,11:13:04,4,2700,2818.8,2.03,13.3,9,11.1,0.22,10,0.2,1.9
,11:13:05,4,2700,2819.8,2.03,13.3,9,11.1,0.214,10,0.2,1.9
,11:13:06,4,2700,2820.8,2.03,13.3,9,11.1,0.214,10,0.2,1.9
,11:13:07,4,2700,2821.8,2.03,13.3,9,11.1,0.214,10,0.2,1.9
,11:13:08,4,2700,2822.8,2.02,13.3,9,11.1,0.219,10,0.2,1.9
,11:13:09,4,2700,2823.8,2.02,13.3,9,11.1,0.225,10,0.2,1.89
,11:13:10,4,2700,2824.8,2.01,13.3,9,11,0.224,10,0.2,1.88
,11:13:11,4,2700,2825.8,2,13.3,9,11,0.229,10,0.2,1.87
,11:13:12,4,2700,2826.8,1.99,13.3,9,11,0.228,10,0.2,1.86
,11:13:13,4,2700,2827.8,1.99,13.3,9,11,0.228,10,0.2,1.86
,11:13:14,4,2700,2828.8,2,13.3,9,11,0.229,10,0.2,1.87
,11:13:15,4,2700,2829.8,2,13.3,9,11,0.223,10,0.2,1.87
,11:13:16,4,2700,2830.8,2.01,13.3,9,11,0.224,10,0.2,1.89
,11:13:17,4,2700,2831.8,2.02,13.3,9,10.9,0.226,10,0.2,1.9
,11:13:18,4,2700,2832.8,2.03,13.3,9,10.9,0.227,10,0.2,1.9
,11:13:19,4,2700,2833.8,2.03,13.3,9,10.9,0.226,10,0.2,1.9
,11:13:20,4,2700,2834.8,2.02,13.3,9,10.9,0.226,10,0.2,1.9
,11:13:21,4,2700,2835.8,2.01,13.3,9,10.9,0.224,10,0.2,1.89
,11:13:22,4,2700,2836.8,2.01,13.3,9,10.9,0.224,10,0.2,1.88
,11:13:23,4,2700,2837.8,2,13.3,9,10.9,0.223,10,0.2,1.87
,11:13:24,4,2700,2838.8,1.99,13.3,9,10.9,0.222,10,0.2,1.86
,11:13:25,4,2700,2839.8,1.99,13.3,9,10.9,0.222,10,0.2,1.86
,11:13:26,4,2700,2840.8,1.99,13.3,9,10.9,0.221,10,0.2,1.86
,11:13:27,4,2700,2841.8,1.99,13.3,9,10.8,0.221,10,0.2,1.86
,11:13:28,4,2700,2842.8,1.98,13.3,9,10.8,0.221,10,0.2,1.86
,11:13:29,4,2700,2843.8,1.98,13.3,9,10.8,0.215,10,0.2,1.86
,11:13:30,4,2700,2844.8,1.98,13.3,9,10.8,0.221,10,0.2,1.86
,11:13:31,4,2700,2845.8,1.98,13.3,9,10.8,0.215,10,0.2,1.86
,11:13:32,4,2700,2846.8,1.98,13.3,9,10.8,0.215,10,0.2,1.85
,11:13:33,4,2700,2847.8,1.98,13.3,9,10.8,0.215,10,0.2,1.85
,11:13:34,4,2700,2848.8,1.98,13.3,9,10.8,0.209,10,0.2,1.85
,11:13:35,4,2700,2849.8,1.98,13.3,9,10.8,0.208,10,0.2,1.85
,11:13:36,4,2700,2850.8,1.98,13.3,9,10.8,0.208,10,0.2,1.85
,11:13:37,4,2700,2851.8,1.98,13.3,9,10.7,0.209,10,0.2,1.86
,11:13:38,4,2700,2852.8,1.99,13.3,9,10.7,0.215,10,0.2,1.86
,11:13:39,4,2700,2853.8,1.99,13.3,9,10.7,0.215,10,0.2,1.86
,11:13:40,4,2700,2854.8,1.97,13.3,9,10.7,0.22,10,0.2,1.84
,11:13:41,4,2700,2855.8,1.96,13.3,9,10.7,0.224,10,0.2,1.83
,11:13:42,4,2700,2856.8,1.95,13.3,9,10.7,0.217,10,0.2,1.83
,11:13:43,4,2700,2857.8,1.95,13.3,9,10.7,0.223,10,0.2,1.82
,11:13:44,4,2700,2858.8,1.95,13.3,9,10.7,0.223,10,0.2,1.82
,11:13:45,4,2700,2859.8,1.94,13.3,9,10.7,0.223,10,0.2,1.82
,11:13:46,4,2700,2860.8,1.94,13.3,9,10.7,0.223,10,0.2,1.82
,11:13:47,4,2700,2861.8,1.95,13.3,9,10.7,0.224,10,0.2,1.83
,11:13:48,4,2700,2862.8,1.97,13.3,9,10.7,0.226,10,0.2,1.84
,11:13:49,4,2700,2863.8,1.99,13.3,9,10.7,0.222,10,0.2,1.87
,11:13:50,4,2700,2864.8,2.01,13.3,9,10.7,0.224,10,0.2,1.88
,11:13:51,4,2700,2865.8,2.01,13.3,9,10.6,0.224,10,0.2,1.88
,11:13:52,4,2700,2866.8,2.01,13.3,9,10.6,0.224,10,0.2,1.88
,11:13:53,4,2700,2867.8,2,13.3,9,10.6,0.222,10,0.2,1.87
,11:13:54,4,2700,2868.8,2,13.3,9,10.6,0.223,10,0.2,1.87
,11:13:55,4,2700,2869.8,2,13.3,9,10.6,0.223,10,0.2,1.88
,11:13:56,4,2700,2870.8,2.02,13.3,9,10.6,0.225,10,0.2,1.89
,11:13:57,4,2700,2871.8,2.03,13.3,9,10.6,0.226,10,0.2,1.9
,11:13:58,4,2700,2872.8,2.04,13.3,9,10.6,0.228,10,0.2,1.91
,11:13:59,4,2700,2873.8,2.04,13.3,9,10.6,0.228,10,0.2,1.91
,11:14:00,4,2700,2874.8,2.04,13.3,9,10.6,0.228,10,0.2,1.91
,11:14:01,4,2700,2875.8,2.04,13.3,9,10.6,0.221,10,0.2,1.91
,11:14:02,4,2700,2876.8,2.03,13.3,9,10.6,0.22,10,0.2,1.9
,11:14:03,4,2700,2877.8,2.02,13.3,9,10.6,0.226,10,0.2,1.89
,11:14:04,4,2700,2878.8,2.02,13.3,9,10.6,0.225,10,0.2,1.89
,11:14:05,4,2700,2879.8,2.02,13.3,9,10.6,0.226,10,0.2,1.9
,11:14:06,4,2700,2880.8,2.03,13.3,9,10.6,0.22,10,0.2,1.9
,11:14:07,4,2700,2881.8,2.03,13.3,9,10.6,0.22,10,0.2,1.9
,11:14:08,4,2700,2882.8,2.03,13.3,9,10.6,0.22,10,0.2,1.9
,11:14:09,4,2700,2883.8,2.02,13.3,9,10.6,0.213,10,0.2,1.89
,11:14:10,4,2700,2884.8,2.02,13.3,9,10.6,0.213,10,0.2,1.89
,11:14:11,4,2700,2885.8,2.01,13.3,9,10.6,0.211,10,0.2,1.88
,11:14:12,4,2700,2886.8,2,13.3,9,10.6,0.211,10,0.2,1.87
,11:14:13,4,2700,2887.8,2,13.3,9,10.6,0.211,10,0.2,1.87
,11:14:14,4,2700,2888.8,1.99,13.3,9,10.6,0.216,10,0.2,1.86
,11:14:15,4,2700,2889.8,1.98,13.3,9,10.6,0.215,10,0.2,1.85
,11:14:16,4,2700,2890.8,1.96,13.3,9,10.6,0.219,10,0.2,1.83
,11:14:17,4,2700,2891.8,1.95,13.3,9,10.6,0.217,10,0.2,1.83
,11:14:18,4,2700,2892.8,1.94,13.3,9,10.6,0.217,10,0.2,1.82
,11:14:19,4,2700,2893.8,1.94,13.3,9,10.6,0.21,10,0.2,1.82
,11:14:20,4,2700,2894.8,1.94,13.3,9,10.6,0.21,10,0.2,1.81
,11:14:21,4,2700,2895.8,1.94,13.3,9,10.6,0.216,10,0.2,1.82
,11:14:22,4,2700,2896.8,1.94,13.3,9,10.6,0.216,10,0.2,1.82
,11:14:23,4,2700,2897.8,1.94,13.3,9,10.6,0.211,10,0.2,1.82
,11:14:24,4,2700,2898.8,1.95,13.3,9,10.6,0.211,10,0.2,1.83
,11:14:25,4,2700,2899.8,1.95,13.3,9,10.6,0.211,10,0.2,1.82
,11:14:26,4,2700,2900.8,1.94,13.3,9,10.6,0.216,10,0.2,1.81
,11:14:27,4,2700,2901.8,1.92,13.3,9,10.6,0.214,10,0.2,1.8
,11:14:28,4,2700,2902.8,1.92,13.3,9,10.6,0.213,10,0.2,1.79
,11:14:29,4,2700,2903.8,1.91,13.3,9,10.6,0.213,10,0.2,1.79
,11:14:30,4,2700,2904.8,1.91,13.3,9,10.6,0.219,10,0.2,1.79
,11:14:31,4,2700,2905.8,1.92,13.3,9,10.6,0.22,10,0.2,1.8
,11:14:32,4,2700,2906.8,1.93,13.3,9,10.6,0.222,10,0.2,1.81
,11:14:33,4,2700,2907.8,1.94,13.3,9,10.6,0.223,10,0.2,1.82
,11:14:34,4,2700,2908.8,1.95,13.3,9,10.6,0.223,10,0.2,1.82
,11:14:35,4,2700,2909.8,1.94,13.3,9,10.6,0.217,10,0.2,1.82
,11:14:36,4,2700,2910.8,1.94,13.3,9,10.6,0.222,10,0.2,1.81
,11:14:37,4,2700,2911.8,1.93,13.3,9,10.6,0.222,10,0.2,1.81
,11:14:38,4,2700,2912.8,1.93,13.3,9,10.6,0.222,10,0.2,1.81
,11:14:39,4,2700,2913.8,1.93,13.3,9,10.6,0.222,10,0.2,1.81
,11:14:40,4,2700,2914.8,1.94,13.3,9,10.7,0.216,10,0.2,1.82
,11:14:41,4,2700,2915.8,1.95,13.3,9,10.7,0.217,10,0.2,1.83
,11:14:42,4,2700,2916.8,1.96,13.3,9,10.7,0.218,10,0.2,1.84
,11:14:43,4,2700,2917.8,1.96,13.3,9,10.7,0.219,10,0.2,1.84
,11:14:44,4,2700,2918.8,1.97,13.3,9,10.7,0.22,10,0.2,1.84
,11:14:45,4,2700,2919.8,1.97,13.3,9,10.7,0.22,10,0.2,1.85
,11:14:46,4,2700,2920.8,1.98,13.3,9,10.7,0.215,10,0.2,1.85
,11:14:47,4,2700,2921.8,1.99,13.3,9,10.7,0.209,10,0.2,1.86
,11:14:48,4,2700,2922.8,1.99,13.3,9,10.7,0.209,10,0.2,1.86
,11:14:49,4,2700,2923.8,1.99,13.3,9,10.7,0.215,10,0.2,1.86
,11:14:50,4,2700,2924.8,1.99,13.3,9,10.7,0.222,10,0.2,1.87
,11:14:51,4,2700,2925.8,2.01,13.3,9,10.7,0.224,10,0.2,1.88
,11:14:52,4,2700,2926.8,2.01,13.3,9,10.7,0.224,10,0.2,1.89
,11:14:53,4,2700,2927.8,2.01,13.3,9,10.8,0.224,10,0.2,1.88
,11:14:54,4,2700,2928.8,2,13.3,9,10.8,0.222,10,0.2,1.87
,11:14:55,4,2700,2929.8,1.99,13.3,9,10.7,0.228,10,0.2,1.86
,11:14:56,4,2700,2930.8,1.98,13.3,9,10.8,0.221,10,0.2,1.86
,11:14:57,4,2700,2931.8,1.99,13.3,9,10.8,0.221,10,0.2,1.86
,11:14:58,4,2700,2932.8,1.99,13.3,9,10.8,0.221,10,0.2,1.86
,11:14:59,4,2700,2933.8,1.99,13.3,9,10.8,0.221,10,0.2,1.86
,11:15:00,4,2700,2934.8,1.99,13.3,9,10.8,0.222,10,0.2,1.86
,11:15:01,4,2700,2935.8,2,13.3,9,10.8,0.222,10,0.2,1.87
,11:15:02,4,2700,2936.8,2,13.3,9,10.8,0.223,10,0.2,1.88
,11:15:03,4,2700,2937.8,2,13.3,9,10.8,0.217,10,0.2,1.87
,11:15:04,4,2700,2938.8,1.99,13.3,9,10.9,0.216,10,0.2,1.87
,11:15:05,4,2700,2939.8,1.99,13.3,9,10.9,0.21,10,0.2,1.87
,11:15:06,4,2700,2940.8,2,13.3,9,10.9,0.216,10,0.2,1.87
,11:15:07,4,2700,2941.8,2,13.3,9,10.9,0.217,10,0.2,1.88
,11:15:08,4,2700,2942.8,2,13.3,9,10.9,0.223,10,0.2,1.87
,11:15:09,4,2700,2943.8,2,13.3,9,10.9,0.229,10,0.2,1.87
,11:15:10,4,2700,2944.8,2,13.3,9,10.9,0.222,10,0.2,1.87
,11:15:11,4,2700,2945.8,2,13.3,9,10.9,0.223,10,0.2,1.87
,11:15:12,4,2700,2946.8,2,13.3,9,10.9,0.223,10,0.2,1.88
,11:15:13,4,2700,2947.8,2,13.3,9,11,0.223,10,0.2,1.87
,11:15:14,4,2700,2948.8,2,13.3,9,10.9,0.222,10,0.2,1.87
,11:15:15,4,2700,2949.8,1.99,13.3,9,11,0.222,10,0.2,1.87
,11:15:16,4,2700,2950.8,1.99,13.3,9,11,0.222,10,0.2,1.86
,11:15:17,4,2700,2951.8,1.99,13.3,9,11,0.222,10,0.2,1.86
,11:15:18,4,2700,2952.8,1.99,13.3,9,11,0.228,10,0.2,1.86
,11:15:19,4,2700,2953.8,1.99,13.3,9,11,0.222,10,0.2,1.86
,11:15:20,4,2700,2954.8,1.99,13.3,9,11,0.215,10,0.2,1.86
,11:15:21,4,2700,2955.8,1.99,13.3,9,11,0.215,10,0.2,1.86
,11:15:22,4,2700,2956.8,1.99,13.3,9,11.1,0.209,10,0.2,1.86
,11:15:23,4,2700,2957.8,1.99,13.3,9,11.1,0.21,10,0.2,1.87
,11:15:24,4,2700,2958.8,2,13.3,9,11.1,0.211,10,0.2,1.87
,11:15:25,4,2700,2959.8,2,13.3,9,11.1,0.216,10,0.2,1.87
,11:15:26,4,2700,2960.8,1.98,13.3,9,11.1,0.221,10,0.2,1.86
,11:15:27,4,2700,2961.8,1.97,13.3,9,11.1,0.219,10,0.2,1.84
,11:15:28,4,2700,2962.8,1.95,13.3,9,11.2,0.224,10,0.2,1.83
,11:15:29,4,2700,2963.8,1.94,13.3,9,11.2,0.223,10,0.2,1.82
,11:15:30,4,2700,2964.8,1.94,13.3,9,11.2,0.223,10,0.2,1.82
,11:15:31,4,2700,2965.8,1.95,13.3,9,11.2,0.224,10,0.2,1.83
,11:15:32,4,2700,2966.8,1.96,13.3,9,11.2,0.225,10,0.2,1.84
,11:15:33,4,2700,2967.8,1.97,13.3,9,11.2,0.226,10,0.2,1.84
,11:15:34,4,2700,2968.8,1.98,13.3,9,11.2,0.221,10,0.2,1.85
,11:15:35,4,2700,2969.8,1.99,13.3,9,11.2,0.222,10,0.2,1.87
,11:15:36,4,2700,2970.8,2,13.3,9,11.2,0.223,10,0.2,1.88
,11:15:37,4,2700,2971.8,2,13.3,9,11.3,0.223,10,0.2,1.87
,11:15:38,4,2700,2972.8,2,13.3,9,11.3,0.223,10,0.2,1.87
,11:15:39,4,2700,2973.8,2,13.3,9,11.3,0.223,10,0.2,1.87
,11:15:40,4,2700,2974.8,2,13.3,9,11.3,0.223,10,0.2,1.87
,11:15:41,4,2700,2975.8,2.01,13.3,9,11.3,0.224,10,0.2,1.88
,11:15:42,4,2700,2976.8,2.02,13.3,9,11.3,0.225,10,0.2,1.89
,11:15:43,4,2700,2977.8,2.02,13.3,9,11.4,0.226,10,0.2,1.89
,11:15:44,4,2700,2978.8,2.02,13.3,9,11.4,0.219,10,0.2,1.89
,11:15:45,4,2700,2979.8,2.01,13.3,9,11.4,0.224,10,0.2,1.89
,11:15:46,4,2700,2980.8,2.01,13.3,9,11.4,0.224,10,0.2,1.88
,11:15:47,4,2700,2981.8,2.01,13.3,9,11.4,0.224,10,0.2,1.89
,11:15:48,4,2700,2982.8,2.02,13.3,9,11.4,0.225,10,0.2,1.89
,11:15:49,4,2700,2983.8,2.02,13.3,9,11.5,0.219,10,0.2,1.89
,11:15:50,4,2700,2984.8,2.02,13.3,9,11.5,0.219,10,0.2,1.89
,11:15:51,4,2700,2985.8,2.01,13.3,9,11.5,0.224,10,0.2,1.89
,11:15:52,4,2700,2986.8,2.01,13.3,9,11.5,0.224,10,0.2,1.88
,11:15:53,4,2700,2987.8,2,13.3,9,11.5,0.223,10,0.2,1.87
,11:15:54,4,2700,2988.8,2,13.3,9,11.5,0.217,10,0.2,1.87
,11:15:55,4,2700,2989.8,2,13.3,9,11.5,0.217,10,0.2,1.87
,11:15:56,4,2700,2990.8,2.01,13.3,9,11.6,0.218,10,0.2,1.88
,11:15:57,4,2700,2991.8,2.02,13.3,9,11.6,0.219,10,0.2,1.9
,11:15:58,4,2700,2992.8,2.03,13.3,9,11.6,0.22,10,0.2,1.9
,11:15:59,4,2700,2993.8,2.03,13.3,9,11.6,0.214,10,0.2,1.9
,11:16:00,4,2700,2994.8,2.03,13.3,9,11.6,0.214,10,0.2,1.9
,11:16:01,4,2700,2995.8,2.02,13.3,10,11.6,0.207,10,0.2,1.89
,11:16:02,4,2700,2996.8,2.01,13.3,9,11.7,0.212,10,0.2,1.88
,11:16:03,4,2700,2997.8,1.99,13.3,9,11.7,0.216,10,0.2,1.86
,11:16:04,4,2700,2998.8,1.98,13.3,9,11.7,0.214,10,0.2,1.85
,11:16:05,4,2700,2999.8,1.95,13.3,9,11.7,0.218,10,0.2,1.83
,11:16:06,4,2700,3000.8,1.94,13.3,9,11.7,0.216,10,0.2,1.82
,11:16:07,4,2700,3001.8,1.93,13.3,9,11.8,0.215,10,0.2,1.81
,11:16:08,4,2700,3002.8,1.93,13.3,9,11.8,0.215,10,0.2,1.81
,11:16:09,4,2700,3003.8,1.94,13.3,9,11.8,0.216,10,0.2,1.81
,11:16:10,4,2700,3004.8,1.94,13.3,9,11.8,0.216,10,0.2,1.81
,11:16:11,4,2700,3005.8,1.93,13.3,9,11.8,0.215,10,0.2,1.81
,11:16:12,4,2700,3006.8,1.93,13.3,9,11.8,0.215,10,0.2,1.8
,11:16:13,4,2700,3007.8,1.91,13.3,9,11.9,0.213,10,0.2,1.79
,11:16:14,4,2700,3008.8,1.9,13.3,9,11.9,0.218,10,0.2,1.78
,11:16:15,4,2700,3009.8,1.9,13.3,9,11.9,0.218,10,0.2,1.78
,11:16:16,4,2700,3010.8,1.9,13.3,9,11.9,0.218,10,0.2,1.78
,11:16:17,4,2700,3011.8,1.91,13.3,9,11.9,0.219,10,0.2,1.79
,11:16:18,4,2700,3012.8,1.92,13.3,9,11.9,0.22,10,0.2,1.79
,11:16:19,4,2700,3013.8,1.93,13.3,9,12,0.221,10,0.2,1.8
,11:16:20,4,2700,3014.8,1.94,13.3,9,12,0.216,10,0.2,1.81
,11:16:21,4,2700,3015.8,1.95,13.3,9,12,0.217,10,0.2,1.83
,11:16:22,4,2700,3016.8,1.96,13.3,9,12,0.219,10,0.2,1.84
,11:16:23,4,2700,3017.8,1.97,13.3,9,12.1,0.22,10,0.2,1.85
,11:16:24,4,2700,3018.8,1.98,13.3,9,12.1,0.22,10,0.2,1.85
,11:16:25,4,2700,3019.8,1.98,13.3,9,12.1,0.22,10,0.2,1.85
,11:16:26,4,2700,3020.8,1.99,13.3,9,12.1,0.221,10,0.2,1.86
,11:16:27,4,2700,3021.8,2,13.3,9,12.1,0.223,10,0.2,1.88
,11:16:28,4,2700,3022.8,2.01,13.3,9,12.2,0.224,10,0.2,1.89
,11:16:29,4,2700,3023.8,2.01,13.3,9,12.2,0.231,10,0.2,1.88
,11:16:30,4,2700,3024.8,2,13.3,9,12.2,0.223,10,0.2,1.87
,11:16:31,4,2700,3025.8,2,13.3,9,12.2,0.223,10,0.2,1.87
,11:16:32,4,2700,3026.8,2,13.3,9,12.2,0.223,10,0.2,1.87
,11:16:33,4,2700,3027.8,2,13.3,9,12.2,0.223,10,0.2,1.87
,11:16:34,4,2700,3028.8,2,13.3,9,12.2,0.222,10,0.2,1.87
,11:16:35,4,2700,3029.8,1.99,13.3,9,12.3,0.222,10,0.2,1.86
,11:16:36,4,2700,3030.8,1.99,13.3,9,12.3,0.222,10,0.2,1.86
,11:16:37,4,2700,3031.8,1.99,13.3,9,12.3,0.222,10,0.2,1.86
,11:16:38,4,2700,3032.8,1.99,13.3,9,12.3,0.222,10,0.2,1.87
,11:16:39,4,2700,3033.8,2,13.3,9,12.3,0.222,10,0.2,1.87
,11:16:40,4,2700,3034.8,2,13.3,9,12.4,0.222,10,0.2,1.87
,11:16:41,4,2700,3035.8,2,13.3,9,12.4,0.223,10,0.2,1.87
,11:16:42,4,2700,3036.8,2,13.3,9,12.4,0.223,10,0.2,1.88
,11:16:43,4,2700,3037.8,2,13.3,9,12.4,0.217,10,0.2,1.88
,11:16:44,4,2700,3038.8,2.01,13.3,9,12.4,0.218,10,0.2,1.88
,11:16:45,4,2700,3039.8,2.02,13.3,9,12.5,0.218,10,0.2,1.89
,11:16:46,4,2700,3040.8,2.03,13.3,9,12.5,0.226,10,0.2,1.9
,11:16:47,4,2700,3041.8,2.03,13.3,9,12.5,0.22,10,0.2,1.9
,11:16:48,4,2700,3042.8,2.02,13.3,9,12.5,0.213,10,0.2,1.89
,11:16:49,4,2700,3043.8,2.01,13.3,9,12.5,0.212,10,0.2,1.88
,11:16:50,4,2700,3044.8,2,13.3,10,12.5,0.205,10,0.2,1.87
,11:16:51,4,2700,3045.8,1.98,13.3,9,12.5,0.209,10,0.2,1.85
,11:16:52,4,2700,3046.8,1.97,13.3,9,12.6,0.213,10,0.2,1.84
,11:16:53,4,2700,3047.8,1.96,13.3,9,12.6,0.213,10,0.2,1.84
,11:16:54,4,2700,3048.8,1.96,13.3,9,12.6,0.213,10,0.2,1.84
,11:16:55,4,2700,3049.8,1.96,13.3,9,12.6,0.219,10,0.2,1.84
,11:16:56,4,2700,3050.8,1.95,13.3,9,12.6,0.218,10,0.2,1.83
,11:16:57,4,2700,3051.8,1.95,13.3,9,12.7,0.224,10,0.2,1.83
,11:16:58,4,2700,3052.8,1.96,13.3,9,12.7,0.218,10,0.2,1.83
,11:16:59,4,2700,3053.8,1.96,13.3,9,12.7,0.219,10,0.2,1.84
,11:17:00,4,2700,3054.8,1.96,13.3,9,12.7,0.219,10,0.2,1.84
,11:17:01,4,2700,3055.8,1.95,13.3,9,12.7,0.224,10,0.2,1.83
,11:17:02,4,2700,3056.8,1.95,13.3,9,12.7,0.224,10,0.2,1.83
,11:17:03,4,2700,3057.8,1.95,13.3,9,12.8,0.218,10,0.2,1.83
,11:17:04,4,2700,3058.8,1.96,13.3,9,12.8,0.219,10,0.2,1.84
,11:17:05,4,2700,3059.8,1.96,13.3,9,12.8,0.219,10,0.2,1.84
,11:17:06,4,2700,3060.8,1.97,13.3,9,12.8,0.22,10,0.2,1.84
,11:17:07,4,2700,3061.8,1.97,13.3,9,12.8,0.226,10,0.2,1.84
,11:17:08,4,2700,3062.8,1.97,13.3,9,12.8,0.226,10,0.2,1.84
,11:17:09,4,2700,3063.8,1.97,13.3,9,12.8,0.219,10,0.2,1.84
,11:17:10,4,2700,3064.8,1.97,13.3,9,12.8,0.219,10,0.2,1.84
