Data file,,RA0.3_PAO_12C_001_1HOUR.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,PAO68,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:45:13 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:13:14,4,3600,1680.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:13:15,4,3600,1681.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:13:16,4,3600,1682.9,1.02,13.3,9,11.8,0.111,10,0.3,0.92
,11:13:17,4,3600,1683.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:13:18,4,3600,1684.9,1.02,13.3,9,11.8,0.117,10,0.3,0.92
,11:13:19,4,3600,1685.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:13:20,4,3600,1686.9,1.02,13.3,9,11.7,0.113,10,0.3,0.92
,11:13:21,4,3600,1687.9,1.02,13.3,9,11.7,0.111,10,0.3,0.92
,11:13:22,4,3600,1688.9,1.03,13.3,9,11.7,0.112,10,0.3,0.93
,11:13:23,4,3600,1689.9,1.03,13.3,9,11.7,0.115,10,0.3,0.93
,11:13:24,4,3600,1690.9,1.02,13.3,9,11.7,0.114,10,0.3,0.92
,11:13:25,4,3600,1691.9,1.02,13.3,9,11.7,0.111,10,0.3,0.92
,11:13:26,4,3600,1692.9,1.02,13.3,9,11.7,0.111,10,0.3,0.92
,11:13:27,4,3600,1693.9,1.02,13.3,9,11.7,0.114,10,0.3,0.92
,11:13:28,4,3600,1694.9,1.03,13.3,9,11.6,0.114,10,0.3,0.92
,11:13:29,4,3600,1695.9,1.03,13.3,9,11.6,0.115,10,0.3,0.93
,11:13:30,4,3600,1696.9,1.04,13.3,9,11.6,0.12,10,0.3,0.94
,11:13:31,4,3600,1697.9,1.05,13.3,9,11.6,0.117,10,0.3,0.94
,11:13:32,4,3600,1698.9,1.05,13.3,9,11.6,0.117,10,0.3,0.95
,11:13:33,4,3600,1699.9,1.05,13.3,9,11.6,0.117,10,0.3,0.94
,11:13:34,4,3600,1700.9,1.04,13.3,9,11.5,0.12,10,0.3,0.94
,11:13:35,4,3600,1701.9,1.04,13.3,9,11.5,0.116,10,0.3,0.94
,11:13:36,4,3600,1702.9,1.05,13.3,9,11.5,0.113,10,0.3,0.94
,11:13:37,4,3600,1703.9,1.05,13.3,9,11.5,0.117,10,0.3,0.95
,11:13:38,4,3600,1704.9,1.04,13.3,9,11.5,0.116,10,0.3,0.94
,11:13:39,4,3600,1705.9,1.04,13.3,9,11.5,0.115,10,0.3,0.93
,11:13:40,4,3600,1706.9,1.03,13.3,9,11.4,0.115,10,0.3,0.93
,11:13:41,4,3600,1707.9,1.03,13.3,9,11.4,0.115,10,0.3,0.93
,11:13:42,4,3600,1708.9,1.03,13.3,9,11.4,0.114,10,0.3,0.92
,11:13:43,4,3600,1709.9,1.02,13.3,9,11.4,0.114,10,0.3,0.92
,11:13:44,4,3600,1710.9,1.03,13.3,9,11.4,0.111,10,0.3,0.93
,11:13:45,4,3600,1711.9,1.04,13.3,9,11.4,0.112,10,0.3,0.93
,11:13:46,4,3600,1712.9,1.04,13.3,9,11.4,0.113,10,0.3,0.94
,11:13:47,4,3600,1713.9,1.04,13.3,9,11.4,0.115,10,0.3,0.93
,11:13:48,4,3600,1714.9,1.03,13.3,9,11.3,0.111,10,0.3,0.92
,11:13:49,4,3600,1715.9,1.01,13.3,9,11.3,0.11,10,0.3,0.91
,11:13:50,4,3600,1716.9,1.01,13.3,9,11.3,0.112,10,0.3,0.91
,11:13:51,4,3600,1717.9,1.01,13.3,9,11.3,0.112,10,0.3,0.91
,11:13:52,4,3600,1718.9,1.01,13.3,9,11.3,0.113,10,0.3,0.91
,11:13:53,4,3600,1719.9,1.02,13.3,9,11.3,0.113,10,0.3,0.91
,11:13:54,4,3600,1720.9,1.01,13.3,9,11.2,0.11,10,0.3,0.91
,11:13:55,4,3600,1721.9,1.01,13.3,9,11.2,0.113,10,0.3,0.91
,11:13:56,4,3600,1722.9,1.01,13.3,9,11.2,0.112,10,0.3,0.91
,11:13:57,4,3600,1723.9,1.01,13.3,9,11.2,0.109,10,0.3,0.91
,11:13:58,4,3600,1724.9,1.01,13.3,9,11.2,0.11,10,0.3,0.91
,11:13:59,4,3600,1725.9,1.02,13.3,9,11.2,0.117,10,0.3,0.92
,11:14:00,4,3600,1726.9,1.02,13.3,9,11.2,0.117,10,0.3,0.92
,11:14:01,4,3600,1727.9,1.02,13.3,9,11.2,0.117,10,0.3,0.92
,11:14:02,4,3600,1728.9,1.03,13.3,9,11.1,0.114,10,0.3,0.92
,11:14:03,4,3600,1729.9,1.03,13.3,9,11.1,0.111,10,0.3,0.92
,11:14:04,4,3600,1730.9,1.03,13.3,9,11.1,0.112,10,0.3,0.93
,11:14:05,4,3600,1731.9,1.03,13.3,9,11.1,0.115,10,0.3,0.93
,11:14:06,4,3600,1732.9,1.03,13.3,9,11.1,0.112,10,0.3,0.93
,11:14:07,4,3600,1733.9,1.03,13.3,9,11.1,0.112,10,0.3,0.93
,11:14:08,4,3600,1734.9,1.03,13.3,9,11.1,0.112,10,0.3,0.93
,11:14:09,4,3600,1735.9,1.03,13.3,9,11.1,0.111,10,0.3,0.93
,11:14:10,4,3600,1736.9,1.03,13.3,9,11,0.111,10,0.3,0.93
,11:14:11,4,3600,1737.9,1.03,13.3,9,11,0.111,10,0.3,0.93
,11:14:12,4,3600,1738.9,1.03,13.3,9,11,0.111,10,0.3,0.92
,11:14:13,4,3600,1739.9,1.03,13.3,9,11,0.114,10,0.3,0.92
,11:14:14,4,3600,1740.9,1.02,13.3,9,11,0.114,10,0.3,0.92
,11:14:15,4,3600,1741.9,1.02,13.3,9,11,0.113,10,0.3,0.92
,11:14:16,4,3600,1742.9,1.02,13.3,9,10.9,0.111,10,0.3,0.92
,11:14:17,4,3600,1743.9,1.02,13.3,9,10.9,0.11,10,0.3,0.92
,11:14:18,4,3600,1744.9,1.02,13.3,9,10.9,0.113,10,0.3,0.92
,11:14:19,4,3600,1745.9,1.01,13.3,9,10.9,0.113,10,0.3,0.91
,11:14:20,4,3600,1746.9,1.01,13.3,9,10.9,0.113,10,0.3,0.91
,11:14:21,4,3600,1747.9,1.01,13.3,9,10.9,0.11,10,0.3,0.91
,11:14:22,4,3600,1748.9,1.01,13.3,9,10.9,0.109,10,0.3,0.91
,11:14:23,4,3600,1749.9,1.01,13.3,9,10.9,0.11,10,0.3,0.91
,11:14:24,4,3600,1750.9,1.02,13.3,9,10.9,0.113,10,0.3,0.92
,11:14:25,4,3600,1751.9,1.02,13.3,9,10.9,0.114,10,0.3,0.92
,11:14:26,4,3600,1752.9,1.03,13.3,9,10.8,0.114,10,0.3,0.92
,11:14:27,4,3600,1753.9,1.03,13.3,9,10.8,0.114,10,0.3,0.92
,11:14:28,4,3600,1754.9,1.02,13.3,9,10.8,0.117,10,0.3,0.92
,11:14:29,4,3600,1755.9,1.02,13.3,9,10.8,0.117,10,0.3,0.92
,11:14:30,4,3600,1756.9,1.02,13.3,9,10.8,0.117,10,0.3,0.92
,11:14:31,4,3600,1757.9,1.03,13.3,9,10.8,0.111,10,0.3,0.93
,11:14:32,4,3600,1758.9,1.03,13.3,9,10.8,0.111,10,0.3,0.93
,11:14:33,4,3600,1759.9,1.03,13.3,9,10.7,0.115,10,0.3,0.93
,11:14:34,4,3600,1760.9,1.03,13.3,9,10.7,0.115,10,0.3,0.93
,11:14:35,4,3600,1761.9,1.03,13.3,9,10.7,0.114,10,0.3,0.93
,11:14:36,4,3600,1762.9,1.03,13.3,9,10.7,0.114,10,0.3,0.92
,11:14:37,4,3600,1763.9,1.03,13.3,9,10.7,0.115,10,0.3,0.93
,11:14:38,4,3600,1764.9,1.03,13.3,9,10.7,0.111,10,0.3,0.93
,11:14:39,4,3600,1765.9,1.03,13.3,9,10.7,0.112,10,0.3,0.93
,11:14:40,4,3600,1766.9,1.02,13.3,9,10.7,0.111,10,0.3,0.92
,11:14:41,4,3600,1767.9,1.02,13.3,9,10.7,0.108,10,0.3,0.92
,11:14:42,4,3600,1768.9,1.02,13.3,9,10.7,0.111,10,0.3,0.92
,11:14:43,4,3600,1769.9,1.02,13.3,9,10.7,0.114,10,0.3,0.92
,11:14:44,4,3600,1770.9,1.02,13.3,9,10.6,0.117,10,0.3,0.91
,11:14:45,4,3600,1771.9,1.01,13.3,9,10.6,0.116,10,0.3,0.91
,11:14:46,4,3600,1772.9,1.01,13.3,9,10.6,0.116,10,0.3,0.91
,11:14:47,4,3600,1773.9,1.01,13.3,9,10.6,0.113,10,0.3,0.91
,11:14:48,4,3600,1774.9,1.01,13.3,9,10.6,0.113,10,0.3,0.92
,11:14:49,4,3600,1775.9,1.02,13.3,9,10.6,0.111,10,0.3,0.92
,11:14:50,4,3600,1776.9,1.01,13.3,9,10.6,0.11,10,0.3,0.91
,11:14:51,4,3600,1777.9,1.01,13.3,9,10.6,0.112,10,0.3,0.91
,11:14:52,4,3600,1778.9,1.01,13.3,9,10.6,0.115,10,0.3,0.91
,11:14:53,4,3600,1779.9,1.01,13.3,9,10.6,0.116,10,0.3,0.91
,11:14:54,4,3600,1780.9,1.02,13.3,9,10.5,0.113,10,0.3,0.92
,11:14:55,4,3600,1781.9,1.01,13.3,9,10.5,0.11,10,0.3,0.91
,11:14:56,4,3600,1782.9,1.02,13.3,9,10.5,0.113,10,0.3,0.92
,11:14:57,4,3600,1783.9,1.02,13.3,9,10.5,0.114,10,0.3,0.92
,11:14:58,4,3600,1784.9,1.02,13.3,9,10.5,0.114,10,0.3,0.92
,11:14:59,4,3600,1785.9,1.03,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:00,4,3600,1786.9,1.03,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:01,4,3600,1787.9,1.02,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:02,4,3600,1788.9,1.02,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:03,4,3600,1789.9,1.02,13.3,9,10.5,0.111,10,0.3,0.92
,11:15:04,4,3600,1790.9,1.02,13.3,9,10.5,0.113,10,0.3,0.92
,11:15:05,4,3600,1791.9,1.02,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:06,4,3600,1792.9,1.02,13.3,9,10.5,0.117,10,0.3,0.92
,11:15:07,4,3600,1793.9,1.03,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:08,4,3600,1794.9,1.03,13.3,9,10.5,0.111,10,0.3,0.92
,11:15:09,4,3600,1795.9,1.02,13.3,9,10.5,0.111,10,0.3,0.92
,11:15:10,4,3600,1796.9,1.02,13.3,9,10.5,0.111,10,0.3,0.92
,11:15:11,4,3600,1797.9,1.03,13.3,9,10.5,0.114,10,0.3,0.92
,11:15:12,4,3600,1798.9,1.03,13.3,9,10.4,0.115,10,0.3,0.93
,11:15:13,4,3600,1799.9,1.03,13.3,9,10.4,0.111,10,0.3,0.93
,11:15:14,4,3600,1800.9,1.03,13.3,9,10.4,0.112,10,0.3,0.93
,11:15:15,4,3600,1801.9,1.03,13.3,9,10.4,0.112,10,0.3,0.93
,11:15:16,4,3600,1802.9,1.03,13.3,9,10.4,0.118,10,0.3,0.93
,11:15:17,4,3600,1803.9,1.03,13.3,9,10.4,0.115,10,0.3,0.93
,11:15:18,4,3600,1804.9,1.03,13.3,9,10.4,0.114,10,0.3,0.93
,11:15:19,4,3600,1805.9,1.03,13.3,9,10.4,0.115,10,0.3,0.93
,11:15:20,4,3600,1806.9,1.02,13.3,9,10.4,0.114,10,0.3,0.92
,11:15:21,4,3600,1807.9,1.02,13.3,9,10.4,0.114,10,0.3,0.92
,11:15:22,4,3600,1808.9,1.02,13.3,9,10.4,0.111,10,0.3,0.92
,11:15:23,4,3600,1809.9,1.03,13.3,9,10.4,0.111,10,0.3,0.93
,11:15:24,4,3600,1810.9,1.03,13.3,9,10.4,0.112,10,0.3,0.93
,11:15:25,4,3600,1811.9,1.03,13.3,9,10.4,0.114,10,0.3,0.92
,11:15:26,4,3600,1812.9,1.02,13.3,9,10.4,0.114,10,0.3,0.92
,11:15:27,4,3600,1813.9,1.02,13.3,9,10.4,0.111,10,0.3,0.92
,11:15:28,4,3600,1814.9,1.03,13.3,9,10.4,0.112,10,0.3,0.93
,11:15:29,4,3600,1815.9,1.03,13.3,9,10.4,0.111,10,0.3,0.93
,11:15:30,4,3600,1816.9,1.02,13.3,9,10.4,0.111,10,0.3,0.92
,11:15:31,4,3600,1817.9,1.02,13.3,9,10.4,0.113,10,0.3,0.92
,11:15:32,4,3600,1818.9,1.02,13.3,9,10.4,0.113,10,0.3,0.92
,11:15:33,4,3600,1819.9,1.01,13.3,9,10.4,0.116,10,0.3,0.91
,11:15:34,4,3600,1820.9,1.01,13.3,9,10.4,0.116,10,0.3,0.91
,11:15:35,4,3600,1821.9,1.02,13.3,9,10.4,0.117,10,0.3,0.92
,11:15:36,4,3600,1822.9,1.01,13.3,9,10.4,0.113,10,0.3,0.91
,11:15:37,4,3600,1823.9,1.02,13.3,9,10.4,0.11,10,0.3,0.92
,11:15:38,4,3600,1824.9,1.01,13.3,9,10.4,0.11,10,0.3,0.91
,11:15:39,4,3600,1825.9,1.02,13.3,9,10.4,0.11,10,0.3,0.92
,11:15:40,4,3600,1826.9,1.02,13.3,9,10.4,0.111,10,0.3,0.92
,11:15:41,4,3600,1827.9,1.02,13.3,9,10.4,0.107,10,0.3,0.92
,11:15:42,4,3600,1828.9,1.02,13.3,10,10.4,0.104,10,0.3,0.92
,11:15:43,4,3600,1829.9,1.01,13.3,9,10.4,0.107,10,0.3,0.91
,11:15:44,4,3600,1830.9,1.01,13.3,9,10.4,0.107,10,0.3,0.91
,11:15:45,4,3600,1831.9,1.01,13.3,9,10.4,0.107,10,0.3,0.91
,11:15:46,4,3600,1832.9,1.01,13.3,9,10.4,0.107,10,0.3,0.91
,11:15:47,4,3600,1833.9,1.01,13.3,9,10.4,0.11,10,0.3,0.91
,11:15:48,4,3600,1834.9,1.02,13.3,9,10.4,0.11,10,0.3,0.92
,11:15:49,4,3600,1835.9,1.01,13.3,9,10.4,0.116,10,0.3,0.91
,11:15:50,4,3600,1836.9,1.01,13.3,8,10.5,0.119,10,0.3,0.91
,11:15:51,4,3600,1837.9,1,13.3,9,10.5,0.114,10,0.3,0.9
,11:15:52,4,3600,1838.9,0.99,13.3,9,10.5,0.114,10,0.3,0.89
,11:15:53,4,3600,1839.9,0.99,13.3,9,10.5,0.114,10,0.3,0.9
,11:15:54,4,3600,1840.9,1,13.3,9,10.5,0.114,10,0.3,0.9
,11:15:55,4,3600,1841.9,1,13.3,9,10.5,0.112,10,0.3,0.91
,11:15:56,4,3600,1842.9,1,13.3,9,10.5,0.115,10,0.3,0.9
,11:15:57,4,3600,1843.9,1,13.3,9,10.5,0.114,10,0.3,0.9
,11:15:58,4,3600,1844.9,1,13.3,9,10.5,0.115,10,0.3,0.9
,11:15:59,4,3600,1845.9,1.01,13.3,9,10.5,0.115,10,0.3,0.91
,11:16:00,4,3600,1846.9,1.01,13.3,9,10.5,0.113,10,0.3,0.91
,11:16:01,4,3600,1847.9,1.01,13.3,9,10.5,0.113,10,0.3,0.91
,11:16:02,4,3600,1848.9,1.01,13.3,9,10.5,0.112,10,0.3,0.91
,11:16:03,4,3600,1849.9,1,13.3,9,10.5,0.115,10,0.3,0.9
,11:16:04,4,3600,1850.9,1.01,13.3,9,10.5,0.112,10,0.3,0.91
,11:16:05,4,3600,1851.9,1.01,13.3,9,10.5,0.113,10,0.3,0.91
,11:16:06,4,3600,1852.9,1.01,13.3,9,10.5,0.113,10,0.3,0.91
,11:16:07,4,3600,1853.9,1.01,13.3,9,10.5,0.116,10,0.3,0.91
,11:16:08,4,3600,1854.9,1.01,13.3,9,10.5,0.113,10,0.3,0.92
,11:16:09,4,3600,1855.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:16:10,4,3600,1856.9,1.02,13.3,9,10.6,0.11,10,0.3,0.92
,11:16:11,4,3600,1857.9,1.02,13.3,9,10.6,0.113,10,0.3,0.92
,11:16:12,4,3600,1858.9,1.02,13.3,9,10.6,0.117,10,0.3,0.92
,11:16:13,4,3600,1859.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:16:14,4,3600,1860.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:16:15,4,3600,1861.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:16:16,4,3600,1862.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:16:17,4,3600,1863.9,1.02,13.3,9,10.6,0.114,10,0.3,0.92
,11:16:18,4,3600,1864.9,1.03,13.3,9,10.6,0.111,10,0.3,0.92
,11:16:19,4,3600,1865.9,1.03,13.3,9,10.6,0.111,10,0.3,0.92
,11:16:20,4,3600,1866.9,1.03,13.3,9,10.6,0.115,10,0.3,0.93
,11:16:21,4,3600,1867.9,1.03,13.3,9,10.6,0.115,10,0.3,0.93
,11:16:22,4,3600,1868.9,1.03,13.3,9,10.6,0.111,10,0.3,0.92
,11:16:23,4,3600,1869.9,1.02,13.3,9,10.6,0.107,10,0.3,0.92
,11:16:24,4,3600,1870.9,1.01,13.3,10,10.7,0.104,10,0.3,0.91
,11:16:25,4,3600,1871.9,1.02,13.3,10,10.7,0.105,10,0.3,0.92
,11:16:26,4,3600,1872.9,1.03,13.3,10,10.7,0.106,10,0.3,0.93
,11:16:27,4,3600,1873.9,1.03,13.3,9,10.7,0.109,10,0.3,0.93
,11:16:28,4,3600,1874.9,1.01,13.3,9,10.7,0.11,10,0.3,0.91
,11:16:29,4,3600,1875.9,1.01,13.3,9,10.7,0.112,10,0.3,0.91
,11:16:30,4,3600,1876.9,1,13.3,9,10.7,0.111,10,0.3,0.9
,11:16:31,4,3600,1877.9,1,13.3,9,10.7,0.115,10,0.3,0.91
,11:16:32,4,3600,1878.9,1.01,13.3,9,10.7,0.115,10,0.3,0.91
,11:16:33,4,3600,1879.9,1.02,13.3,9,10.7,0.117,10,0.3,0.92
,11:16:34,4,3600,1880.9,1.03,13.3,9,10.8,0.118,10,0.3,0.92
,11:16:35,4,3600,1881.9,1.03,13.3,9,10.8,0.118,10,0.3,0.93
,11:16:36,4,3600,1882.9,1.03,13.3,9,10.8,0.118,10,0.3,0.92
,11:16:37,4,3600,1883.9,1.02,13.3,9,10.8,0.114,10,0.3,0.92
,11:16:38,4,3600,1884.9,1.02,13.3,9,10.8,0.11,10,0.3,0.92
,11:16:39,4,3600,1885.9,1.01,13.3,9,10.8,0.113,10,0.3,0.91
,11:16:40,4,3600,1886.9,1.01,13.3,9,10.8,0.115,10,0.3,0.91
,11:16:41,4,3600,1887.9,1,13.3,9,10.8,0.112,10,0.3,0.91
,11:16:42,4,3600,1888.9,1.01,13.3,9,10.8,0.106,10,0.3,0.91
,11:16:43,4,3600,1889.9,1.01,13.3,9,10.8,0.106,10,0.3,0.91
,11:16:44,4,3600,1890.9,1,13.3,9,10.8,0.109,10,0.3,0.91
,11:16:45,4,3600,1891.9,1,13.3,9,10.9,0.108,10,0.3,0.9
,11:16:46,4,3600,1892.9,1,13.3,9,10.9,0.111,10,0.3,0.9
,11:16:47,4,3600,1893.9,1,13.3,9,10.9,0.112,10,0.3,0.91
,11:16:48,4,3600,1894.9,1.01,13.3,9,10.9,0.112,10,0.3,0.91
,11:16:49,4,3600,1895.9,1.01,13.3,9,10.9,0.113,10,0.3,0.91
,11:16:50,4,3600,1896.9,1.01,13.3,9,10.9,0.112,10,0.3,0.91
,11:16:51,4,3600,1897.9,1,13.3,9,10.9,0.112,10,0.3,0.91
,11:16:52,4,3600,1898.9,1.01,13.3,9,10.9,0.115,10,0.3,0.91
,11:16:53,4,3600,1899.9,1.01,13.3,9,11,0.116,10,0.3,0.91
,11:16:54,4,3600,1900.9,1.02,13.3,9,11,0.117,10,0.3,0.92
,11:16:55,4,3600,1901.9,1.02,13.3,9,11,0.114,10,0.3,0.92
,11:16:56,4,3600,1902.9,1.02,13.3,9,11,0.117,10,0.3,0.92
,11:16:57,4,3600,1903.9,1.01,13.3,9,11,0.116,10,0.3,0.91
,11:16:58,4,3600,1904.9,1.01,13.3,9,11,0.116,10,0.3,0.92
,11:16:59,4,3600,1905.9,1.02,13.3,9,11,0.117,10,0.3,0.92
,11:17:00,4,3600,1906.9,1.03,13.3,9,11,0.114,10,0.3,0.92
,11:17:01,4,3600,1907.9,1.03,13.3,9,11,0.112,10,0.3,0.93
,11:17:02,4,3600,1908.9,1.03,13.3,9,11.1,0.112,10,0.3,0.93
,11:17:03,4,3600,1909.9,1.04,13.3,9,11.1,0.109,10,0.3,0.93
,11:17:04,4,3600,1910.9,1.03,13.3,9,11.1,0.109,10,0.3,0.93
,11:17:05,4,3600,1911.9,1.03,13.3,10,11.1,0.105,10,0.3,0.92
,11:17:06,4,3600,1912.9,1.01,13.3,10,11.1,0.104,10,0.3,0.91
,11:17:07,4,3600,1913.9,1.01,13.3,9,11.1,0.107,10,0.3,0.91
,11:17:08,4,3600,1914.9,1.02,13.3,9,11.1,0.111,10,0.3,0.92
,11:17:09,4,3600,1915.9,1.03,13.3,9,11.2,0.115,10,0.3,0.93
,11:17:10,4,3600,1916.9,1.03,13.3,9,11.2,0.115,10,0.3,0.93
,11:17:11,4,3600,1917.9,1.02,13.3,9,11.2,0.114,10,0.3,0.92
,11:17:12,4,3600,1918.9,1.02,13.3,9,11.2,0.117,10,0.3,0.92
,11:17:13,4,3600,1919.9,1.01,13.3,9,11.2,0.116,10,0.3,0.91
,11:17:14,4,3600,1920.9,1.01,13.3,9,11.2,0.115,10,0.3,0.91
,11:17:15,4,3600,1921.9,1,13.3,9,11.2,0.112,10,0.3,0.9
,11:17:16,4,3600,1922.9,1,13.3,9,11.2,0.112,10,0.3,0.91
,11:17:17,4,3600,1923.9,1.01,13.3,9,11.2,0.115,10,0.3,0.91
,11:17:18,4,3600,1924.9,1.01,13.3,9,11.3,0.116,10,0.3,0.91
,11:17:19,4,3600,1925.9,1.01,13.3,9,11.3,0.112,10,0.3,0.91
,11:17:20,4,3600,1926.9,1,13.3,9,11.3,0.112,10,0.3,0.91
,11:17:21,4,3600,1927.9,1.01,13.3,9,11.3,0.109,10,0.3,0.91
,11:17:22,4,3600,1928.9,1.01,13.3,9,11.3,0.107,10,0.3,0.91
,11:17:23,4,3600,1929.9,1.01,13.3,10,11.3,0.104,10,0.3,0.91
,11:17:24,4,3600,1930.9,1.01,13.3,9,11.4,0.107,10,0.3,0.91
,11:17:25,4,3600,1931.9,1.01,13.3,9,11.4,0.113,10,0.3,0.91
,11:17:26,4,3600,1932.9,1.01,13.3,9,11.4,0.116,10,0.3,0.91
,11:17:27,4,3600,1933.9,1.01,13.3,9,11.4,0.115,10,0.3,0.91
,11:17:28,4,3600,1934.9,1.01,13.3,9,11.4,0.115,10,0.3,0.91
,11:17:29,4,3600,1935.9,1.01,13.3,9,11.4,0.116,10,0.3,0.91
,11:17:30,4,3600,1936.9,1.01,13.3,9,11.5,0.115,10,0.3,0.91
,11:17:31,4,3600,1937.9,1,13.3,9,11.5,0.115,10,0.3,0.91
,11:17:32,4,3600,1938.9,1.01,13.3,9,11.5,0.112,10,0.3,0.91
,11:17:33,4,3600,1939.9,1.02,13.3,9,11.5,0.113,10,0.3,0.92
,11:17:34,4,3600,1940.9,1.03,13.3,9,11.5,0.115,10,0.3,0.93
,11:17:35,4,3600,1941.9,1.03,13.3,9,11.5,0.115,10,0.3,0.93
,11:17:36,4,3600,1942.9,1.03,13.3,9,11.5,0.115,10,0.3,0.93
,11:17:37,4,3600,1943.9,1.03,13.3,9,11.5,0.115,10,0.3,0.93
,11:17:38,4,3600,1944.9,1.02,13.3,9,11.6,0.111,10,0.3,0.92
,11:17:39,4,3600,1945.9,1.01,13.3,9,11.6,0.11,10,0.3,0.91
,11:17:40,4,3600,1946.9,1.02,13.3,9,11.6,0.11,10,0.3,0.92
,11:17:41,4,3600,1947.9,1.02,13.3,9,11.6,0.111,10,0.3,0.92
,11:17:42,4,3600,1948.9,1.03,13.3,9,11.6,0.109,10,0.3,0.93
,11:17:43,4,3600,1949.9,1.03,13.3,9,11.6,0.109,10,0.3,0.93
,11:17:44,4,3600,1950.9,1.03,13.3,9,11.7,0.111,10,0.3,0.93
,11:17:45,4,3600,1951.9,1.03,13.3,9,11.7,0.114,10,0.3,0.92
,11:17:46,4,3600,1952.9,1.02,13.3,9,11.7,0.114,10,0.3,0.92
,11:17:47,4,3600,1953.9,1.02,13.3,9,11.7,0.114,10,0.3,0.92
,11:17:48,4,3600,1954.9,1.01,13.3,9,11.7,0.113,10,0.3,0.91
,11:17:49,4,3600,1955.9,1.01,13.3,9,11.7,0.116,10,0.3,0.91
,11:17:50,4,3600,1956.9,1.01,13.3,9,11.8,0.116,10,0.3,0.91
,11:17:51,4,3600,1957.9,1.01,13.3,9,11.8,0.112,10,0.3,0.91
,11:17:52,4,3600,1958.9,1.01,13.3,9,11.8,0.113,10,0.3,0.91
,11:17:53,4,3600,1959.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:17:54,4,3600,1960.9,1.03,13.3,9,11.8,0.114,10,0.3,0.92
,11:17:55,4,3600,1961.9,1.02,13.3,9,11.8,0.114,10,0.3,0.92
,11:17:56,4,3600,1962.9,1.02,13.3,9,11.8,0.11,10,0.3,0.91
,11:17:57,4,3600,1963.9,1.01,13.3,9,11.9,0.107,10,0.3,0.91
,11:17:58,4,3600,1964.9,1.01,13.3,9,11.9,0.106,10,0.3,0.91
,11:17:59,4,3600,1965.9,1.01,13.3,9,11.9,0.112,10,0.3,0.91
,11:18:00,4,3600,1966.9,1.01,13.3,9,11.9,0.113,10,0.3,0.91
,11:18:01,4,3600,1967.9,1.01,13.3,9,11.9,0.112,10,0.3,0.91
,11:18:02,4,3600,1968.9,1,13.3,9,12,0.115,10,0.3,0.91
,11:18:03,4,3600,1969.9,1,13.3,9,12,0.111,10,0.3,0.9
,11:18:04,4,3600,1970.9,1,13.3,9,12,0.111,10,0.3,0.9
,11:18:05,4,3600,1971.9,0.99,13.3,9,12,0.111,10,0.3,0.9
,11:18:06,4,3600,1972.9,1,13.3,9,12,0.108,10,0.3,0.9
,11:18:07,4,3600,1973.9,1,13.3,9,12,0.109,10,0.3,0.91
,11:18:08,4,3600,1974.9,1.01,13.3,9,12.1,0.11,10,0.3,0.91
,11:18:09,4,3600,1975.9,1.02,13.3,9,12.1,0.108,10,0.3,0.92
,11:18:10,4,3600,1976.9,1.02,13.3,9,12.1,0.111,10,0.3,0.92
,11:18:11,4,3600,1977.9,1.02,13.3,9,12.1,0.113,10,0.3,0.92
,11:18:12,4,3600,1978.9,1.01,13.3,9,12.1,0.113,10,0.3,0.91
,11:18:13,4,3600,1979.9,1.01,13.3,9,12.1,0.115,10,0.3,0.91
,11:18:14,4,3600,1980.9,1,13.3,9,12.1,0.115,10,0.3,0.9
,11:18:15,4,3600,1981.9,1,13.3,9,12.2,0.112,10,0.3,0.9
,11:18:16,4,3600,1982.9,1.01,13.3,9,12.2,0.112,10,0.3,0.91
