Data file,,PEEK_DRY_T18_PE2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PEEK,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:49 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,peek_dry_t18_pe2-h001.tsv,,,,,,,,,,
,13:08:25,5,3590,335.9,4.43,13.3,7,22,0.617,10,49.9,4.28
,13:08:26,5,3590,336.9,4.42,13.3,7,21,0.638,10,49.9,4.27
,13:08:27,5,3590,337.9,4.44,13.3,7,21,0.641,10,49.9,4.29
,13:08:28,5,3590,338.9,4.46,13.3,7,21,0.645,10,49.9,4.31
,13:08:29,5,3590,339.9,4.49,13.3,7,21,0.625,10,49.9,4.33
,13:08:30,5,3590,340.9,4.48,13.3,7,22,0.624,10,49.9,4.32
,13:08:31,5,3590,341.9,4.46,13.3,7,22,0.669,10,49.9,4.3
,13:08:32,5,3590,342.9,4.44,13.3,7,22,0.666,10,49.9,4.28
,13:08:33,5,3590,343.9,4.43,13.3,7,21,0.64,10,49.9,4.28
,13:08:34,5,3590,344.9,4.44,13.3,7,22,0.641,10,49.9,4.28
,13:08:35,5,3590,345.9,4.45,13.3,7,22,0.62,10,49.9,4.3
,13:08:36,5,3590,346.9,4.47,13.3,7,22,0.602,10,49.9,4.32
,13:08:37,5,3590,347.9,4.48,13.3,7,22,0.602,10,49.9,4.33
,13:08:38,5,3590,348.9,4.49,13.3,7,22,0.625,10,49.9,4.33
,13:08:39,5,3590,349.9,4.49,13.3,7,22,0.626,10,49.9,4.34
,13:08:40,5,3590,350.9,4.52,13.3,7,22,0.63,10,49.9,4.36
,13:08:41,5,3590,351.9,4.53,13.3,7,22,0.609,10,49.9,4.37
,13:08:42,5,3590,352.9,4.5,13.3,7,22,0.606,10,49.9,4.35
,13:08:43,5,3590,353.9,4.48,13.3,7,22,0.624,10,49.9,4.32
,13:08:44,5,3590,354.9,4.46,13.3,7,22,0.645,10,49.9,4.31
,13:08:45,5,3590,355.9,4.47,13.3,7,22,0.623,10,49.9,4.32
,13:08:46,5,3590,356.9,4.47,13.3,7,22,0.646,10,49.9,4.32
,13:08:47,5,3590,357.9,4.47,13.3,7,22,0.646,10,49.9,4.32
,13:08:48,5,3590,358.9,4.49,13.3,7,22,0.673,10,49.9,4.34
,13:08:49,5,3590,359.9,4.53,13.3,7,22,0.655,10,49.9,4.38
,13:08:50,5,3590,360.9,4.56,13.3,7,22,0.614,10,49.9,4.41
,13:08:51,5,3590,361.9,4.57,13.3,7,22,0.636,10,49.9,4.41
,13:08:52,5,3590,362.9,4.54,13.3,7,22,0.656,10,49.9,4.38
,13:08:53,5,3590,363.9,4.53,13.3,7,22,0.655,10,49.9,4.37
,13:08:54,5,3590,364.9,4.54,13.3,7,22,0.656,10,49.9,4.39
,13:08:55,5,3590,365.9,4.58,13.3,7,22,0.638,10,49.9,4.42
,13:08:56,5,3590,366.9,4.59,13.3,7,22,0.64,10,49.9,4.43
,13:08:57,5,3590,367.9,4.59,13.3,7,22,0.663,10,49.8,4.43
,13:08:58,5,3590,368.9,4.58,13.3,7,22,0.662,10,49.9,4.42
,13:08:59,5,3590,369.9,4.58,13.3,7,22,0.617,10,49.9,4.43
,13:09:00,5,3590,370.9,4.58,13.3,7,22,0.638,10,49.9,4.42
,13:09:01,5,3590,371.9,4.56,13.3,7,22,0.659,10,49.9,4.4
,13:09:02,5,3590,372.9,4.57,13.3,7,22,0.685,10,49.9,4.41
,13:09:03,5,3590,373.9,4.61,13.3,7,22,0.642,10,49.9,4.45
,13:09:04,5,3590,374.9,4.64,13.3,7,22,0.646,10,49.9,4.48
,13:09:05,5,3590,375.9,4.61,13.3,7,22,0.62,10,49.9,4.45
,13:09:06,5,3590,376.9,4.56,13.3,7,22,0.659,10,49.9,4.4
,13:09:07,5,3590,377.9,4.54,13.3,7,22,0.656,10,49.9,4.39
,13:09:08,5,3590,378.9,4.57,13.3,7,22,0.686,10,49.9,4.42
,13:09:09,5,3590,379.9,4.6,13.3,7,22,0.664,10,49.9,4.44
,13:09:10,5,3590,380.9,4.61,13.3,7,22,0.642,10,49.9,4.45
,13:09:11,5,3590,381.9,4.59,13.3,7,22,0.64,10,49.9,4.43
,13:09:12,5,3590,382.9,4.53,13.3,7,22,0.632,10,49.9,4.37
,13:09:13,5,3590,383.9,4.46,13.3,7,22,0.621,10,49.9,4.29
,13:09:14,5,3590,384.9,4.18,13.3,7,22,0.582,10,49.9,4.01
,13:09:15,5,3590,385.9,3.85,13.3,7,22,0.536,10,49.9,3.68
,13:09:16,5,3590,386.9,3.53,13.3,7,22,0.492,10,49.9,3.39
,13:09:17,5,3590,387.9,3.47,13.3,7,22,0.502,10,49.9,3.36
,13:09:18,5,3590,388.9,3.59,13.3,7,22,0.519,10,49.9,3.48
,13:09:19,5,3590,389.9,3.76,13.3,7,22,0.543,10,49.9,3.64
,13:09:20,5,3590,390.9,3.88,13.3,7,22,0.541,10,49.9,3.75
,13:09:21,5,3590,391.9,3.91,13.3,7,22,0.526,10,49.9,3.77
,13:09:22,5,3590,392.9,3.87,13.3,7,22,0.54,10,49.9,3.73
,13:09:23,5,3590,393.9,3.84,13.3,7,22,0.554,10,49.8,3.7
,13:09:24,5,3590,394.9,3.84,13.3,7,22,0.555,10,49.9,3.71
,13:09:25,5,3590,395.9,3.89,13.3,7,22,0.541,10,49.9,3.76
,13:09:26,5,3590,396.9,3.93,13.3,7,22,0.548,10,49.9,3.8
,13:09:27,5,3590,397.9,3.97,13.3,7,22,0.553,10,49.9,3.83
,13:09:28,5,3590,398.9,3.98,13.3,7,22,0.598,10,49.9,3.85
,13:09:29,5,3590,399.9,4.02,13.3,7,22,0.581,10,49.9,3.89
,13:09:30,5,3590,400.9,4.08,13.3,7,22,0.589,10,49.9,3.94
,13:09:31,5,3590,401.9,4.13,13.3,7,22,0.575,10,49.9,3.99
,13:09:32,5,3590,402.9,4.13,13.3,7,22,0.597,10,49.9,3.99
,13:09:33,5,3590,403.9,4.12,13.3,7,22,0.595,10,49.9,3.97
,13:09:34,5,3590,404.9,4.09,13.3,7,22,0.569,10,49.9,3.94
,13:09:35,5,3590,405.9,4.06,13.3,7,22,0.566,10,49.9,3.92
,13:09:36,5,3590,406.9,4.04,13.3,7,22,0.562,10,49.9,3.9
,13:09:37,5,3590,407.9,4.04,13.3,7,22,0.583,10,49.8,3.9
,13:09:38,5,3590,408.9,4.09,13.3,7,22,0.613,10,49.9,3.95
,13:09:39,5,3590,409.9,4.16,13.3,7,22,0.6,10,49.9,4.02
,13:09:40,5,3590,410.9,4.2,13.3,7,22,0.565,10,49.9,4.06
,13:09:41,5,3590,411.9,4.18,13.3,7,22,0.562,10,49.9,4.03
,13:09:42,5,3590,412.9,4.13,13.3,7,22,0.597,10,49.9,3.98
,13:09:43,5,3590,413.9,4.05,13.3,7,22,0.585,10,49.9,3.9
,13:09:44,5,3590,414.9,3.94,13.3,7,22,0.548,10,49.9,3.79
,13:09:45,5,3590,415.9,3.81,13.3,7,22,0.512,10,49.9,3.66
,13:09:46,5,3590,416.9,3.73,13.3,7,22,0.52,10,49.9,3.6
,13:09:47,5,3590,417.9,3.72,13.3,7,22,0.518,10,49.9,3.59
,13:09:48,5,3590,418.9,3.73,13.3,7,22,0.519,10,49.9,3.6
,13:09:49,5,3590,419.9,3.77,13.3,7,22,0.525,10,49.9,3.64
,13:09:50,5,3590,420.9,3.82,13.3,7,22,0.551,10,49.9,3.69
,13:09:51,5,3590,421.9,3.88,13.3,7,22,0.561,10,49.9,3.75
,13:09:52,5,3590,422.9,3.94,13.3,7,22,0.592,10,49.9,3.81
,13:09:53,5,3590,423.9,4.01,13.3,7,22,0.558,10,49.9,3.87
,13:09:54,5,3590,424.9,4.04,13.3,7,22,0.543,10,49.9,3.9
,13:09:55,5,3590,425.9,4.01,13.3,7,22,0.558,10,49.9,3.86
,13:09:56,5,3590,426.9,3.96,13.3,7,22,0.572,10,49.9,3.82
,13:09:57,5,3590,427.9,3.95,13.3,7,22,0.55,10,49.9,3.81
,13:09:58,5,3590,428.9,3.98,13.3,7,22,0.575,10,49.9,3.85
,13:09:59,5,3590,429.9,4.03,13.3,7,22,0.562,10,49.9,3.9
,13:10:00,5,3590,430.9,4.05,13.3,7,22,0.564,10,49.9,3.91
,13:10:01,5,3590,431.9,4.05,13.3,7,22,0.585,10,49.8,3.91
,13:10:02,5,3590,432.9,4.07,13.3,7,22,0.587,10,49.9,3.93
,13:10:03,5,3590,433.9,4.12,13.3,7,22,0.595,10,49.9,3.98
,13:10:04,5,3590,434.9,4.16,13.3,7,22,0.579,10,49.9,4.02
,13:10:05,5,3590,435.9,4.16,13.3,7,22,0.58,10,49.9,4.01
,13:10:06,5,3590,436.9,4.12,13.3,7,22,0.618,10,49.9,3.98
,13:10:07,5,3590,437.9,4.08,13.3,7,22,0.589,10,49.9,3.93
,13:10:08,5,3590,438.9,4.07,13.3,7,22,0.568,10,49.9,3.94
,13:10:09,5,3590,439.9,4.15,13.3,7,22,0.558,10,49.9,4.01
,13:10:10,5,3590,440.9,4.24,13.3,7,22,0.57,10,49.9,4.1
,13:10:11,5,3590,441.9,4.31,13.3,7,22,0.6,10,49.9,4.16
,13:10:12,5,3590,442.9,4.33,13.3,7,22,0.625,10,49.9,4.18
,13:10:13,5,3590,443.9,4.33,13.3,7,22,0.603,10,49.9,4.18
,13:10:14,5,3590,444.9,4.32,13.3,7,22,0.602,10,49.9,4.17
,13:10:15,5,3590,445.9,4.3,13.3,7,22,0.599,10,49.9,4.15
,13:10:16,5,3590,446.9,4.29,13.3,7,22,0.62,10,49.9,4.14
,13:10:17,5,3590,447.9,4.31,13.3,7,22,0.622,10,49.9,4.16
,13:10:18,5,3590,448.9,4.36,13.3,7,22,0.63,10,49.9,4.22
,13:10:19,5,3590,449.9,4.42,13.3,7,22,0.616,10,49.9,4.27
,13:10:20,5,3590,450.9,4.44,13.3,7,22,0.618,10,49.9,4.29
,13:10:21,5,3590,451.9,4.43,13.3,7,22,0.617,10,49.9,4.27
,13:10:22,5,3590,452.9,4.4,13.3,7,22,0.636,10,49.9,4.25
,13:10:23,5,3590,453.9,4.42,13.3,7,22,0.638,10,49.9,4.27
,13:10:24,5,3590,454.9,4.45,13.3,7,22,0.643,10,49.9,4.3
,13:10:25,5,3590,455.9,4.49,13.3,7,22,0.648,10,49.9,4.33
,13:10:26,5,3590,456.9,4.51,13.3,7,22,0.651,10,49.9,4.35
,13:10:27,5,3590,457.9,4.52,13.3,7,22,0.653,10,49.9,4.36
,13:10:28,5,3590,458.9,4.53,13.3,7,22,0.632,10,49.9,4.38
,13:10:29,5,3590,459.9,4.55,13.3,7,22,0.634,10,49.9,4.39
,13:10:30,5,3590,460.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:10:31,5,3590,461.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:10:32,5,3590,462.9,4.55,13.3,7,22,0.657,10,49.9,4.39
,13:10:33,5,3590,463.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:10:34,5,3590,464.9,4.58,13.3,7,22,0.616,10,49.9,4.43
,13:10:35,5,3590,465.9,4.59,13.3,7,22,0.639,10,49.9,4.43
,13:10:36,5,3590,466.9,4.56,13.3,7,22,0.659,10,49.9,4.4
,13:10:37,5,3590,467.9,4.54,13.3,7,22,0.656,10,49.9,4.39
,13:10:38,5,3590,468.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:10:39,5,3590,469.9,4.58,13.3,7,22,0.638,10,49.9,4.42
,13:10:40,5,3590,470.9,4.58,13.3,7,22,0.638,10,49.9,4.42
,13:10:41,5,3590,471.9,4.56,13.3,7,22,0.659,10,49.9,4.4
,13:10:42,5,3590,472.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:10:43,5,3590,473.9,4.57,13.3,7,22,0.636,10,49.9,4.41
,13:10:44,5,3590,474.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:10:45,5,3590,475.9,4.55,13.3,7,22,0.682,10,49.9,4.39
,13:10:46,5,3590,476.9,4.55,13.3,7,22,0.658,10,49.9,4.4
,13:10:47,5,3590,477.9,4.59,13.3,7,22,0.639,10,49.9,4.43
,13:10:48,5,3590,478.9,4.62,13.3,7,22,0.644,10,49.9,4.46
,13:10:49,5,3590,479.9,4.64,13.3,7,22,0.646,10,49.8,4.48
,13:10:50,5,3590,480.9,4.64,13.3,7,22,0.647,10,49.9,4.48
,13:10:51,5,3590,481.9,4.62,13.3,7,22,0.622,10,49.8,4.46
,13:10:52,5,3590,482.9,4.59,13.3,7,22,0.617,10,49.9,4.43
,13:10:53,5,3590,483.9,4.55,13.3,7,22,0.634,10,49.9,4.39
,13:10:54,5,3590,484.9,4.54,13.3,7,22,0.681,10,49.9,4.38
,13:10:55,5,3590,485.9,4.56,13.3,7,22,0.659,10,49.9,4.4
,13:10:56,5,3590,486.9,4.59,13.3,7,22,0.617,10,49.9,4.43
,13:10:57,5,3590,487.9,4.6,13.3,7,22,0.618,10,49.9,4.44
,13:10:58,5,3590,488.9,4.59,13.3,7,22,0.617,10,49.9,4.43
,13:10:59,5,3590,489.9,4.57,13.3,7,22,0.636,10,49.9,4.41
,13:11:00,5,3590,490.9,4.56,13.3,7,22,0.636,10,49.9,4.41
,13:11:01,5,3590,491.9,4.56,13.3,7,22,0.659,10,49.9,4.4
,13:11:02,5,3590,492.9,4.55,13.3,7,22,0.658,10,49.9,4.39
,13:11:03,5,3590,493.9,4.55,13.3,7,22,0.657,10,49.9,4.39
,13:11:04,5,3590,494.9,4.56,13.3,7,22,0.635,10,49.9,4.4
,13:11:05,5,3590,495.9,4.57,13.3,7,22,0.66,10,49.9,4.41
,13:11:06,5,3590,496.9,4.58,13.3,7,22,0.661,10,49.9,4.42
,13:11:07,5,3590,497.9,4.58,13.3,7,22,0.662,10,49.9,4.43
,13:11:08,5,3590,498.9,4.61,13.3,7,22,0.642,10,49.9,4.45
,13:11:09,5,3590,499.9,4.62,13.3,7,22,0.644,10,49.9,4.46
,13:11:10,5,3590,500.9,4.62,13.3,7,22,0.644,10,49.9,4.47
,13:11:11,5,3590,501.9,4.61,13.3,7,22,0.667,10,49.9,4.45
,13:11:12,5,3590,502.9,4.63,13.3,7,22,0.644,10,49.8,4.47
,13:11:13,5,3590,503.9,4.64,13.3,7,22,0.646,10,49.9,4.48
,13:11:14,5,3590,504.9,4.63,13.3,7,22,0.645,10,49.9,4.47
,13:11:15,5,3590,505.9,4.6,13.3,7,22,0.665,10,49.9,4.44
,13:11:16,5,3590,506.9,4.6,13.3,7,22,0.691,10,49.9,4.44
,13:11:17,5,3590,507.9,4.63,13.3,7,22,0.695,10,49.9,4.47
,13:11:18,5,3590,508.9,4.67,13.3,7,22,0.675,10,49.9,4.51
,13:11:19,5,3590,509.9,4.7,13.3,7,22,0.632,10,49.9,4.54
,13:11:20,5,3590,510.9,4.7,13.3,7,22,0.632,10,49.9,4.54
,13:11:21,5,3590,511.9,4.67,13.3,7,22,0.651,10,49.9,4.51
,13:11:22,5,3590,512.9,4.64,13.3,7,22,0.696,10,49.9,4.48
,13:11:23,5,3590,513.9,4.64,13.3,7,22,0.696,10,49.9,4.48
,13:11:24,5,3590,514.9,4.67,13.3,7,22,0.7,10,49.9,4.51
,13:11:25,5,3590,515.9,4.7,13.3,7,22,0.655,10,49.9,4.54
,13:11:26,5,3590,516.9,4.71,13.3,7,22,0.657,10,49.9,4.55
,13:11:27,5,3590,517.9,4.71,13.3,7,22,0.634,10,49.8,4.55
,13:11:28,5,3590,518.9,4.69,13.3,7,22,0.654,10,49.9,4.53
,13:11:29,5,3590,519.9,4.66,13.3,7,22,0.673,10,49.8,4.49
,13:11:30,5,3590,520.9,4.64,13.3,7,22,0.67,10,49.9,4.48
,13:11:31,5,3590,521.9,4.65,13.3,7,22,0.648,10,49.9,4.5
,13:11:32,5,3590,522.9,4.67,13.3,7,22,0.651,10,49.9,4.51
,13:11:33,5,3590,523.9,4.68,13.3,7,22,0.651,10,49.9,4.51
,13:11:34,5,3590,524.9,4.65,13.3,7,22,0.648,10,49.9,4.49
,13:11:35,5,3590,525.9,4.63,13.3,7,22,0.645,10,49.9,4.47
,13:11:36,5,3590,526.9,4.61,13.3,7,22,0.643,10,49.9,4.45
,13:11:37,5,3590,527.9,4.61,13.3,7,22,0.666,10,49.9,4.45
,13:11:38,5,3590,528.9,4.62,13.3,7,22,0.668,10,49.8,4.47
,13:11:39,5,3590,529.9,4.65,13.3,7,22,0.672,10,49.8,4.49
,13:11:40,5,3590,530.9,4.67,13.3,7,22,0.651,10,49.9,4.51
,13:11:41,5,3590,531.9,4.66,13.3,7,22,0.649,10,49.9,4.5
,13:11:42,5,3590,532.9,4.62,13.3,7,22,0.622,10,49.9,4.46
,13:11:43,5,3590,533.9,4.58,13.3,7,22,0.662,10,49.9,4.43
,13:11:44,5,3590,534.9,4.59,13.3,7,22,0.663,10,49.9,4.43
,13:11:45,5,3590,535.9,4.63,13.3,7,22,0.645,10,49.9,4.47
,13:11:46,5,3590,536.9,4.65,13.3,7,22,0.625,10,49.9,4.49
,13:11:47,5,3590,537.9,4.65,13.3,7,22,0.647,10,49.9,4.49
,13:11:48,5,3590,538.9,4.63,13.3,7,22,0.669,10,49.9,4.47
,13:11:49,5,3590,539.9,4.63,13.3,7,22,0.669,10,49.9,4.47
,13:11:50,5,3590,540.9,4.64,13.3,7,22,0.671,10,49.9,4.49
,13:11:51,5,3590,541.9,4.67,13.3,7,22,0.651,10,49.9,4.52
,13:11:52,5,3590,542.9,4.7,13.3,7,22,0.655,10,49.9,4.54
,13:11:53,5,3590,543.9,4.68,13.3,7,22,0.653,10,49.8,4.52
,13:11:54,5,3590,544.9,4.66,13.3,7,22,0.673,10,49.9,4.5
,13:11:55,5,3590,545.9,4.67,13.3,7,22,0.674,10,49.9,4.51
,13:11:56,5,3590,546.9,4.71,13.3,7,22,0.656,10,49.9,4.55
,13:11:57,5,3590,547.9,4.74,13.3,7,22,0.66,10,49.9,4.57
,13:11:58,5,3590,548.9,4.72,13.3,7,22,0.681,10,49.9,4.55
,13:11:59,5,3590,549.9,4.7,13.3,7,22,0.705,10,49.9,4.54
,13:12:00,5,3590,550.9,4.71,13.3,7,22,0.707,10,49.9,4.55
,13:12:01,5,3590,551.9,4.76,13.3,7,22,0.663,10,49.8,4.59
,13:12:02,5,3590,552.9,4.78,13.3,7,22,0.666,10,49.9,4.62
,13:12:03,5,3590,553.9,4.8,13.3,7,22,0.669,10,49.9,4.63
,13:12:04,5,3590,554.9,4.8,13.3,7,22,0.669,10,49.9,4.64
,13:12:05,5,3590,555.9,4.81,13.3,7,22,0.67,10,49.9,4.64
,13:12:06,5,3590,556.9,4.8,13.3,7,22,0.669,10,49.9,4.64
,13:12:07,5,3590,557.9,4.78,13.3,7,22,0.642,10,49.9,4.6
,13:12:08,5,3590,558.9,4.73,13.3,7,22,0.659,10,49.9,4.57
,13:12:09,5,3590,559.9,4.7,13.3,7,22,0.679,10,49.9,4.54
,13:12:10,5,3590,560.9,4.7,13.3,7,22,0.68,10,49.9,4.54
,13:12:11,5,3590,561.9,4.73,13.3,7,22,0.683,10,49.9,4.57
,13:12:12,5,3590,562.9,4.75,13.3,7,22,0.662,10,49.9,4.58
,13:12:13,5,3590,563.9,4.74,13.3,7,22,0.661,10,49.8,4.57
,13:12:14,5,3590,564.9,4.72,13.3,7,22,0.681,10,49.9,4.55
,13:12:15,5,3590,565.9,4.71,13.3,7,22,0.707,10,49.9,4.55
,13:12:16,5,3590,566.9,4.72,13.3,7,22,0.682,10,49.9,4.56
,13:12:17,5,3590,567.9,4.72,13.3,7,22,0.657,10,49.9,4.55
,13:12:18,5,3590,568.9,4.69,13.3,7,22,0.654,10,49.9,4.53
,13:12:19,5,3590,569.9,4.67,13.3,7,22,0.65,10,49.9,4.5
,13:12:20,5,3590,570.9,4.65,13.3,7,22,0.672,10,49.9,4.49
,13:12:21,5,3590,571.9,4.65,13.3,7,22,0.672,10,49.9,4.49
,13:12:22,5,3590,572.9,4.69,13.3,7,22,0.654,10,49.9,4.53
,13:12:23,5,3590,573.9,4.74,13.3,7,22,0.661,10,49.9,4.58
,13:12:24,5,3590,574.9,4.76,13.3,7,22,0.663,10,49.9,4.59
,13:12:25,5,3590,575.9,4.73,13.3,7,22,0.684,10,49.8,4.57
,13:12:26,5,3590,576.9,4.71,13.3,7,22,0.656,10,49.9,4.55
,13:12:27,5,3590,577.9,4.72,13.3,7,22,0.657,10,49.9,4.56
,13:12:28,5,3590,578.9,4.74,13.3,7,22,0.66,10,49.9,4.57
,13:12:29,5,3590,579.9,4.72,13.3,7,22,0.657,10,49.9,4.55
,13:12:30,5,3590,580.9,4.68,13.3,7,22,0.652,10,49.9,4.52
,13:12:31,5,3590,581.9,4.65,13.3,7,22,0.648,10,49.9,4.49
,13:12:32,5,3590,582.9,4.65,13.3,7,22,0.672,10,49.9,4.49
,13:12:33,5,3590,583.9,4.68,13.3,7,22,0.677,10,49.9,4.53
,13:12:34,5,3590,584.9,4.72,13.3,7,22,0.657,10,49.9,4.56
,13:12:35,5,3590,585.9,4.72,13.3,7,22,0.658,10,49.9,4.56
,13:12:36,5,3590,586.9,4.69,13.3,7,22,0.653,10,49.9,4.52
,13:12:37,5,3590,587.9,4.64,13.3,7,22,0.647,10,49.9,4.48
,13:12:38,5,3590,588.9,4.63,13.3,7,22,0.645,10,49.9,4.47
,13:12:39,5,3590,589.9,4.63,13.3,7,22,0.668,10,49.9,4.47
,13:12:40,5,3590,590.9,4.63,13.3,7,22,0.669,10,49.9,4.47
,13:12:41,5,3590,591.9,4.65,13.3,7,22,0.698,10,49.9,4.5
,13:12:42,5,3590,592.9,4.69,13.3,7,22,0.677,10,49.9,4.53
,13:12:43,5,3590,593.9,4.72,13.3,7,22,0.682,10,49.9,4.56
,13:12:44,5,3590,594.9,4.73,13.3,7,22,0.659,10,49.9,4.57
,13:12:45,5,3590,595.9,4.72,13.3,7,22,0.682,10,49.9,4.56
,13:12:46,5,3590,596.9,4.7,13.3,7,22,0.679,10,49.9,4.54
,13:12:47,5,3590,597.9,4.7,13.3,7,22,0.655,10,49.9,4.54
,13:12:48,5,3590,598.9,4.71,13.3,7,22,0.634,10,49.9,4.55
,13:12:49,5,3590,599.9,4.74,13.3,7,22,0.685,10,49.9,4.58
,13:12:50,5,3590,600.9,4.75,13.3,7,22,0.686,10,49.9,4.59
,13:12:51,5,3590,601.9,4.76,13.3,7,22,0.664,10,49.9,4.6
,13:12:52,5,3590,602.9,4.78,13.3,7,22,0.665,10,49.9,4.61
,13:12:53,5,3590,603.9,4.78,13.3,7,22,0.666,10,49.9,4.61
,13:12:54,5,3590,604.9,4.77,13.3,7,22,0.664,10,49.9,4.6
,13:12:55,5,3590,605.9,4.77,13.3,7,22,0.664,10,49.9,4.6
,13:12:56,5,3590,606.9,4.76,13.3,7,22,0.664,10,49.9,4.6
,13:12:57,5,3590,607.9,4.77,13.3,7,22,0.664,10,49.9,4.6
,13:12:58,5,3590,608.9,4.73,13.3,7,22,0.684,10,49.9,4.57
,13:12:59,5,3590,609.9,4.7,13.3,7,22,0.654,10,49.9,4.53
,13:13:00,5,3590,610.9,4.66,13.3,7,22,0.627,10,49.9,4.5
,13:13:01,5,3590,611.9,4.66,13.3,7,22,0.649,10,49.9,4.5
,13:13:02,5,3590,612.9,4.67,13.3,7,22,0.65,10,49.9,4.51
,13:13:03,5,3590,613.9,4.68,13.3,7,22,0.651,10,49.9,4.51
,13:13:04,5,3590,614.9,4.66,13.3,7,22,0.649,10,49.9,4.5
,13:13:05,5,3590,615.9,4.64,13.3,7,22,0.671,10,49.9,4.48
,13:13:06,5,3590,616.9,4.62,13.3,7,22,0.693,10,49.9,4.46
,13:13:07,5,3590,617.9,4.64,13.3,7,22,0.67,10,49.9,4.48
,13:13:08,5,3590,618.9,4.68,13.3,7,22,0.63,10,49.9,4.52
,13:13:09,5,3590,619.9,4.7,13.3,7,22,0.654,10,49.8,4.53
,13:13:10,5,3590,620.9,4.67,13.3,7,22,0.65,10,49.9,4.5
,13:13:11,5,3590,621.9,4.63,13.3,7,22,0.644,10,49.9,4.46
,13:13:12,5,3590,622.9,4.63,13.3,7,22,0.644,10,49.9,4.47
,13:13:13,5,3590,623.9,4.64,13.3,7,22,0.696,10,49.9,4.48
,13:13:14,5,3590,624.9,4.65,13.3,7,22,0.698,10,49.9,4.5
,13:13:15,5,3590,625.9,4.68,13.3,7,22,0.676,10,49.9,4.52
,13:13:16,5,3590,626.9,4.7,13.3,7,22,0.679,10,49.9,4.54
,13:13:17,5,3590,627.9,4.7,13.3,7,22,0.679,10,49.9,4.54
,13:13:18,5,3590,628.9,4.7,13.3,7,22,0.654,10,49.9,4.53
,13:13:19,5,3590,629.9,4.7,13.3,7,22,0.632,10,49.9,4.54
,13:13:20,5,3590,630.9,4.72,13.3,7,22,0.635,10,49.9,4.56
,13:13:21,5,3590,631.9,4.65,13.3,7,22,0.648,10,49.9,4.48
,13:13:22,5,3590,632.9,4.49,13.3,7,22,0.626,10,49.9,4.32
,13:13:23,5,3590,633.9,4.33,13.3,7,22,0.603,10,49.9,4.16
,13:13:24,5,3590,634.9,4.27,13.3,7,22,0.595,10,49.9,4.12
,13:13:25,5,3590,635.9,4.34,13.3,7,22,0.626,10,49.9,4.19
,13:13:26,5,3590,636.9,4.43,13.3,7,22,0.639,10,49.9,4.28
,13:13:27,5,3590,637.9,4.52,13.3,7,22,0.629,10,49.9,4.37
,13:13:28,5,3590,638.9,4.57,13.3,7,22,0.636,10,49.9,4.41
,13:13:29,5,3590,639.9,4.61,13.3,7,22,0.665,10,49.9,4.45
,13:13:30,5,3590,640.9,4.64,13.3,7,22,0.647,10,49.9,4.49
,13:13:31,5,3590,641.9,4.67,13.3,7,22,0.651,10,49.9,4.51
,13:13:32,5,3590,642.9,4.68,13.3,7,22,0.652,10,49.9,4.52
,13:13:33,5,3590,643.9,4.67,13.3,7,22,0.701,10,49.9,4.51
,13:13:34,5,3590,644.9,4.69,13.3,7,22,0.678,10,49.9,4.53
,13:13:35,5,3590,645.9,4.73,13.3,7,22,0.659,10,49.9,4.57
,13:13:36,5,3590,646.9,4.76,13.3,7,22,0.64,10,49.9,4.59
,13:13:37,5,3590,647.9,4.74,13.3,7,22,0.637,10,49.9,4.57
,13:13:38,5,3590,648.9,4.71,13.3,7,22,0.657,10,49.9,4.55
,13:13:39,5,3590,649.9,4.71,13.3,7,22,0.656,10,49.9,4.55
,13:13:40,5,3590,650.9,4.73,13.3,7,22,0.659,10,49.9,4.57
,13:13:41,5,3590,651.9,4.75,13.3,7,22,0.686,10,49.8,4.58
,13:13:42,5,3590,652.9,4.75,13.3,7,22,0.687,10,49.9,4.59
,13:13:43,5,3590,653.9,4.77,13.3,7,22,0.665,10,49.9,4.61
,13:13:44,5,3590,654.9,4.79,13.3,7,22,0.667,10,49.9,4.63
,13:13:45,5,3590,655.9,4.79,13.3,7,22,0.692,10,49.9,4.62
