Data file,,RA0.3_DISTILLEDWATER_12C_003_15MLWATER.TSV,,,,,,,,,,
,14:10:40,6,3590,361.8,0.37,13.3,9,12.2,0.04,10,11.4,0.36
,14:10:41,6,3590,362.8,0.37,13.3,9,12.2,0.041,10,8.8,0.36
,14:10:42,6,3590,363.8,0.37,13.3,9,12.2,0.04,10,5.8,0.36
,14:10:43,6,3590,364.8,0.37,13.3,9,12.2,0.041,10,8.5,0.36
,14:10:44,6,3590,365.8,0.38,13.3,9,12.2,0.04,10,7.7,0.36
,14:10:45,6,3590,366.8,0.38,13.3,9,12.3,0.04,10,11.7,0.36
,14:10:46,6,3590,367.8,0.38,13.3,9,12.3,0.041,10,6.3,0.36
,14:10:47,6,3590,368.8,0.37,13.3,9,12.3,0.041,10,3.5,0.36
,14:10:48,6,3590,369.8,0.37,13.3,9,12.3,0.041,10,1.9,0.36
,14:10:49,6,3590,370.8,0.37,13.3,9,12.3,0.041,10,1,0.36
,14:10:50,6,3590,371.8,0.37,13.3,9,12.4,0.041,10,0.7,0.36
,14:10:51,6,3590,372.8,0.37,13.3,9,12.4,0.041,10,0.4,0.36
,14:10:52,6,3590,373.8,0.38,13.3,9,12.4,0.041,10,0.3,0.36
,14:10:53,6,3590,374.8,0.38,13.3,9,12.4,0.041,10,0.2,0.36
,14:10:54,6,3590,375.8,0.38,13.3,9,12.4,0.041,10,0.2,0.37
,14:10:55,6,3590,376.8,0.38,13.3,9,12.4,0.04,10,0.1,0.36
,14:10:56,6,3590,377.8,0.37,13.3,9,12.4,0.041,10,0.1,0.36
,14:10:57,6,3590,378.8,0.37,13.3,9,12.5,0.04,10,0.1,0.36
,14:10:58,6,3590,379.8,0.37,13.3,9,12.5,0.041,10,0.1,0.36
,14:10:59,6,3590,380.8,0.38,13.3,9,12.5,0.04,10,0.1,0.36
,14:11:00,6,3590,381.8,0.38,13.3,9,12.6,0.041,10,0.1,0.36
,14:11:01,6,3590,382.8,0.38,13.3,9,12.6,0.041,10,0.1,0.36
,14:11:02,6,3590,383.8,0.37,13.3,9,12.6,0.039,10,0.1,0.36
,14:11:03,6,3590,384.8,0.37,13.3,9,12.6,0.039,10,0.1,0.36
,14:11:04,6,3590,385.8,0.37,13.3,9,12.6,0.039,10,0.1,0.36
,14:11:05,6,3590,386.8,0.38,13.3,9,12.6,0.041,10,0.1,0.36
,14:11:06,6,3590,387.8,0.38,13.3,9,12.7,0.04,10,0.1,0.36
,14:11:07,6,3590,388.8,0.38,13.3,10,12.7,0.039,10,0.1,0.36
,14:11:08,6,3590,389.8,0.38,13.3,10,12.7,0.039,10,0.1,0.36
,14:11:09,6,3590,390.8,0.38,13.3,10,12.7,0.039,10,0.1,0.37
,14:11:10,6,3590,391.8,0.38,13.3,9,12.7,0.04,10,0.1,0.37
,14:11:11,6,3590,392.8,0.38,13.3,9,12.8,0.04,10,0.1,0.36
,14:11:12,6,3590,393.8,0.37,13.3,9,12.8,0.04,10,0.1,0.36
,14:11:13,6,3590,394.8,0.37,13.3,9,12.8,0.04,10,0.1,0.35
,14:11:14,6,3590,395.8,0.37,13.3,9,12.8,0.04,10,0.1,0.35
,14:11:15,6,3590,396.8,0.37,13.3,9,12.8,0.04,10,0.1,0.35
,14:11:16,6,3590,397.8,0.37,13.3,9,12.8,0.04,10,0.1,0.36
,14:11:17,6,3590,398.8,0.37,13.3,9,12.8,0.04,10,0.1,0.36
,14:11:18,6,3590,399.8,0.37,13.3,9,12.9,0.04,10,0.1,0.36
,14:11:19,6,3590,400.8,0.37,13.3,9,12.9,0.041,10,0.1,0.36
,14:11:20,6,3590,401.8,0.37,13.3,9,12.9,0.042,10,0.1,0.36
,14:11:21,6,3590,402.8,0.37,13.3,9,12.9,0.042,10,0.1,0.36
,14:11:22,6,3590,403.8,0.37,13.3,9,12.9,0.04,10,0.1,0.36
,14:11:23,6,3590,404.8,0.37,13.3,9,13,0.04,10,0.1,0.36
,14:11:24,6,3590,405.8,0.37,13.3,9,13,0.039,10,0.1,0.36
,14:11:25,6,3590,406.8,0.38,13.3,9,13,0.041,10,0.1,0.36
,14:11:26,6,3590,407.8,0.38,13.3,9,13,0.042,10,0.1,0.36
,14:11:27,6,3590,408.8,0.38,13.3,9,13,0.041,10,0.1,0.36
,14:11:28,6,3590,409.8,0.38,13.3,9,13.1,0.041,10,0.1,0.36
,14:11:29,6,3590,410.8,0.38,13.3,9,13.1,0.04,10,0.1,0.36
,14:11:30,6,3590,411.8,0.38,13.3,9,13.1,0.041,10,0.1,0.36
,14:11:31,6,3590,412.8,0.38,13.3,9,13.1,0.041,10,0.1,0.36
,14:11:32,6,3590,413.8,0.38,13.3,9,13.1,0.041,10,0.1,0.37
,14:11:33,6,3590,414.8,0.38,13.3,9,13.1,0.04,10,0.1,0.37
,14:11:34,6,3590,415.8,0.38,13.3,9,13.1,0.04,10,0.1,0.37
,14:11:35,6,3590,416.8,0.38,13.3,10,13.1,0.039,10,0.1,0.36
,14:11:36,6,3590,417.8,0.38,13.3,10,13.2,0.039,10,0.1,0.36
,14:11:37,6,3590,418.8,0.38,13.3,10,13.2,0.038,10,0.1,0.36
,14:11:38,6,3590,419.8,0.37,13.3,10,13.2,0.037,10,0.1,0.36
,14:11:39,6,3590,420.8,0.37,13.3,10,13.2,0.038,10,0.1,0.36
,14:11:40,6,3590,421.8,0.37,13.3,9,13.2,0.039,10,0.1,0.35
,14:11:41,6,3590,422.8,0.37,13.3,9,13.2,0.039,10,0.1,0.35
,14:11:42,6,3590,423.8,0.37,13.3,9,13.3,0.04,10,0.1,0.35
,14:11:43,6,3590,424.8,0.37,13.3,9,13.3,0.04,10,0.1,0.35
,14:11:44,6,3590,425.8,0.37,13.3,9,13.3,0.04,10,0.1,0.35
,14:11:45,6,3590,426.8,0.37,13.3,9,13.3,0.04,10,0.1,0.35
,14:11:46,6,3590,427.8,0.37,13.3,9,13.3,0.041,10,0.1,0.36
,14:11:47,6,3590,428.8,0.37,13.3,9,13.3,0.04,10,0.1,0.36
,14:11:48,6,3590,429.8,0.37,13.3,9,13.3,0.04,10,0.1,0.36
,14:11:49,6,3590,430.8,0.37,13.3,9,13.3,0.041,10,0.1,0.35
,14:11:50,6,3590,431.8,0.37,13.3,9,13.4,0.042,10,0.1,0.35
,14:11:51,6,3590,432.8,0.37,13.3,9,13.4,0.043,10,0.1,0.36
,14:11:52,6,3590,433.8,0.37,13.3,9,13.4,0.043,10,0.1,0.36
,14:11:53,6,3590,434.8,0.38,13.3,9,13.4,0.042,10,0.1,0.36
,14:11:54,6,3590,435.8,0.38,13.3,9,13.4,0.042,10,0.1,0.37
,14:11:55,6,3590,436.8,0.38,13.3,9,13.4,0.043,10,0.1,0.37
,14:11:56,6,3590,437.8,0.38,13.3,9,13.4,0.043,10,0.1,0.37
,14:11:57,6,3590,438.8,0.38,13.3,9,13.4,0.041,10,0.1,0.36
,14:11:58,6,3590,439.8,0.38,13.3,9,13.5,0.04,10,0.1,0.36
,14:11:59,6,3590,440.8,0.38,13.3,9,13.5,0.04,10,0.1,0.37
,14:12:00,6,3590,441.8,0.38,13.3,9,13.5,0.04,10,0.1,0.37
,14:12:01,6,3590,442.8,0.38,13.3,10,13.5,0.039,10,0.1,0.37
,14:12:02,6,3590,443.8,0.38,13.3,10,13.5,0.039,10,0.1,0.37
,14:12:03,6,3590,444.8,0.38,13.3,10,13.5,0.039,10,0.1,0.37
,14:12:04,6,3590,445.8,0.38,13.3,10,13.5,0.039,10,0.1,0.36
,14:12:05,6,3590,446.8,0.38,13.3,9,13.5,0.04,10,0.1,0.36
,14:12:06,6,3590,447.8,0.37,13.3,9,13.5,0.039,10,0.1,0.36
,14:12:07,6,3590,448.8,0.37,13.3,9,13.5,0.039,10,0.1,0.36
,14:12:08,6,3590,449.8,0.37,13.3,9,13.6,0.04,10,0.1,0.35
,14:12:09,6,3590,450.8,0.37,13.3,9,13.6,0.039,10,0.1,0.35
,14:12:10,6,3590,451.8,0.37,13.3,9,13.6,0.039,10,0.1,0.35
,14:12:11,6,3590,452.8,0.37,13.3,9,13.6,0.039,10,0.1,0.35
,14:12:12,6,3590,453.8,0.36,13.3,9,13.6,0.038,10,0.1,0.35
,14:12:13,6,3590,454.8,0.36,13.3,9,13.6,0.038,10,0.1,0.35
,14:12:14,6,3590,455.8,0.36,13.3,9,13.6,0.038,10,0.1,0.35
,14:12:15,6,3590,456.8,0.36,13.3,9,13.6,0.038,10,0.1,0.35
,14:12:16,6,3590,457.8,0.36,13.3,9,13.6,0.039,10,0.1,0.35
,14:12:17,6,3590,458.8,0.37,13.3,9,13.6,0.04,10,0.1,0.35
,14:12:18,6,3590,459.8,0.37,13.3,9,13.6,0.04,10,0.1,0.35
,14:12:19,6,3590,460.8,0.36,13.3,9,13.6,0.039,10,0.1,0.35
,14:12:20,6,3590,461.8,0.36,13.3,9,13.6,0.04,10,0.1,0.35
,14:12:21,6,3590,462.8,0.36,13.3,9,13.7,0.04,10,0.1,0.35
,14:12:22,6,3590,463.8,0.36,13.3,9,13.7,0.041,10,0.1,0.35
,14:12:23,6,3590,464.8,0.37,13.3,9,13.7,0.041,10,0.1,0.35
,14:12:24,6,3590,465.8,0.38,13.3,9,13.7,0.042,10,0.1,0.36
,14:12:25,6,3590,466.8,0.38,13.3,9,13.7,0.042,10,0.1,0.36
,14:12:26,6,3590,467.8,0.38,13.3,9,13.7,0.042,10,0.2,0.36
,14:12:27,6,3590,468.8,0.38,13.3,9,13.7,0.042,10,0.2,0.36
,14:12:28,6,3590,469.8,0.38,13.3,9,13.7,0.042,10,0.2,0.37
,14:12:29,6,3590,470.8,0.38,13.3,9,13.7,0.043,10,0.2,0.37
,14:12:30,6,3590,471.8,0.39,13.3,9,13.7,0.042,10,0.2,0.37
,14:12:31,6,3590,472.8,0.39,13.3,9,13.7,0.042,10,0.2,0.37
,14:12:32,6,3590,473.8,0.39,13.3,9,13.7,0.041,10,0.2,0.37
,14:12:33,6,3590,474.8,0.38,13.3,9,13.7,0.04,10,0.2,0.37
,14:12:34,6,3590,475.8,0.38,13.3,9,13.7,0.042,10,0.2,0.36
,14:12:35,6,3590,476.8,0.37,13.3,9,13.7,0.042,10,0.2,0.36
,14:12:36,6,3590,477.8,0.37,13.3,9,13.7,0.042,10,0.2,0.36
,14:12:37,6,3590,478.8,0.38,13.3,9,13.7,0.041,10,0.2,0.36
,14:12:38,6,3590,479.8,0.38,13.3,9,13.8,0.041,10,0.2,0.37
,14:12:39,6,3590,480.8,0.38,13.3,9,13.8,0.04,10,0.2,0.37
,14:12:40,6,3590,481.8,0.39,13.3,9,13.8,0.042,10,0.2,0.37
,14:12:41,6,3590,482.8,0.38,13.3,9,13.8,0.042,10,0.2,0.37
,14:12:42,6,3590,483.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:12:43,6,3590,484.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:12:44,6,3590,485.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:12:45,6,3590,486.8,0.38,13.3,9,13.8,0.041,10,0.2,0.37
,14:12:46,6,3590,487.8,0.38,13.3,9,13.8,0.043,10,0.2,0.37
,14:12:47,6,3590,488.8,0.38,13.3,9,13.8,0.042,10,0.2,0.37
,14:12:48,6,3590,489.8,0.38,13.3,9,13.8,0.042,10,0.2,0.37
,14:12:49,6,3590,490.8,0.38,13.3,9,13.8,0.04,10,0.2,0.37
,14:12:50,6,3590,491.8,0.39,13.3,10,13.8,0.04,10,0.2,0.37
,14:12:51,6,3590,492.8,0.38,13.3,10,13.8,0.039,10,0.2,0.37
,14:12:52,6,3590,493.8,0.39,13.3,9,13.8,0.041,10,0.2,0.37
,14:12:53,6,3590,494.8,0.38,13.3,9,13.8,0.04,10,0.2,0.37
,14:12:54,6,3590,495.8,0.38,13.3,9,13.8,0.04,10,0.2,0.36
,14:12:55,6,3590,496.8,0.38,13.3,9,13.8,0.041,10,0.2,0.36
,14:12:56,6,3590,497.8,0.37,13.3,9,13.8,0.042,10,0.2,0.36
,14:12:57,6,3590,498.8,0.37,13.3,9,13.8,0.041,10,0.2,0.36
,14:12:58,6,3590,499.8,0.37,13.3,9,13.8,0.041,10,0.2,0.36
,14:12:59,6,3590,500.8,0.38,13.3,9,13.8,0.042,10,0.3,0.36
,14:13:00,6,3590,501.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:13:01,6,3590,502.8,0.38,13.3,9,13.8,0.041,10,0.3,0.37
,14:13:02,6,3590,503.8,0.38,13.3,9,13.8,0.041,10,0.3,0.37
,14:13:03,6,3590,504.8,0.38,13.3,9,13.8,0.042,10,0.3,0.37
,14:13:04,6,3590,505.8,0.39,13.3,9,13.8,0.042,10,0.3,0.37
,14:13:05,6,3590,506.8,0.38,13.3,9,13.8,0.041,10,0.3,0.37
,14:13:06,6,3590,507.8,0.38,13.3,9,13.8,0.041,10,0.2,0.36
,14:13:07,6,3590,508.8,0.37,13.3,9,13.8,0.041,10,0.2,0.36
,14:13:08,6,3590,509.8,0.38,13.3,9,13.8,0.041,10,0.2,0.36
,14:13:09,6,3590,510.8,0.38,13.3,9,13.8,0.04,10,0.2,0.36
,14:13:10,6,3590,511.8,0.38,13.3,9,13.8,0.041,10,0.2,0.36
,14:13:11,6,3590,512.8,0.38,13.3,9,13.8,0.043,10,0.2,0.37
,14:13:12,6,3590,513.8,0.38,13.3,9,13.8,0.043,10,0.2,0.37
,14:13:13,6,3590,514.8,0.39,13.3,9,13.8,0.041,10,0.2,0.37
,14:13:14,6,3590,515.8,0.39,13.3,9,13.8,0.041,10,0.2,0.37
,14:13:15,6,3590,516.8,0.39,13.3,9,13.8,0.042,10,0.2,0.37
,14:13:16,6,3590,517.8,0.38,13.3,9,13.8,0.042,10,0.3,0.37
,14:13:17,6,3590,518.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:13:18,6,3590,519.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:13:19,6,3590,520.8,0.38,13.3,9,13.8,0.041,10,0.3,0.36
,14:13:20,6,3590,521.8,0.38,13.3,9,13.8,0.042,10,0.3,0.37
,14:13:21,6,3590,522.8,0.38,13.3,9,13.8,0.042,10,0.4,0.37
,14:13:22,6,3590,523.8,0.38,13.3,9,13.8,0.041,10,0.4,0.37
,14:13:23,6,3590,524.8,0.38,13.3,9,13.8,0.041,10,0.3,0.37
,14:13:24,6,3590,525.8,0.38,13.3,9,13.8,0.04,10,0.3,0.36
,14:13:25,6,3590,526.8,0.38,13.3,9,13.8,0.04,10,0.3,0.36
,14:13:26,6,3590,527.8,0.38,13.3,9,13.8,0.04,10,0.3,0.36
,14:13:27,6,3590,528.8,0.38,13.3,9,13.8,0.041,10,0.4,0.36
,14:13:28,6,3590,529.8,0.38,13.3,9,13.8,0.041,10,0.4,0.36
,14:13:29,6,3590,530.8,0.38,13.3,9,13.8,0.041,10,0.5,0.36
,14:13:30,6,3590,531.8,0.38,13.3,9,13.8,0.041,10,0.5,0.36
,14:13:31,6,3590,532.8,0.38,13.3,9,13.8,0.042,10,0.5,0.36
,14:13:32,6,3590,533.8,0.38,13.3,9,13.8,0.041,10,0.5,0.37
,14:13:33,6,3590,534.8,0.38,13.3,9,13.8,0.041,10,0.5,0.37
,14:13:34,6,3590,535.8,0.38,13.3,9,13.8,0.042,10,0.4,0.37
,14:13:35,6,3590,536.8,0.38,13.3,9,13.7,0.042,10,0.4,0.37
,14:13:36,6,3590,537.8,0.38,13.3,9,13.7,0.041,10,0.4,0.37
,14:13:37,6,3590,538.8,0.38,13.3,9,13.7,0.041,10,0.4,0.36
,14:13:38,6,3590,539.8,0.38,13.3,9,13.7,0.041,10,0.4,0.36
,14:13:39,6,3590,540.8,0.38,13.3,9,13.7,0.041,10,0.4,0.36
,14:13:40,6,3590,541.8,0.38,13.3,9,13.7,0.041,10,0.4,0.36
,14:13:41,6,3590,542.8,0.38,13.3,9,13.7,0.041,10,0.4,0.36
,14:13:42,6,3590,543.8,0.38,13.3,9,13.7,0.04,10,0.4,0.36
,14:13:43,6,3590,544.8,0.38,13.3,9,13.7,0.04,10,0.4,0.36
,14:13:44,6,3590,545.8,0.38,13.3,10,13.7,0.039,10,0.4,0.36
,14:13:45,6,3590,546.8,0.38,13.3,10,13.7,0.039,10,0.4,0.36
,14:13:46,6,3590,547.8,0.38,13.3,9,13.7,0.04,10,0.4,0.37
,14:13:47,6,3590,548.8,0.38,13.3,9,13.7,0.04,10,0.4,0.37
,14:13:48,6,3590,549.8,0.38,13.3,9,13.7,0.04,10,0.4,0.36
,14:13:49,6,3590,550.8,0.37,13.3,9,13.7,0.04,10,0.4,0.36
,14:13:50,6,3590,551.8,0.37,13.3,9,13.7,0.04,10,0.4,0.35
,14:13:51,6,3590,552.8,0.37,13.3,9,13.7,0.04,10,0.4,0.36
,14:13:52,6,3590,553.8,0.37,13.3,9,13.7,0.04,10,0.5,0.36
,14:13:53,6,3590,554.8,0.37,13.3,9,13.7,0.04,10,0.6,0.36
,14:13:54,6,3590,555.8,0.37,13.3,9,13.7,0.042,10,1,0.36
,14:13:55,6,3590,556.8,0.38,13.3,9,13.7,0.041,10,1.1,0.36
,14:13:56,6,3590,557.8,0.38,13.3,9,13.6,0.041,10,1.3,0.36
,14:13:57,6,3590,558.8,0.38,13.3,9,13.6,0.041,10,1.6,0.36
,14:13:58,6,3590,559.8,0.38,13.3,9,13.6,0.041,10,2.4,0.36
,14:13:59,6,3590,560.8,0.38,13.3,9,13.6,0.041,10,2.9,0.36
,14:14:00,6,3590,561.8,0.38,13.3,9,13.6,0.041,10,2.7,0.36
,14:14:01,6,3590,562.8,0.38,13.3,9,13.6,0.042,10,1.7,0.37
,14:14:02,6,3590,563.8,0.39,13.3,9,13.6,0.043,10,1.1,0.37
,14:14:03,6,3590,564.8,0.39,13.3,9,13.6,0.042,10,0.9,0.37
,14:14:04,6,3590,565.8,0.38,13.3,9,13.6,0.042,10,0.8,0.37
,14:14:05,6,3590,566.8,0.38,13.3,9,13.6,0.042,10,0.7,0.37
,14:14:06,6,3590,567.8,0.38,13.3,9,13.6,0.042,10,0.7,0.37
,14:14:07,6,3590,568.8,0.38,13.3,9,13.6,0.042,10,0.8,0.37
,14:14:08,6,3590,569.8,0.39,13.3,9,13.6,0.043,10,0.8,0.37
,14:14:09,6,3590,570.8,0.39,13.3,9,13.6,0.041,10,0.8,0.37
,14:14:10,6,3590,571.8,0.39,13.3,9,13.6,0.041,10,0.8,0.38
,14:14:11,6,3590,572.8,0.39,13.3,9,13.5,0.043,10,0.8,0.38
,14:14:12,6,3590,573.8,0.39,13.3,9,13.5,0.042,10,0.8,0.38
,14:14:13,6,3590,574.8,0.39,13.3,9,13.5,0.042,10,0.8,0.38
,14:14:14,6,3590,575.8,0.39,13.3,9,13.5,0.043,10,0.8,0.38
,14:14:15,6,3590,576.8,0.4,13.3,9,13.5,0.043,10,0.8,0.38
,14:14:16,6,3590,577.8,0.39,13.3,9,13.5,0.043,10,0.8,0.38
,14:14:17,6,3590,578.8,0.39,13.3,9,13.5,0.042,10,0.8,0.37
,14:14:18,6,3590,579.8,0.39,13.3,9,13.5,0.042,10,0.9,0.37
,14:14:19,6,3590,580.8,0.39,13.3,9,13.5,0.042,10,0.9,0.38
,14:14:20,6,3590,581.8,0.39,13.3,9,13.5,0.044,10,1,0.38
,14:14:21,6,3590,582.8,0.39,13.3,9,13.5,0.042,10,1,0.38
,14:14:22,6,3590,583.8,0.4,13.3,9,13.5,0.043,10,1,0.38
,14:14:23,6,3590,584.8,0.4,13.3,9,13.5,0.043,10,1,0.38
,14:14:24,6,3590,585.8,0.4,13.3,9,13.4,0.043,10,1,0.38
,14:14:25,6,3590,586.8,0.39,13.3,9,13.4,0.043,10,1,0.38
,14:14:26,6,3590,587.8,0.39,13.3,9,13.5,0.042,10,0.9,0.38
,14:14:27,6,3590,588.8,0.39,13.3,9,13.4,0.042,10,0.9,0.38
,14:14:28,6,3590,589.8,0.4,13.3,9,13.4,0.043,10,0.8,0.38
,14:14:29,6,3590,590.8,0.4,13.3,9,13.4,0.043,10,0.8,0.38
,14:14:30,6,3590,591.8,0.39,13.3,9,13.4,0.042,10,0.8,0.38
,14:14:31,6,3590,592.8,0.39,13.3,9,13.4,0.042,10,0.8,0.38
,14:14:32,6,3590,593.8,0.39,13.3,9,13.4,0.041,10,0.8,0.38
,14:14:33,6,3590,594.8,0.39,13.3,9,13.4,0.041,10,0.8,0.38
,14:14:34,6,3590,595.8,0.39,13.3,10,13.4,0.04,10,0.8,0.38
,14:14:35,6,3590,596.8,0.39,13.3,10,13.4,0.04,10,0.8,0.37
,14:14:36,6,3590,597.8,0.39,13.3,10,13.4,0.04,10,0.9,0.37
,14:14:37,6,3590,598.8,0.38,13.3,9,13.4,0.04,10,0.9,0.37
,14:14:38,6,3590,599.8,0.38,13.3,9,13.3,0.042,10,0.9,0.37
,14:14:39,6,3590,600.8,0.38,13.3,9,13.3,0.043,10,0.9,0.36
,14:14:40,6,3590,601.8,0.38,13.3,9,13.3,0.041,10,0.9,0.36
,14:14:41,6,3590,602.8,0.38,13.3,9,13.3,0.042,10,1,0.37
,14:14:42,6,3590,603.8,0.39,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:43,6,3590,604.8,0.39,13.3,9,13.3,0.042,10,0.8,0.38
,14:14:44,6,3590,605.8,0.39,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:45,6,3590,606.8,0.39,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:46,6,3590,607.8,0.39,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:47,6,3590,608.8,0.39,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:48,6,3590,609.8,0.38,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:49,6,3590,610.8,0.38,13.3,9,13.3,0.042,10,0.8,0.37
,14:14:50,6,3590,611.8,0.38,13.3,9,13.2,0.042,10,0.8,0.37
,14:14:51,6,3590,612.8,0.38,13.3,9,13.2,0.042,10,0.9,0.37
,14:14:52,6,3590,613.8,0.38,13.3,9,13.2,0.041,10,0.9,0.37
,14:14:53,6,3590,614.8,0.38,13.3,9,13.2,0.042,10,0.8,0.37
,14:14:54,6,3590,615.8,0.39,13.3,9,13.2,0.042,10,0.8,0.37
,14:14:55,6,3590,616.8,0.39,13.3,9,13.2,0.041,10,0.9,0.37
,14:14:56,6,3590,617.8,0.39,13.3,9,13.2,0.041,10,1.1,0.37
,14:14:57,6,3590,618.8,0.38,13.3,10,13.2,0.039,10,1.8,0.37
,14:14:58,6,3590,619.8,0.38,13.3,10,13.2,0.039,10,2.8,0.37
,14:14:59,6,3590,620.8,0.38,13.3,9,13.1,0.04,10,2.1,0.37
,14:15:00,6,3590,621.8,0.38,13.3,9,13.1,0.041,10,1.5,0.36
,14:15:01,6,3590,622.8,0.38,13.3,9,13.1,0.041,10,1.5,0.36
,14:15:02,6,3590,623.8,0.38,13.3,9,13.1,0.041,10,1.4,0.36
,14:15:03,6,3590,624.8,0.38,13.3,9,13.1,0.042,10,1.3,0.37
,14:15:04,6,3590,625.8,0.39,13.3,9,13.1,0.042,10,1.2,0.37
,14:15:05,6,3590,626.8,0.39,13.3,9,13.1,0.043,10,1.2,0.37
,14:15:06,6,3590,627.8,0.39,13.3,9,13.1,0.043,10,1.1,0.37
,14:15:07,6,3590,628.8,0.39,13.3,9,13.1,0.043,10,1.1,0.38
,14:15:08,6,3590,629.8,0.39,13.3,9,13.1,0.042,10,1.1,0.38
,14:15:09,6,3590,630.8,0.39,13.3,9,13.1,0.042,10,1.1,0.37
,14:15:10,6,3590,631.8,0.39,13.3,9,13.1,0.042,10,1.2,0.37
,14:15:11,6,3590,632.8,0.39,13.3,9,13,0.042,10,1.1,0.37
,14:15:12,6,3590,633.8,0.39,13.3,9,13,0.042,10,1.2,0.37
,14:15:13,6,3590,634.8,0.39,13.3,9,13,0.042,10,1.3,0.37
,14:15:14,6,3590,635.8,0.39,13.3,9,13,0.042,10,1.4,0.37
,14:15:15,6,3590,636.8,0.39,13.3,9,13,0.042,10,1.4,0.37
,14:15:16,6,3590,637.8,0.38,13.3,9,13,0.042,10,1.3,0.37
,14:15:17,6,3590,638.8,0.39,13.3,9,13,0.042,10,1.1,0.37
,14:15:18,6,3590,639.8,0.39,13.3,9,13,0.042,10,1.1,0.37
,14:15:19,6,3590,640.8,0.39,13.3,9,13,0.042,10,1.2,0.37
,14:15:20,6,3590,641.8,0.38,13.3,9,12.9,0.042,10,1.3,0.37
,14:15:21,6,3590,642.8,0.38,13.3,9,12.9,0.043,10,1.3,0.37
,14:15:22,6,3590,643.8,0.38,13.3,9,12.9,0.041,10,1.3,0.37
,14:15:23,6,3590,644.8,0.38,13.3,9,12.9,0.042,10,1.4,0.37
,14:15:24,6,3590,645.8,0.38,13.3,9,12.9,0.041,10,1.6,0.37
,14:15:25,6,3590,646.8,0.38,13.3,9,12.9,0.041,10,1.7,0.37
,14:15:26,6,3590,647.8,0.38,13.3,9,12.9,0.04,10,1.5,0.37
,14:15:27,6,3590,648.8,0.39,13.3,9,12.9,0.042,10,1.3,0.37
,14:15:28,6,3590,649.8,0.39,13.3,9,12.9,0.043,10,1.3,0.37
,14:15:29,6,3590,650.8,0.39,13.3,9,12.8,0.044,10,1.1,0.38
,14:15:30,6,3590,651.8,0.39,13.3,9,12.8,0.043,10,1.1,0.38
,14:15:31,6,3590,652.8,0.39,13.3,9,12.8,0.043,10,1.1,0.38
,14:15:32,6,3590,653.8,0.39,13.3,9,12.8,0.042,10,1.2,0.37
,14:15:33,6,3590,654.8,0.39,13.3,9,12.8,0.043,10,1.3,0.37
,14:15:34,6,3590,655.8,0.39,13.3,9,12.8,0.043,10,1.5,0.37
,14:15:35,6,3590,656.8,0.39,13.3,9,12.8,0.042,10,1.6,0.37
,14:15:36,6,3590,657.8,0.39,13.3,9,12.8,0.042,10,1.6,0.38
,14:15:37,6,3590,658.8,0.39,13.3,9,12.8,0.042,10,1.6,0.38
,14:15:38,6,3590,659.8,0.39,13.3,9,12.7,0.043,10,1.5,0.38
,14:15:39,6,3590,660.8,0.39,13.3,9,12.7,0.042,10,1.4,0.37
,14:15:40,6,3590,661.8,0.38,13.3,9,12.7,0.042,10,1.4,0.37
,14:15:41,6,3590,662.8,0.39,13.3,9,12.7,0.042,10,1.3,0.37
,14:15:42,6,3590,663.8,0.39,13.3,9,12.7,0.041,10,1.3,0.38
,14:15:43,6,3590,664.8,0.39,13.3,10,12.7,0.04,10,1.2,0.38
,14:15:44,6,3590,665.8,0.39,13.3,10,12.7,0.04,10,1.1,0.38
,14:15:45,6,3590,666.8,0.39,13.3,10,12.7,0.04,10,1.1,0.38
,14:15:46,6,3590,667.8,0.39,13.3,10,12.7,0.039,10,1.1,0.38
,14:15:47,6,3590,668.8,0.39,13.3,10,12.6,0.04,10,1,0.37
,14:15:48,6,3590,669.8,0.38,13.3,9,12.6,0.04,10,1,0.36
,14:15:49,6,3590,670.8,0.37,13.3,9,12.6,0.039,10,1,0.36
,14:15:50,6,3590,671.8,0.37,13.3,9,12.6,0.041,10,1,0.36
,14:15:51,6,3590,672.8,0.37,13.3,9,12.6,0.04,10,1,0.36
,14:15:52,6,3590,673.8,0.37,13.3,9,12.6,0.04,10,1.1,0.35
,14:15:53,6,3590,674.8,0.37,13.3,9,12.6,0.041,10,1,0.36
,14:15:54,6,3590,675.8,0.37,13.3,9,12.6,0.042,10,1,0.36
,14:15:55,6,3590,676.8,0.38,13.3,9,12.6,0.042,10,1,0.36
,14:15:56,6,3590,677.8,0.38,13.3,9,12.5,0.041,10,1,0.37
,14:15:57,6,3590,678.8,0.38,13.3,9,12.5,0.042,10,1.1,0.37
