Data file,,NYLATRON_DRY_T21_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:03:56 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_dry_t21_n2-h001.tsv,,,,,,,,,,
,10:50:57,5,3590,2820.5,2.68,13.3,7,22,0.373,10,49.9,2.58
,10:50:58,5,3590,2821.5,2.6,13.3,7,21,0.376,10,49.9,2.51
,10:50:59,5,3590,2822.5,2.57,13.3,7,21,0.372,10,49.9,2.48
,10:51:00,5,3590,2823.5,2.57,13.3,7,21,0.372,10,49.9,2.48
,10:51:01,5,3590,2824.5,2.59,13.3,7,22,0.36,10,49.9,2.5
,10:51:02,5,3590,2825.5,2.6,13.3,7,22,0.363,10,49.9,2.52
,10:51:03,5,3590,2826.5,2.62,13.3,7,21,0.365,10,49.9,2.53
,10:51:04,5,3590,2827.5,2.62,13.3,7,22,0.379,10,49.9,2.53
,10:51:05,5,3590,2828.5,2.62,13.3,7,21,0.379,10,49.9,2.53
,10:51:06,5,3590,2829.5,2.63,13.3,7,21,0.379,10,49.9,2.53
,10:51:07,5,3590,2830.5,2.65,13.3,7,21,0.382,10,49.9,2.56
,10:51:08,5,3590,2831.5,2.68,13.3,7,21,0.373,10,49.9,2.59
,10:51:09,5,3590,2832.5,2.71,13.3,7,21,0.364,10,49.9,2.61
,10:51:10,5,3590,2833.5,2.72,13.3,7,21,0.379,10,49.9,2.63
,10:51:11,5,3590,2834.5,2.72,13.3,7,21,0.393,10,49.9,2.62
,10:51:12,5,3590,2835.5,2.72,13.3,7,21,0.392,10,49.9,2.62
,10:51:13,5,3590,2836.5,2.71,13.3,7,21,0.378,10,50,2.62
,10:51:14,5,3590,2837.5,2.71,13.3,7,22,0.364,10,50,2.61
,10:51:15,5,3590,2838.5,2.69,13.3,7,22,0.362,10,49.9,2.6
,10:51:16,5,3590,2839.5,2.69,13.3,7,21,0.374,10,49.9,2.59
,10:51:17,5,3590,2840.5,2.69,13.3,7,22,0.388,10,49.9,2.6
,10:51:18,5,3590,2841.5,2.7,13.3,7,22,0.39,10,49.9,2.61
,10:51:19,5,3590,2842.5,2.71,13.3,7,22,0.378,10,49.9,2.62
,10:51:20,5,3590,2843.5,2.72,13.3,7,21,0.379,10,49.9,2.63
,10:51:21,5,3590,2844.5,2.73,13.3,7,21,0.38,10,49.9,2.64
,10:51:22,5,3590,2845.5,2.73,13.3,7,21,0.41,10,49.9,2.64
,10:51:23,5,3590,2846.5,2.74,13.3,7,21,0.396,10,49.9,2.65
,10:51:24,5,3590,2847.5,2.75,13.3,7,21,0.383,10,49.9,2.65
,10:51:25,5,3590,2848.5,2.74,13.3,7,21,0.382,10,49.9,2.65
,10:51:26,5,3590,2849.5,2.73,13.3,7,22,0.38,10,49.9,2.63
,10:51:27,5,3590,2850.5,2.72,13.3,7,21,0.392,10,49.9,2.62
,10:51:28,5,3590,2851.5,2.71,13.3,7,21,0.391,10,49.9,2.61
,10:51:29,5,3590,2852.5,2.71,13.3,7,22,0.392,10,49.9,2.62
,10:51:30,5,3590,2853.5,2.73,13.3,7,21,0.38,10,49.9,2.64
,10:51:31,5,3590,2854.5,2.75,13.3,7,22,0.369,10,49.9,2.65
,10:51:32,5,3590,2855.5,2.76,13.3,7,22,0.384,10,50,2.66
,10:51:33,5,3590,2856.5,2.75,13.3,7,21,0.398,10,49.9,2.66
,10:51:34,5,3590,2857.5,2.76,13.3,7,21,0.398,10,49.9,2.67
,10:51:35,5,3590,2858.5,2.77,13.3,7,21,0.4,10,49.9,2.67
,10:51:36,5,3590,2859.5,2.78,13.3,7,21,0.401,10,49.9,2.68
,10:51:37,5,3590,2860.5,2.79,13.3,7,22,0.389,10,50,2.69
,10:51:38,5,3590,2861.5,2.79,13.3,7,22,0.375,10,49.9,2.69
,10:51:39,5,3590,2862.5,2.79,13.3,7,22,0.388,10,49.9,2.69
,10:51:40,5,3590,2863.5,2.77,13.3,7,21,0.401,10,49.9,2.68
,10:51:41,5,3590,2864.5,2.77,13.3,7,21,0.401,10,49.9,2.68
,10:51:42,5,3590,2865.5,2.78,13.3,7,21,0.402,10,49.9,2.69
,10:51:43,5,3590,2866.5,2.79,13.3,7,21,0.388,10,49.9,2.69
,10:51:44,5,3590,2867.5,2.79,13.3,7,21,0.389,10,49.9,2.7
,10:51:45,5,3590,2868.5,2.8,13.3,7,21,0.39,10,49.9,2.71
,10:51:46,5,3590,2869.5,2.82,13.3,7,21,0.407,10,49.9,2.72
,10:51:47,5,3590,2870.5,2.83,13.3,7,21,0.408,10,49.9,2.73
,10:51:48,5,3590,2871.5,2.84,13.3,7,22,0.41,10,49.9,2.74
,10:51:49,5,3590,2872.5,2.85,13.3,7,21,0.384,10,49.9,2.75
,10:51:50,5,3590,2873.5,2.85,13.3,7,22,0.383,10,49.9,2.75
,10:51:51,5,3590,2874.5,2.83,13.3,7,22,0.381,10,49.9,2.73
,10:51:52,5,3590,2875.5,2.81,13.3,7,21,0.406,10,49.9,2.71
,10:51:53,5,3590,2876.5,2.81,13.3,7,21,0.405,10,49.9,2.71
,10:51:54,5,3590,2877.5,2.81,13.3,7,22,0.406,10,50,2.71
,10:51:55,5,3590,2878.5,2.82,13.3,7,22,0.393,10,49.9,2.72
,10:51:56,5,3590,2879.5,2.83,13.3,7,22,0.394,10,49.9,2.73
,10:51:57,5,3590,2880.5,2.83,13.3,7,22,0.409,10,50,2.73
,10:51:58,5,3590,2881.5,2.83,13.3,7,22,0.409,10,49.9,2.73
,10:51:59,5,3590,2882.5,2.83,13.3,7,22,0.409,10,49.9,2.73
,10:52:00,5,3590,2883.5,2.83,13.3,7,22,0.409,10,50,2.73
,10:52:01,5,3590,2884.5,2.84,13.3,7,21,0.382,10,50,2.74
,10:52:02,5,3590,2885.5,2.84,13.3,8,21,0.369,10,49.9,2.74
,10:52:03,5,3590,2886.5,2.83,13.3,7,21,0.394,10,49.9,2.73
,10:52:04,5,3590,2887.5,2.82,13.3,7,21,0.407,10,50,2.72
,10:52:05,5,3590,2888.5,2.82,13.3,7,21,0.408,10,49.9,2.73
,10:52:06,5,3590,2889.5,2.83,13.3,7,21,0.409,10,49.9,2.74
,10:52:07,5,3590,2890.5,2.85,13.3,7,21,0.396,10,50,2.75
,10:52:08,5,3590,2891.5,2.85,13.3,7,22,0.397,10,49.9,2.75
,10:52:09,5,3590,2892.5,2.85,13.3,7,22,0.397,10,49.9,2.75
,10:52:10,5,3590,2893.5,2.84,13.3,7,22,0.396,10,49.9,2.74
,10:52:11,5,3590,2894.5,2.84,13.3,7,21,0.41,10,49.9,2.74
,10:52:12,5,3590,2895.5,2.84,13.3,7,21,0.427,10,49.9,2.74
,10:52:13,5,3590,2896.5,2.86,13.3,7,21,0.413,10,50,2.76
,10:52:14,5,3590,2897.5,2.88,13.3,7,22,0.415,10,50,2.78
,10:52:15,5,3590,2898.5,2.88,13.3,7,22,0.388,10,49.9,2.78
,10:52:16,5,3590,2899.5,2.88,13.3,7,22,0.388,10,49.9,2.78
,10:52:17,5,3590,2900.5,2.88,13.3,7,21,0.402,10,50,2.78
,10:52:18,5,3590,2901.5,2.88,13.3,7,21,0.416,10,50,2.78
,10:52:19,5,3590,2902.5,2.87,13.3,7,21,0.415,10,49.9,2.77
,10:52:20,5,3590,2903.5,2.86,13.3,7,21,0.413,10,49.9,2.76
,10:52:21,5,3590,2904.5,2.85,13.3,7,21,0.411,10,49.9,2.74
,10:52:22,5,3590,2905.5,2.84,13.3,7,22,0.41,10,49.9,2.74
,10:52:23,5,3590,2906.5,2.84,13.3,7,22,0.41,10,49.9,2.74
,10:52:24,5,3590,2907.5,2.85,13.3,7,22,0.397,10,50,2.75
,10:52:25,5,3590,2908.5,2.87,13.3,7,22,0.386,10,49.9,2.77
,10:52:26,5,3590,2909.5,2.88,13.3,7,22,0.387,10,49.9,2.78
,10:52:27,5,3590,2910.5,2.88,13.3,7,21,0.401,10,49.9,2.78
,10:52:28,5,3590,2911.5,2.87,13.3,7,21,0.414,10,49.9,2.77
,10:52:29,5,3590,2912.5,2.85,13.3,7,21,0.411,10,49.9,2.75
,10:52:30,5,3590,2913.5,2.83,13.3,7,21,0.395,10,50,2.74
,10:52:31,5,3590,2914.5,2.83,13.3,7,21,0.409,10,49.9,2.74
,10:52:32,5,3590,2915.5,2.84,13.3,7,21,0.41,10,49.9,2.74
,10:52:33,5,3590,2916.5,2.86,13.3,7,22,0.413,10,49.9,2.76
,10:52:34,5,3590,2917.5,2.87,13.3,7,22,0.414,10,49.9,2.77
,10:52:35,5,3590,2918.5,2.87,13.3,7,22,0.415,10,50,2.78
,10:52:36,5,3590,2919.5,2.89,13.3,7,22,0.402,10,50,2.79
,10:52:37,5,3590,2920.5,2.9,13.3,7,22,0.403,10,49.9,2.8
,10:52:38,5,3590,2921.5,2.89,13.3,8,22,0.376,10,49.9,2.79
,10:52:39,5,3590,2922.5,2.88,13.3,7,22,0.387,10,49.9,2.78
,10:52:40,5,3590,2923.5,2.87,13.3,7,21,0.399,10,50,2.77
,10:52:41,5,3590,2924.5,2.87,13.3,7,21,0.414,10,49.9,2.77
,10:52:42,5,3590,2925.5,2.87,13.3,7,21,0.415,10,49.9,2.77
,10:52:43,5,3590,2926.5,2.88,13.3,7,21,0.415,10,49.9,2.78
,10:52:44,5,3590,2927.5,2.87,13.3,7,22,0.415,10,49.9,2.77
,10:52:45,5,3590,2928.5,2.86,13.3,7,22,0.414,10,50,2.76
,10:52:46,5,3590,2929.5,2.85,13.3,7,22,0.397,10,49.9,2.75
,10:52:47,5,3590,2930.5,2.84,13.3,7,22,0.382,10,49.9,2.74
,10:52:48,5,3590,2931.5,2.83,13.3,7,22,0.381,10,50,2.73
,10:52:49,5,3590,2932.5,2.83,13.3,7,21,0.395,10,49.9,2.74
,10:52:50,5,3590,2933.5,2.84,13.3,7,21,0.411,10,49.9,2.75
,10:52:51,5,3590,2934.5,2.86,13.3,7,21,0.413,10,49.9,2.76
,10:52:52,5,3590,2935.5,2.87,13.3,7,21,0.414,10,49.9,2.77
,10:52:53,5,3590,2936.5,2.86,13.3,7,22,0.399,10,50,2.76
,10:52:54,5,3590,2937.5,2.86,13.3,7,21,0.398,10,50,2.76
,10:52:55,5,3590,2938.5,2.85,13.3,7,21,0.383,10,49.9,2.75
,10:52:56,5,3590,2939.5,2.84,13.3,7,21,0.381,10,49.9,2.74
,10:52:57,5,3590,2940.5,2.83,13.3,7,21,0.394,10,49.9,2.73
,10:52:58,5,3590,2941.5,2.82,13.3,7,21,0.408,10,49.9,2.73
,10:52:59,5,3590,2942.5,2.83,13.3,7,21,0.408,10,49.9,2.73
,10:53:00,5,3590,2943.5,2.83,13.3,7,21,0.424,10,49.9,2.73
,10:53:01,5,3590,2944.5,2.84,13.3,7,22,0.41,10,49.9,2.74
,10:53:02,5,3590,2945.5,2.85,13.3,7,22,0.411,10,49.9,2.75
,10:53:03,5,3590,2946.5,2.86,13.3,7,22,0.398,10,50,2.76
,10:53:04,5,3590,2947.5,2.86,13.3,7,21,0.385,10,49.9,2.76
,10:53:05,5,3590,2948.5,2.86,13.3,7,21,0.385,10,49.9,2.76
,10:53:06,5,3590,2949.5,2.86,13.3,7,21,0.384,10,50,2.76
,10:53:07,5,3590,2950.5,2.86,13.3,7,21,0.398,10,50,2.76
,10:53:08,5,3590,2951.5,2.84,13.3,7,21,0.41,10,49.9,2.74
,10:53:09,5,3590,2952.5,2.84,13.3,7,21,0.426,10,49.9,2.74
,10:53:10,5,3590,2953.5,2.84,13.3,7,21,0.426,10,49.9,2.74
,10:53:11,5,3590,2954.5,2.87,13.3,7,21,0.415,10,49.9,2.78
,10:53:12,5,3590,2955.5,2.89,13.3,7,21,0.402,10,49.9,2.79
,10:53:13,5,3590,2956.5,2.89,13.3,7,22,0.417,10,50,2.79
,10:53:14,5,3590,2957.5,2.87,13.3,7,22,0.414,10,49.9,2.76
,10:53:15,5,3590,2958.5,2.85,13.3,7,22,0.397,10,49.9,2.75
,10:53:16,5,3590,2959.5,2.85,13.3,7,22,0.383,10,49.9,2.75
,10:53:17,5,3590,2960.5,2.86,13.3,8,21,0.372,10,50,2.76
,10:53:18,5,3590,2961.5,2.87,13.3,7,21,0.386,10,49.9,2.77
,10:53:19,5,3590,2962.5,2.87,13.3,7,21,0.4,10,49.9,2.77
,10:53:20,5,3590,2963.5,2.87,13.3,7,21,0.414,10,49.9,2.77
,10:53:21,5,3590,2964.5,2.87,13.3,7,21,0.414,10,49.9,2.76
,10:53:22,5,3590,2965.5,2.87,13.3,7,21,0.415,10,49.9,2.77
,10:53:23,5,3590,2966.5,2.89,13.3,7,21,0.417,10,49.9,2.79
,10:53:24,5,3590,2967.5,2.89,13.3,7,21,0.417,10,49.9,2.79
,10:53:25,5,3590,2968.5,2.89,13.3,7,21,0.417,10,49.9,2.78
,10:53:26,5,3590,2969.5,2.88,13.3,7,21,0.416,10,50,2.78
,10:53:27,5,3590,2970.5,2.89,13.3,7,22,0.417,10,49.9,2.79
,10:53:28,5,3590,2971.5,2.89,13.3,7,22,0.418,10,49.9,2.79
,10:53:29,5,3590,2972.5,2.91,13.3,7,22,0.405,10,49.9,2.81
,10:53:30,5,3590,2973.5,2.91,13.3,7,22,0.391,10,49.9,2.81
,10:53:31,5,3590,2974.5,2.91,13.3,8,21,0.378,10,49.9,2.8
,10:53:32,5,3590,2975.5,2.9,13.3,8,21,0.377,10,49.9,2.8
,10:53:33,5,3590,2976.5,2.88,13.3,7,21,0.401,10,49.9,2.78
,10:53:34,5,3590,2977.5,2.86,13.3,7,21,0.413,10,50,2.76
,10:53:35,5,3590,2978.5,2.85,13.3,7,21,0.412,10,49.9,2.75
,10:53:36,5,3590,2979.5,2.87,13.3,7,21,0.415,10,50,2.77
,10:53:37,5,3590,2980.5,2.9,13.3,7,21,0.434,10,49.9,2.8
,10:53:38,5,3590,2981.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:53:39,5,3590,2982.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:53:40,5,3590,2983.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:53:41,5,3590,2984.5,2.9,13.3,7,22,0.419,10,49.9,2.8
,10:53:42,5,3590,2985.5,2.9,13.3,7,22,0.418,10,49.9,2.79
,10:53:43,5,3590,2986.5,2.89,13.3,7,22,0.417,10,50,2.78
,10:53:44,5,3590,2987.5,2.88,13.3,7,22,0.416,10,50,2.78
,10:53:45,5,3590,2988.5,2.88,13.3,7,22,0.402,10,50,2.78
,10:53:46,5,3590,2989.5,2.88,13.3,8,22,0.375,10,49.9,2.78
,10:53:47,5,3590,2990.5,2.88,13.3,8,21,0.375,10,50,2.78
,10:53:48,5,3590,2991.5,2.88,13.3,7,21,0.387,10,49.9,2.77
,10:53:49,5,3590,2992.5,2.86,13.3,7,21,0.398,10,50,2.76
,10:53:50,5,3590,2993.5,2.84,13.3,7,21,0.411,10,50,2.74
,10:53:51,5,3590,2994.5,2.85,13.3,7,21,0.412,10,49.9,2.75
,10:53:52,5,3590,2995.5,2.88,13.3,7,21,0.415,10,49.9,2.78
,10:53:53,5,3590,2996.5,2.9,13.3,7,21,0.418,10,50,2.8
,10:53:54,5,3590,2997.5,2.89,13.3,7,21,0.418,10,49.9,2.79
,10:53:55,5,3590,2998.5,2.89,13.3,7,21,0.418,10,49.9,2.8
,10:53:56,5,3590,2999.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:53:57,5,3590,3000.5,2.91,13.3,7,21,0.421,10,49.9,2.81
,10:53:58,5,3590,3001.5,2.92,13.3,7,22,0.422,10,49.9,2.82
,10:53:59,5,3590,3002.5,2.92,13.3,7,22,0.421,10,49.9,2.82
,10:54:00,5,3590,3003.5,2.91,13.3,7,22,0.42,10,49.9,2.81
,10:54:01,5,3590,3004.5,2.9,13.3,7,22,0.419,10,50,2.8
,10:54:02,5,3590,3005.5,2.89,13.3,7,22,0.403,10,50,2.79
,10:54:03,5,3590,3006.5,2.88,13.3,7,22,0.387,10,49.9,2.78
,10:54:04,5,3590,3007.5,2.87,13.3,7,21,0.386,10,50,2.77
,10:54:05,5,3590,3008.5,2.87,13.3,7,21,0.386,10,49.9,2.77
,10:54:06,5,3590,3009.5,2.88,13.3,8,21,0.374,10,49.9,2.78
,10:54:07,5,3590,3010.5,2.89,13.3,8,21,0.376,10,49.9,2.79
,10:54:08,5,3590,3011.5,2.89,13.3,8,21,0.376,10,49.9,2.79
,10:54:09,5,3590,3012.5,2.88,13.3,8,21,0.374,10,49.9,2.78
,10:54:10,5,3590,3013.5,2.86,13.3,7,21,0.384,10,49.9,2.76
,10:54:11,5,3590,3014.5,2.84,13.3,7,21,0.396,10,50,2.74
,10:54:12,5,3590,3015.5,2.83,13.3,7,21,0.395,10,49.9,2.74
,10:54:13,5,3590,3016.5,2.83,13.3,7,21,0.409,10,50,2.73
,10:54:14,5,3590,3017.5,2.83,13.3,7,21,0.424,10,49.9,2.73
,10:54:15,5,3590,3018.5,2.84,13.3,7,21,0.425,10,49.9,2.74
,10:54:16,5,3590,3019.5,2.86,13.3,7,21,0.428,10,49.9,2.76
,10:54:17,5,3590,3020.5,2.87,13.3,7,21,0.431,10,49.9,2.77
,10:54:18,5,3590,3021.5,2.87,13.3,7,21,0.414,10,49.9,2.77
,10:54:19,5,3590,3022.5,2.87,13.3,7,21,0.414,10,49.9,2.76
,10:54:20,5,3590,3023.5,2.86,13.3,7,21,0.429,10,49.9,2.76
,10:54:21,5,3590,3024.5,2.86,13.3,7,21,0.429,10,49.9,2.76
,10:54:22,5,3590,3025.5,2.85,13.3,7,21,0.428,10,49.9,2.75
,10:54:23,5,3590,3026.5,2.85,13.3,7,21,0.412,10,49.9,2.76
,10:54:24,5,3590,3027.5,2.86,13.3,7,21,0.413,10,49.9,2.76
,10:54:25,5,3590,3028.5,2.87,13.3,7,21,0.43,10,49.9,2.77
,10:54:26,5,3590,3029.5,2.87,13.3,7,21,0.415,10,49.9,2.77
,10:54:27,5,3590,3030.5,2.89,13.3,7,21,0.417,10,49.9,2.79
,10:54:28,5,3590,3031.5,2.9,13.3,7,21,0.418,10,49.9,2.8
,10:54:29,5,3590,3032.5,2.89,13.3,7,21,0.418,10,49.9,2.79
,10:54:30,5,3590,3033.5,2.89,13.3,7,21,0.418,10,49.9,2.79
,10:54:31,5,3590,3034.5,2.91,13.3,7,22,0.421,10,49.9,2.81
,10:54:32,5,3590,3035.5,2.93,13.3,7,22,0.408,10,49.9,2.83
,10:54:33,5,3590,3036.5,2.94,13.3,7,22,0.425,10,49.9,2.84
,10:54:34,5,3590,3037.5,2.95,13.3,7,22,0.426,10,49.9,2.84
,10:54:35,5,3590,3038.5,2.96,13.3,7,22,0.427,10,49.9,2.85
,10:54:36,5,3590,3039.5,2.97,13.3,7,22,0.413,10,49.9,2.86
,10:54:37,5,3590,3040.5,2.95,13.3,7,22,0.411,10,49.9,2.85
,10:54:38,5,3590,3041.5,2.93,13.3,7,22,0.424,10,49.9,2.83
,10:54:39,5,3590,3042.5,2.93,13.3,7,22,0.424,10,49.9,2.83
,10:54:40,5,3590,3043.5,2.95,13.3,7,22,0.411,10,50,2.85
,10:54:41,5,3590,3044.5,2.97,13.3,7,22,0.399,10,49.9,2.87
,10:54:42,5,3590,3045.5,2.96,13.3,7,22,0.398,10,49.9,2.86
,10:54:43,5,3590,3046.5,2.94,13.3,7,22,0.395,10,49.9,2.83
,10:54:44,5,3590,3047.5,2.92,13.3,7,22,0.393,10,49.9,2.82
,10:54:45,5,3590,3048.5,2.92,13.3,8,21,0.379,10,50,2.81
,10:54:46,5,3590,3049.5,2.92,13.3,8,22,0.38,10,50,2.82
,10:54:47,5,3590,3050.5,2.91,13.3,8,22,0.379,10,49.9,2.81
,10:54:48,5,3590,3051.5,2.88,13.3,7,22,0.388,10,49.9,2.78
,10:54:49,5,3590,3052.5,2.84,13.3,7,22,0.411,10,50,2.74
,10:54:50,5,3590,3053.5,2.81,13.3,7,22,0.406,10,50,2.71
,10:54:51,5,3590,3054.5,2.78,13.3,7,22,0.417,10,50,2.68
,10:54:52,5,3590,3055.5,2.77,13.3,7,21,0.416,10,50,2.67
,10:54:53,5,3590,3056.5,2.78,13.3,7,22,0.418,10,49.9,2.69
,10:54:54,5,3590,3057.5,2.81,13.3,7,21,0.422,10,49.9,2.72
,10:54:55,5,3590,3058.5,2.84,13.3,7,21,0.41,10,49.9,2.74
,10:54:56,5,3590,3059.5,2.85,13.3,7,21,0.412,10,49.9,2.75
,10:54:57,5,3590,3060.5,2.86,13.3,7,21,0.413,10,49.9,2.76
,10:54:58,5,3590,3061.5,2.86,13.3,7,22,0.413,10,50,2.76
,10:54:59,5,3590,3062.5,2.87,13.3,7,22,0.414,10,49.9,2.77
,10:55:00,5,3590,3063.5,2.87,13.3,7,22,0.4,10,49.9,2.78
,10:55:01,5,3590,3064.5,2.88,13.3,7,22,0.402,10,50,2.78
,10:55:02,5,3590,3065.5,2.88,13.3,7,22,0.388,10,49.9,2.79
,10:55:03,5,3590,3066.5,2.89,13.3,7,22,0.388,10,49.9,2.79
,10:55:04,5,3590,3067.5,2.89,13.3,7,22,0.402,10,49.9,2.79
,10:55:05,5,3590,3068.5,2.89,13.3,7,21,0.403,10,49.9,2.79
,10:55:06,5,3590,3069.5,2.89,13.3,7,22,0.417,10,49.9,2.79
,10:55:07,5,3590,3070.5,2.89,13.3,7,21,0.417,10,49.9,2.79
,10:55:08,5,3590,3071.5,2.89,13.3,7,21,0.417,10,49.9,2.79
,10:55:09,5,3590,3072.5,2.89,13.3,7,22,0.418,10,49.9,2.79
,10:55:10,5,3590,3073.5,2.9,13.3,7,22,0.419,10,49.9,2.8
,10:55:11,5,3590,3074.5,2.9,13.3,7,22,0.419,10,49.9,2.8
,10:55:12,5,3590,3075.5,2.91,13.3,7,22,0.42,10,49.9,2.81
,10:55:13,5,3590,3076.5,2.9,13.3,7,22,0.419,10,49.9,2.81
,10:55:14,5,3590,3077.5,2.92,13.3,7,22,0.406,10,50,2.81
,10:55:15,5,3590,3078.5,2.93,13.3,7,22,0.408,10,49.9,2.82
,10:55:16,5,3590,3079.5,2.93,13.3,7,22,0.394,10,49.9,2.83
,10:55:17,5,3590,3080.5,2.92,13.3,8,22,0.38,10,50,2.82
,10:55:18,5,3590,3081.5,2.91,13.3,8,22,0.378,10,50,2.81
,10:55:19,5,3590,3082.5,2.91,13.3,8,22,0.378,10,49.9,2.81
,10:55:20,5,3590,3083.5,2.89,13.3,7,22,0.389,10,49.9,2.79
,10:55:21,5,3590,3084.5,2.87,13.3,7,22,0.4,10,50,2.77
,10:55:22,5,3590,3085.5,2.85,13.3,7,22,0.412,10,50,2.75
,10:55:23,5,3590,3086.5,2.85,13.3,7,22,0.412,10,50,2.76
,10:55:24,5,3590,3087.5,2.87,13.3,7,21,0.415,10,50,2.77
,10:55:25,5,3590,3088.5,2.89,13.3,7,21,0.434,10,49.9,2.8
,10:55:26,5,3590,3089.5,2.91,13.3,7,21,0.421,10,50,2.81
,10:55:27,5,3590,3090.5,2.92,13.3,7,21,0.422,10,49.9,2.82
,10:55:28,5,3590,3091.5,2.92,13.3,7,21,0.422,10,49.9,2.82
,10:55:29,5,3590,3092.5,2.92,13.3,7,21,0.422,10,49.9,2.82
,10:55:30,5,3590,3093.5,2.91,13.3,7,21,0.421,10,49.9,2.81
,10:55:31,5,3590,3094.5,2.91,13.3,7,21,0.42,10,50,2.81
,10:55:32,5,3590,3095.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:55:33,5,3590,3096.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:55:34,5,3590,3097.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:55:35,5,3590,3098.5,2.9,13.3,7,21,0.419,10,49.9,2.8
,10:55:36,5,3590,3099.5,2.91,13.3,7,21,0.42,10,49.9,2.81
,10:55:37,5,3590,3100.5,2.93,13.3,7,21,0.423,10,49.9,2.83
,10:55:38,5,3590,3101.5,2.95,13.3,7,21,0.427,10,49.9,2.85
,10:55:39,5,3590,3102.5,2.97,13.3,7,22,0.428,10,49.9,2.86
,10:55:40,5,3590,3103.5,2.97,13.3,7,22,0.429,10,49.9,2.87
,10:55:41,5,3590,3104.5,2.97,13.3,7,22,0.414,10,49.9,2.87
,10:55:42,5,3590,3105.5,2.97,13.3,7,22,0.414,10,50,2.87
,10:55:43,5,3590,3106.5,2.96,13.3,7,22,0.427,10,50,2.86
,10:55:44,5,3590,3107.5,2.96,13.3,7,22,0.427,10,49.9,2.85
,10:55:45,5,3590,3108.5,2.97,13.3,7,22,0.429,10,49.9,2.87
,10:55:46,5,3590,3109.5,2.99,13.3,7,22,0.417,10,50,2.89
,10:55:47,5,3590,3110.5,2.99,13.3,7,22,0.416,10,50,2.88
,10:55:48,5,3590,3111.5,2.97,13.3,7,22,0.429,10,50,2.86
,10:55:49,5,3590,3112.5,2.97,13.3,7,22,0.428,10,49.9,2.86
,10:55:50,5,3590,3113.5,2.98,13.3,7,22,0.415,10,50,2.88
,10:55:51,5,3590,3114.5,3.01,13.3,7,22,0.405,10,49.9,2.9
,10:55:52,5,3590,3115.5,3,13.3,7,22,0.404,10,49.9,2.89
,10:55:53,5,3590,3116.5,2.97,13.3,7,22,0.4,10,49.9,2.87
,10:55:54,5,3590,3117.5,2.94,13.3,7,21,0.396,10,49.9,2.84
,10:55:55,5,3590,3118.5,2.93,13.3,7,21,0.394,10,50,2.83
,10:55:56,5,3590,3119.5,2.93,13.3,8,21,0.381,10,50,2.83
,10:55:57,5,3590,3120.5,2.93,13.3,8,21,0.381,10,49.9,2.83
,10:55:58,5,3590,3121.5,2.92,13.3,7,21,0.392,10,49.9,2.81
,10:55:59,5,3590,3122.5,2.9,13.3,7,22,0.404,10,49.9,2.8
,10:56:00,5,3590,3123.5,2.88,13.3,7,22,0.417,10,50,2.78
,10:56:01,5,3590,3124.5,2.88,13.3,7,22,0.416,10,50,2.78
,10:56:02,5,3590,3125.5,2.89,13.3,7,22,0.418,10,49.9,2.79
,10:56:03,5,3590,3126.5,2.92,13.3,7,22,0.422,10,49.9,2.82
,10:56:04,5,3590,3127.5,2.95,13.3,7,21,0.427,10,50,2.85
,10:56:05,5,3590,3128.5,2.96,13.3,7,21,0.427,10,49.9,2.86
,10:56:06,5,3590,3129.5,2.96,13.3,7,21,0.427,10,50,2.85
,10:56:07,5,3590,3130.5,2.96,13.3,7,21,0.443,10,50,2.85
,10:56:08,5,3590,3131.5,2.96,13.3,7,21,0.428,10,50,2.86
,10:56:09,5,3590,3132.5,2.97,13.3,7,21,0.43,10,49.9,2.87
,10:56:10,5,3590,3133.5,2.97,13.3,7,22,0.414,10,49.9,2.87
,10:56:11,5,3590,3134.5,2.97,13.3,7,22,0.43,10,49.9,2.87
,10:56:12,5,3590,3135.5,2.97,13.3,7,22,0.428,10,49.9,2.86
,10:56:13,5,3590,3136.5,2.95,13.3,7,22,0.426,10,49.9,2.85
