s,,DELRIN_DRY_T12_PO5.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Delrin,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 15:55:56 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,delrin_dry_t12_po5-h001.tsv,,,,,,,,,,
,16:42:29,5,3590,2792.6,3.53,13.3,7,23,0.509,10,49.8,3.4
,16:42:30,5,3590,2793.6,3.53,13.3,7,23,0.51,10,49.8,3.41
,16:42:31,5,3590,2794.6,3.55,13.3,7,23,0.494,10,49.8,3.43
,16:42:32,5,3590,2795.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:42:33,5,3590,2796.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:42:34,5,3590,2797.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:42:35,5,3590,2798.6,3.56,13.3,7,23,0.514,10,49.8,3.43
,16:42:36,5,3590,2799.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:42:37,5,3590,2800.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:42:38,5,3590,2801.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:42:39,5,3590,2802.6,3.55,13.3,7,23,0.495,10,49.8,3.43
,16:42:40,5,3590,2803.6,3.55,13.3,7,23,0.495,10,49.8,3.43
,16:42:41,5,3590,2804.6,3.55,13.3,7,23,0.495,10,49.8,3.43
,16:42:42,5,3590,2805.6,3.55,13.3,7,23,0.513,10,49.8,3.42
,16:42:43,5,3590,2806.6,3.55,13.3,7,23,0.513,10,49.8,3.43
,16:42:44,5,3590,2807.6,3.57,13.3,7,23,0.515,10,49.8,3.45
,16:42:45,5,3590,2808.6,3.59,13.3,7,23,0.501,10,49.8,3.47
,16:42:46,5,3590,2809.6,3.61,13.3,7,23,0.503,10,49.8,3.48
,16:42:47,5,3590,2810.6,3.6,13.3,7,23,0.501,10,49.8,3.47
,16:42:48,5,3590,2811.6,3.58,13.3,7,23,0.518,10,49.8,3.46
,16:42:49,5,3590,2812.6,3.58,13.3,7,23,0.517,10,49.8,3.45
,16:42:50,5,3590,2813.6,3.59,13.3,7,23,0.519,10,49.8,3.47
,16:42:51,5,3590,2814.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:42:52,5,3590,2815.6,3.62,13.3,7,23,0.504,10,49.8,3.5
,16:42:53,5,3590,2816.6,3.63,13.3,7,23,0.506,10,49.8,3.51
,16:42:54,5,3590,2817.6,3.64,13.3,7,23,0.526,10,49.8,3.51
,16:42:55,5,3590,2818.6,3.63,13.3,7,23,0.506,10,49.8,3.51
,16:42:56,5,3590,2819.6,3.62,13.3,7,23,0.504,10,49.8,3.5
,16:42:57,5,3590,2820.6,3.62,13.3,7,23,0.504,10,49.8,3.49
,16:42:58,5,3590,2821.6,3.62,13.3,7,23,0.504,10,49.8,3.49
,16:42:59,5,3590,2822.6,3.6,13.3,7,24,0.521,10,49.8,3.48
,16:43:00,5,3590,2823.6,3.59,13.3,7,24,0.519,10,49.8,3.47
,16:43:01,5,3590,2824.6,3.59,13.3,7,24,0.501,10,49.8,3.47
,16:43:02,5,3590,2825.6,3.61,13.3,7,24,0.503,10,49.8,3.48
,16:43:03,5,3590,2826.6,3.62,13.3,7,24,0.504,10,49.8,3.49
,16:43:04,5,3590,2827.6,3.61,13.3,7,24,0.522,10,49.8,3.49
,16:43:05,5,3590,2828.6,3.61,13.3,7,23,0.541,10,49.8,3.48
,16:43:06,5,3590,2829.6,3.61,13.3,7,24,0.541,10,49.8,3.49
,16:43:07,5,3590,2830.6,3.63,13.3,7,24,0.489,10,49.8,3.51
,16:43:08,5,3590,2831.6,3.65,13.3,8,24,0.475,10,49.8,3.53
,16:43:09,5,3590,2832.6,3.67,13.3,7,24,0.511,10,49.8,3.54
,16:43:10,5,3590,2833.6,3.66,13.3,7,24,0.51,10,49.8,3.53
,16:43:11,5,3590,2834.6,3.64,13.3,7,24,0.507,10,49.8,3.51
,16:43:12,5,3590,2835.6,3.61,13.3,7,23,0.503,10,49.8,3.48
,16:43:13,5,3590,2836.6,3.58,13.3,7,23,0.517,10,49.8,3.45
,16:43:14,5,3590,2837.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:43:15,5,3590,2838.6,3.57,13.3,7,23,0.498,10,49.8,3.45
,16:43:16,5,3590,2839.6,3.57,13.3,7,23,0.498,10,49.8,3.45
,16:43:17,5,3590,2840.6,3.57,13.3,7,23,0.516,10,49.8,3.45
,16:43:18,5,3590,2841.6,3.57,13.3,7,23,0.536,10,49.8,3.45
,16:43:19,5,3590,2842.6,3.59,13.3,7,23,0.538,10,49.8,3.46
,16:43:20,5,3590,2843.6,3.61,13.3,7,23,0.521,10,49.8,3.48
,16:43:21,5,3590,2844.6,3.62,13.3,7,23,0.504,10,49.8,3.49
,16:43:22,5,3590,2845.6,3.63,13.3,7,23,0.488,10,49.8,3.5
,16:43:23,5,3590,2846.6,3.62,13.3,7,23,0.487,10,49.8,3.5
,16:43:24,5,3590,2847.6,3.62,13.3,7,23,0.504,10,49.8,3.49
,16:43:25,5,3590,2848.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:43:26,5,3590,2849.6,3.61,13.3,7,23,0.502,10,49.8,3.48
,16:43:27,5,3590,2850.6,3.6,13.3,7,23,0.52,10,49.8,3.47
,16:43:28,5,3590,2851.6,3.6,13.3,7,23,0.54,10,49.8,3.47
,16:43:29,5,3590,2852.6,3.6,13.3,7,23,0.521,10,49.8,3.48
,16:43:30,5,3590,2853.6,3.62,13.3,7,23,0.504,10,49.8,3.5
,16:43:31,5,3590,2854.6,3.62,13.3,7,23,0.487,10,49.8,3.5
,16:43:32,5,3590,2855.6,3.62,13.3,7,23,0.486,10,49.8,3.49
,16:43:33,5,3590,2856.6,3.59,13.3,7,23,0.518,10,49.8,3.46
,16:43:34,5,3590,2857.6,3.56,13.3,7,23,0.515,10,49.8,3.44
,16:43:35,5,3590,2858.6,3.56,13.3,7,23,0.514,10,49.8,3.43
,16:43:36,5,3590,2859.6,3.57,13.3,7,23,0.515,10,49.8,3.44
,16:43:37,5,3590,2860.6,3.58,13.3,7,23,0.517,10,49.8,3.45
,16:43:38,5,3590,2861.6,3.58,13.3,7,23,0.481,10,49.8,3.46
,16:43:39,5,3590,2862.6,3.58,13.3,7,23,0.482,10,49.8,3.46
,16:43:40,5,3590,2863.6,3.58,13.3,7,23,0.498,10,49.8,3.45
,16:43:41,5,3590,2864.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:43:42,5,3590,2865.6,3.54,13.3,7,23,0.494,10,49.8,3.42
,16:43:43,5,3590,2866.6,3.53,13.3,7,24,0.51,10,49.8,3.41
,16:43:44,5,3590,2867.6,3.53,13.3,7,24,0.51,10,49.8,3.41
,16:43:45,5,3590,2868.6,3.54,13.3,7,24,0.512,10,49.8,3.42
,16:43:46,5,3590,2869.6,3.56,13.3,7,24,0.496,10,49.8,3.44
,16:43:47,5,3590,2870.6,3.56,13.3,7,24,0.479,10,49.8,3.44
,16:43:48,5,3590,2871.6,3.56,13.3,7,24,0.479,10,49.8,3.44
,16:43:49,5,3590,2872.6,3.55,13.3,7,24,0.495,10,49.8,3.43
,16:43:50,5,3590,2873.6,3.54,13.3,7,24,0.512,10,49.8,3.42
,16:43:51,5,3590,2874.6,3.54,13.3,7,24,0.511,10,49.8,3.42
,16:43:52,5,3590,2875.6,3.54,13.3,7,24,0.512,10,49.8,3.42
,16:43:53,5,3590,2876.6,3.55,13.3,7,24,0.513,10,49.7,3.43
,16:43:54,5,3590,2877.6,3.56,13.3,7,24,0.514,10,49.8,3.44
,16:43:55,5,3590,2878.6,3.57,13.3,7,24,0.497,10,49.8,3.44
,16:43:56,5,3590,2879.6,3.57,13.3,7,24,0.497,10,49.8,3.45
,16:43:57,5,3590,2880.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:43:58,5,3590,2881.6,3.57,13.3,7,23,0.48,10,49.8,3.44
,16:43:59,5,3590,2882.6,3.56,13.3,8,23,0.463,10,49.8,3.44
,16:44:00,5,3590,2883.6,3.55,13.3,7,23,0.477,10,49.8,3.42
,16:44:01,5,3590,2884.6,3.53,13.3,7,23,0.51,10,49.8,3.41
,16:44:02,5,3590,2885.6,3.52,13.3,7,23,0.509,10,49.8,3.4
,16:44:03,5,3590,2886.6,3.54,13.3,7,23,0.511,10,49.8,3.42
,16:44:04,5,3590,2887.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:44:05,5,3590,2888.6,3.58,13.3,7,23,0.499,10,49.8,3.46
,16:44:06,5,3590,2889.6,3.58,13.3,7,23,0.499,10,49.8,3.45
,16:44:07,5,3590,2890.6,3.57,13.3,7,23,0.516,10,49.8,3.45
,16:44:08,5,3590,2891.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:44:09,5,3590,2892.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:44:10,5,3590,2893.6,3.56,13.3,7,24,0.479,10,49.8,3.44
,16:44:11,5,3590,2894.6,3.56,13.3,7,23,0.495,10,49.8,3.43
,16:44:12,5,3590,2895.6,3.55,13.3,7,23,0.513,10,49.8,3.43
,16:44:13,5,3590,2896.6,3.55,13.3,7,23,0.513,10,49.8,3.43
,16:44:14,5,3590,2897.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:44:15,5,3590,2898.6,3.58,13.3,7,23,0.517,10,49.8,3.45
,16:44:16,5,3590,2899.6,3.59,13.3,7,24,0.518,10,49.8,3.46
,16:44:17,5,3590,2900.6,3.59,13.3,7,24,0.519,10,49.8,3.47
,16:44:18,5,3590,2901.6,3.59,13.3,7,24,0.519,10,49.8,3.47
,16:44:19,5,3590,2902.6,3.59,13.3,7,24,0.519,10,49.8,3.47
,16:44:20,5,3590,2903.6,3.59,13.3,7,24,0.519,10,49.8,3.47
,16:44:21,5,3590,2904.6,3.59,13.3,7,24,0.518,10,49.8,3.46
,16:44:22,5,3590,2905.6,3.58,13.3,7,24,0.518,10,49.8,3.46
,16:44:23,5,3590,2906.6,3.59,13.3,7,24,0.5,10,49.8,3.46
,16:44:24,5,3590,2907.6,3.59,13.3,7,23,0.5,10,49.8,3.47
,16:44:25,5,3590,2908.6,3.6,13.3,7,23,0.502,10,49.8,3.48
,16:44:26,5,3590,2909.6,3.61,13.3,7,23,0.486,10,49.8,3.49
,16:44:27,5,3590,2910.6,3.62,13.3,8,23,0.47,10,49.8,3.49
,16:44:28,5,3590,2911.6,3.61,13.3,7,23,0.486,10,49.8,3.49
,16:44:29,5,3590,2912.6,3.6,13.3,7,23,0.501,10,49.8,3.47
,16:44:30,5,3590,2913.6,3.59,13.3,7,23,0.518,10,49.8,3.46
,16:44:31,5,3590,2914.6,3.59,13.3,7,23,0.518,10,49.8,3.46
,16:44:32,5,3590,2915.6,3.6,13.3,7,23,0.521,10,49.8,3.48
,16:44:33,5,3590,2916.6,3.62,13.3,7,24,0.523,10,49.8,3.5
,16:44:34,5,3590,2917.6,3.62,13.3,7,24,0.505,10,49.8,3.5
,16:44:35,5,3590,2918.6,3.61,13.3,7,24,0.522,10,49.8,3.49
,16:44:36,5,3590,2919.6,3.6,13.3,7,24,0.52,10,49.8,3.48
,16:44:37,5,3590,2920.6,3.6,13.3,7,24,0.52,10,49.8,3.47
,16:44:38,5,3590,2921.6,3.61,13.3,7,24,0.502,10,49.8,3.48
,16:44:39,5,3590,2922.6,3.61,13.3,7,24,0.503,10,49.8,3.49
,16:44:40,5,3590,2923.6,3.62,13.3,7,24,0.504,10,49.8,3.49
,16:44:41,5,3590,2924.6,3.62,13.3,7,24,0.487,10,49.8,3.49
,16:44:42,5,3590,2925.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:44:43,5,3590,2926.6,3.61,13.3,7,23,0.503,10,49.8,3.48
,16:44:44,5,3590,2927.6,3.61,13.3,7,23,0.521,10,49.8,3.48
,16:44:45,5,3590,2928.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:44:46,5,3590,2929.6,3.61,13.3,7,23,0.502,10,49.8,3.48
,16:44:47,5,3590,2930.6,3.59,13.3,7,23,0.501,10,49.8,3.47
,16:44:48,5,3590,2931.6,3.58,13.3,7,23,0.517,10,49.8,3.45
,16:44:49,5,3590,2932.6,3.57,13.3,7,23,0.516,10,49.8,3.45
,16:44:50,5,3590,2933.6,3.58,13.3,7,23,0.537,10,49.8,3.45
,16:44:51,5,3590,2934.6,3.59,13.3,7,23,0.539,10,49.8,3.47
,16:44:52,5,3590,2935.6,3.61,13.3,7,23,0.503,10,49.8,3.49
,16:44:53,5,3590,2936.6,3.63,13.3,7,23,0.488,10,49.8,3.5
,16:44:54,5,3590,2937.6,3.64,13.3,7,23,0.49,10,49.8,3.52
,16:44:55,5,3590,2938.6,3.64,13.3,7,23,0.489,10,49.8,3.51
,16:44:56,5,3590,2939.6,3.63,13.3,7,23,0.505,10,49.8,3.5
,16:44:57,5,3590,2940.6,3.61,13.3,7,23,0.521,10,49.8,3.48
,16:44:58,5,3590,2941.6,3.59,13.3,7,23,0.519,10,49.8,3.47
,16:44:59,5,3590,2942.6,3.59,13.3,7,23,0.5,10,49.8,3.47
,16:45:00,5,3590,2943.6,3.6,13.3,7,23,0.52,10,49.8,3.48
,16:45:01,5,3590,2944.6,3.61,13.3,7,23,0.521,10,49.8,3.48
,16:45:02,5,3590,2945.6,3.61,13.3,7,23,0.522,10,49.8,3.49
,16:45:03,5,3590,2946.6,3.62,13.3,7,23,0.523,10,49.8,3.5
,16:45:04,5,3590,2947.6,3.63,13.3,7,23,0.506,10,49.8,3.51
,16:45:05,5,3590,2948.6,3.64,13.3,7,23,0.507,10,49.8,3.51
,16:45:06,5,3590,2949.6,3.64,13.3,7,23,0.49,10,49.8,3.52
,16:45:07,5,3590,2950.6,3.64,13.3,7,23,0.49,10,49.8,3.52
,16:45:08,5,3590,2951.6,3.64,13.3,7,23,0.507,10,49.8,3.51
,16:45:09,5,3590,2952.6,3.62,13.3,7,23,0.523,10,49.8,3.5
,16:45:10,5,3590,2953.6,3.62,13.3,7,23,0.523,10,49.8,3.49
,16:45:11,5,3590,2954.6,3.63,13.3,7,23,0.505,10,49.8,3.5
,16:45:12,5,3590,2955.6,3.63,13.3,7,23,0.525,10,49.8,3.51
,16:45:13,5,3590,2956.6,3.64,13.3,7,23,0.546,10,49.8,3.51
,16:45:14,5,3590,2957.6,3.64,13.3,7,24,0.546,10,49.8,3.52
,16:45:15,5,3590,2958.6,3.66,13.3,7,23,0.529,10,49.8,3.54
,16:45:16,5,3590,2959.6,3.68,13.3,7,23,0.531,10,49.8,3.55
,16:45:17,5,3590,2960.6,3.69,13.3,7,23,0.533,10,49.8,3.56
,16:45:18,5,3590,2961.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:45:19,5,3590,2962.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:45:20,5,3590,2963.6,3.7,13.3,7,24,0.515,10,49.8,3.57
,16:45:21,5,3590,2964.6,3.7,13.3,7,24,0.516,10,49.8,3.58
,16:45:22,5,3590,2965.6,3.7,13.3,7,24,0.535,10,49.7,3.58
,16:45:23,5,3590,2966.6,3.7,13.3,7,24,0.535,10,49.8,3.57
,16:45:24,5,3590,2967.6,3.69,13.3,7,24,0.534,10,49.8,3.57
,16:45:25,5,3590,2968.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:45:26,5,3590,2969.6,3.68,13.3,7,24,0.513,10,49.8,3.55
,16:45:27,5,3590,2970.6,3.68,13.3,7,24,0.513,10,49.8,3.56
,16:45:28,5,3590,2971.6,3.69,13.3,7,24,0.497,10,49.8,3.57
,16:45:29,5,3590,2972.6,3.71,13.3,7,24,0.498,10,49.8,3.58
,16:45:30,5,3590,2973.6,3.71,13.3,8,24,0.482,10,49.8,3.58
,16:45:31,5,3590,2974.6,3.69,13.3,8,24,0.48,10,49.8,3.56
,16:45:32,5,3590,2975.6,3.66,13.3,7,23,0.493,10,49.8,3.53
,16:45:33,5,3590,2976.6,3.64,13.3,7,23,0.507,10,49.8,3.51
,16:45:34,5,3590,2977.6,3.62,13.3,7,23,0.523,10,49.8,3.49
,16:45:35,5,3590,2978.6,3.62,13.3,7,23,0.523,10,49.8,3.5
,16:45:36,5,3590,2979.6,3.62,13.3,7,23,0.523,10,49.8,3.5
,16:45:37,5,3590,2980.6,3.63,13.3,7,23,0.544,10,49.8,3.51
,16:45:38,5,3590,2981.6,3.64,13.3,7,23,0.526,10,49.8,3.52
,16:45:39,5,3590,2982.6,3.66,13.3,7,23,0.529,10,49.8,3.54
,16:45:40,5,3590,2983.6,3.68,13.3,7,23,0.531,10,49.8,3.55
,16:45:41,5,3590,2984.6,3.69,13.3,7,23,0.533,10,49.8,3.56
,16:45:42,5,3590,2985.6,3.68,13.3,7,23,0.532,10,49.8,3.56
,16:45:43,5,3590,2986.6,3.68,13.3,7,23,0.531,10,49.8,3.55
,16:45:44,5,3590,2987.6,3.67,13.3,7,23,0.53,10,49.8,3.54
,16:45:45,5,3590,2988.6,3.67,13.3,7,23,0.511,10,49.8,3.54
,16:45:46,5,3590,2989.6,3.67,13.3,7,24,0.511,10,49.7,3.54
,16:45:47,5,3590,2990.6,3.67,13.3,7,24,0.53,10,49.8,3.54
,16:45:48,5,3590,2991.6,3.68,13.3,7,24,0.531,10,49.7,3.55
,16:45:49,5,3590,2992.6,3.68,13.3,7,23,0.513,10,49.8,3.55
,16:45:50,5,3590,2993.6,3.68,13.3,7,24,0.512,10,49.7,3.55
,16:45:51,5,3590,2994.6,3.68,13.3,7,23,0.532,10,49.8,3.55
,16:45:52,5,3590,2995.6,3.68,13.3,7,23,0.532,10,49.8,3.56
,16:45:53,5,3590,2996.6,3.69,13.3,7,24,0.533,10,49.8,3.56
,16:45:54,5,3590,2997.6,3.68,13.3,7,24,0.532,10,49.8,3.55
,16:45:55,5,3590,2998.6,3.68,13.3,7,24,0.531,10,49.8,3.55
,16:45:56,5,3590,2999.6,3.68,13.3,7,24,0.512,10,49.8,3.55
,16:45:57,5,3590,3000.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:45:58,5,3590,3001.6,3.7,13.3,7,23,0.498,10,49.8,3.58
,16:45:59,5,3590,3002.6,3.71,13.3,7,23,0.499,10,49.8,3.58
,16:46:00,5,3590,3003.6,3.71,13.3,7,23,0.516,10,49.8,3.58
,16:46:01,5,3590,3004.6,3.7,13.3,7,23,0.535,10,49.8,3.58
,16:46:02,5,3590,3005.6,3.7,13.3,7,23,0.535,10,49.8,3.58
,16:46:03,5,3590,3006.6,3.7,13.3,7,23,0.516,10,49.8,3.58
,16:46:04,5,3590,3007.6,3.7,13.3,7,23,0.516,10,49.8,3.58
,16:46:05,5,3590,3008.6,3.7,13.3,7,23,0.516,10,49.8,3.58
,16:46:06,5,3590,3009.6,3.71,13.3,7,24,0.516,10,49.7,3.58
,16:46:07,5,3590,3010.6,3.71,13.3,7,24,0.536,10,49.8,3.58
,16:46:08,5,3590,3011.6,3.71,13.3,7,24,0.536,10,49.8,3.58
,16:46:09,5,3590,3012.6,3.71,13.3,7,24,0.536,10,49.8,3.58
,16:46:10,5,3590,3013.6,3.71,13.3,7,24,0.517,10,49.8,3.58
,16:46:11,5,3590,3014.6,3.71,13.3,7,24,0.516,10,49.8,3.58
,16:46:12,5,3590,3015.6,3.7,13.3,7,23,0.516,10,49.8,3.57
,16:46:13,5,3590,3016.6,3.7,13.3,7,23,0.516,10,49.8,3.57
,16:46:14,5,3590,3017.6,3.7,13.3,7,23,0.498,10,49.8,3.58
,16:46:15,5,3590,3018.6,3.71,13.3,7,23,0.499,10,49.8,3.58
,16:46:16,5,3590,3019.6,3.7,13.3,7,24,0.498,10,49.8,3.58
,16:46:17,5,3590,3020.6,3.7,13.3,7,24,0.534,10,49.8,3.57
,16:46:18,5,3590,3021.6,3.69,13.3,7,24,0.533,10,49.8,3.56
,16:46:19,5,3590,3022.6,3.69,13.3,7,24,0.515,10,49.8,3.57
,16:46:20,5,3590,3023.6,3.7,13.3,7,23,0.515,10,49.8,3.57
,16:46:21,5,3590,3024.6,3.69,13.3,7,23,0.514,10,49.8,3.56
,16:46:22,5,3590,3025.6,3.68,13.3,7,23,0.531,10,49.8,3.55
,16:46:23,5,3590,3026.6,3.68,13.3,7,24,0.532,10,49.8,3.55
,16:46:24,5,3590,3027.6,3.68,13.3,7,24,0.513,10,49.8,3.56
,16:46:25,5,3590,3028.6,3.69,13.3,7,24,0.514,10,49.8,3.56
,16:46:26,5,3590,3029.6,3.67,13.3,7,24,0.511,10,49.8,3.54
,16:46:27,5,3590,3030.6,3.65,13.3,7,24,0.527,10,49.7,3.52
,16:46:28,5,3590,3031.6,3.63,13.3,7,24,0.525,10,49.8,3.5
,16:46:29,5,3590,3032.6,3.62,13.3,7,23,0.523,10,49.8,3.5
,16:46:30,5,3590,3033.6,3.62,13.3,7,23,0.543,10,49.8,3.49
,16:46:31,5,3590,3034.6,3.62,13.3,7,23,0.523,10,49.8,3.5
,16:46:32,5,3590,3035.6,3.64,13.3,7,23,0.525,10,49.8,3.51
,16:46:33,5,3590,3036.6,3.65,13.3,7,23,0.508,10,49.8,3.52
,16:46:34,5,3590,3037.6,3.66,13.3,7,23,0.509,10,49.8,3.53
,16:46:35,5,3590,3038.6,3.65,13.3,7,23,0.509,10,49.8,3.52
,16:46:36,5,3590,3039.6,3.65,13.3,7,23,0.508,10,49.8,3.52
,16:46:37,5,3590,3040.6,3.64,13.3,7,24,0.507,10,49.8,3.51
,16:46:38,5,3590,3041.6,3.62,13.3,7,23,0.504,10,49.8,3.5
,16:46:39,5,3590,3042.6,3.6,13.3,7,23,0.52,10,49.8,3.47
,16:46:40,5,3590,3043.6,3.57,13.3,7,24,0.497,10,49.8,3.45
,16:46:41,5,3590,3044.6,3.56,13.3,7,24,0.514,10,49.8,3.44
,16:46:42,5,3590,3045.6,3.56,13.3,7,23,0.496,10,49.8,3.44
,16:46:43,5,3590,3046.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:46:44,5,3590,3047.6,3.56,13.3,7,23,0.514,10,49.7,3.43
,16:46:45,5,3590,3048.6,3.55,13.3,7,23,0.513,10,49.8,3.43
,16:46:46,5,3590,3049.6,3.55,13.3,7,23,0.494,10,49.7,3.42
,16:46:47,5,3590,3050.6,3.55,13.3,7,23,0.494,10,49.8,3.42
,16:46:48,5,3590,3051.6,3.54,13.3,7,23,0.512,10,49.8,3.42
,16:46:49,5,3590,3052.6,3.54,13.3,7,23,0.512,10,49.8,3.42
,16:46:50,5,3590,3053.6,3.54,13.3,7,24,0.512,10,49.8,3.42
,16:46:51,5,3590,3054.6,3.55,13.3,7,24,0.512,10,49.8,3.43
,16:46:52,5,3590,3055.6,3.55,13.3,7,24,0.513,10,49.9,3.43
,16:46:53,5,3590,3056.6,3.56,13.3,7,24,0.514,10,49.8,3.44
,16:46:54,5,3590,3057.6,3.57,13.3,7,24,0.515,10,49.8,3.44
,16:46:55,5,3590,3058.6,3.57,13.3,7,24,0.498,10,49.8,3.45
,16:46:56,5,3590,3059.6,3.58,13.3,7,23,0.498,10,49.8,3.45
,16:46:57,5,3590,3060.6,3.58,13.3,7,23,0.498,10,49.8,3.45
,16:46:58,5,3590,3061.6,3.57,13.3,7,23,0.497,10,49.8,3.45
,16:46:59,5,3590,3062.6,3.57,13.3,7,23,0.48,10,49.8,3.45
,16:47:00,5,3590,3063.6,3.57,13.3,7,23,0.48,10,49.8,3.44
,16:47:01,5,3590,3064.6,3.57,13.3,7,24,0.48,10,49.8,3.45
,16:47:02,5,3590,3065.6,3.56,13.3,7,24,0.496,10,49.8,3.44
,16:47:03,5,3590,3066.6,3.55,13.3,7,23,0.495,10,49.8,3.43
,16:47:04,5,3590,3067.6,3.54,13.3,7,23,0.476,10,49.8,3.42
,16:47:05,5,3590,3068.6,3.54,13.3,7,23,0.476,10,49.8,3.41
,16:47:06,5,3590,3069.6,3.54,13.3,7,23,0.476,10,49.8,3.42
,16:47:07,5,3590,3070.6,3.53,13.3,7,24,0.475,10,49.8,3.41
,16:47:08,5,3590,3071.6,3.53,13.3,7,24,0.475,10,49.8,3.4
,16:47:09,5,3590,3072.6,3.51,13.3,7,24,0.489,10,49.8,3.38
,16:47:10,5,3590,3073.6,3.48,13.3,7,24,0.484,10,49.8,3.35
,16:47:11,5,3590,3074.6,3.45,13.3,7,24,0.498,10,49.8,3.32
,16:47:12,5,3590,3075.6,3.44,13.3,7,23,0.497,10,49.9,3.32
,16:47:13,5,3590,3076.6,3.45,13.3,7,23,0.499,10,49.8,3.34
,16:47:14,5,3590,3077.6,3.48,13.3,7,23,0.502,10,49.8,3.36
,16:47:15,5,3590,3078.6,3.48,13.3,7,23,0.485,10,49.8,3.36
,16:47:16,5,3590,3079.6,3.48,13.3,7,23,0.469,10,49.8,3.36
,16:47:17,5,3590,3080.6,3.47,13.3,7,23,0.466,10,49.8,3.34
,16:47:18,5,3590,3081.6,3.44,13.3,7,23,0.479,10,49.8,3.31
,16:47:19,5,3590,3082.6,3.41,13.3,7,23,0.475,10,49.8,3.29
,16:47:20,5,3590,3083.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:47:21,5,3590,3084.6,3.4,13.3,7,23,0.473,10,49.8,3.28
,16:47:22,5,3590,3085.6,3.39,13.3,7,23,0.49,10,49.8,3.27
,16:47:23,5,3590,3086.6,3.39,13.3,7,23,0.489,10,49.8,3.27
,16:47:24,5,3590,3087.6,3.38,13.3,7,23,0.488,10,49.8,3.26
,16:47:25,5,3590,3088.6,3.38,13.3,7,23,0.488,10,49.8,3.26
,16:47:26,5,3590,3089.6,3.39,13.3,7,23,0.489,10,49.8,3.27
,16:47:27,5,3590,3090.6,3.4,13.3,7,23,0.491,10,49.8,3.29
,16:47:28,5,3590,3091.6,3.41,13.3,7,24,0.493,10,49.8,3.3
,16:47:29,5,3590,3092.6,3.42,13.3,7,24,0.477,10,49.8,3.31
,16:47:30,5,3590,3093.6,3.43,13.3,7,24,0.495,10,49.8,3.31
,16:47:31,5,3590,3094.6,3.43,13.3,7,24,0.496,10,49.8,3.31
,16:47:32,5,3590,3095.6,3.44,13.3,7,24,0.497,10,49.8,3.32
,16:47:33,5,3590,3096.6,3.45,13.3,7,24,0.498,10,49.8,3.33
,16:47:34,5,3590,3097.6,3.46,13.3,7,24,0.518,10,49.7,3.34
,16:47:35,5,3590,3098.6,3.47,13.3,7,24,0.52,10,49.8,3.35
,16:47:36,5,3590,3099.6,3.49,13.3,7,23,0.523,10,49.8,3.37
,16:47:37,5,3590,3100.6,3.52,13.3,7,23,0.528,10,49.8,3.4
,16:47:38,5,3590,3101.6,3.55,13.3,7,23,0.512,10,49.8,3.43
,16:47:39,5,3590,3102.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:47:40,5,3590,3103.6,3.56,13.3,7,23,0.514,10,49.8,3.44
,16:47:41,5,3590,3104.6,3.57,13.3,7,23,0.497,10,49.8,3.44
,16:47:42,5,3590,3105.6,3.57,13.3,7,23,0.497,10,49.8,3.45
