Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_007_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin 500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:52:39 on 22/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,19:13:00,8,21600,33620.4,0.32,13.3,7,12.1,0.044,10,0.8,0.32
,19:13:01,8,21600,33621.4,0.32,13.3,7,12,0.047,10,0.8,0.31
,19:13:02,8,21600,33622.4,0.32,13.3,7,12,0.047,10,0.8,0.31
,19:13:03,8,21600,33623.4,0.32,13.3,7,12,0.047,10,0.8,0.32
,19:13:04,8,21600,33624.4,0.33,13.3,7,12,0.048,10,0.8,0.32
,19:13:05,8,21600,33625.4,0.33,13.3,7,12,0.05,10,0.8,0.32
,19:13:06,8,21600,33626.4,0.33,13.3,7,12,0.049,10,0.8,0.32
,19:13:07,8,21600,33627.4,0.32,13.3,7,12,0.048,10,0.8,0.31
,19:13:08,8,21600,33628.4,0.32,13.3,7,11.9,0.048,10,0.8,0.31
,19:13:09,8,21600,33629.4,0.32,13.3,7,11.9,0.048,10,0.8,0.31
,19:13:10,8,21600,33630.4,0.32,13.3,7,11.9,0.046,10,0.8,0.31
,19:13:11,8,21600,33631.4,0.32,13.3,7,11.9,0.046,10,0.8,0.31
,19:13:12,8,21600,33632.4,0.32,13.3,7,11.9,0.045,10,0.8,0.31
,19:13:13,8,21600,33633.4,0.32,13.3,7,11.9,0.047,10,0.8,0.31
,19:13:14,8,21600,33634.4,0.32,13.3,7,11.8,0.048,10,0.7,0.31
,19:13:15,8,21600,33635.4,0.32,13.3,7,11.8,0.048,10,0.7,0.31
,19:13:16,8,21600,33636.4,0.31,13.3,7,11.8,0.047,10,0.7,0.31
,19:13:17,8,21600,33637.4,0.31,13.3,7,11.8,0.047,10,0.8,0.3
,19:13:18,8,21600,33638.4,0.31,13.3,7,11.8,0.047,10,0.7,0.3
,19:13:19,8,21600,33639.4,0.32,13.3,7,11.8,0.046,10,0.8,0.31
,19:13:20,8,21600,33640.4,0.32,13.3,7,11.7,0.047,10,0.8,0.32
,19:13:21,8,21600,33641.4,0.32,13.3,7,11.7,0.049,10,0.8,0.32
,19:13:22,8,21600,33642.4,0.32,13.3,7,11.7,0.046,10,0.8,0.31
,19:13:23,8,21600,33643.4,0.31,13.3,7,11.7,0.044,10,0.8,0.31
,19:13:24,8,21600,33644.4,0.31,13.3,7,11.7,0.045,10,0.8,0.3
,19:13:25,8,21600,33645.4,0.31,13.3,7,11.7,0.046,10,0.8,0.3
,19:13:26,8,21600,33646.4,0.31,13.3,7,11.7,0.046,10,0.8,0.3
,19:13:27,8,21600,33647.4,0.31,13.3,7,11.7,0.046,10,0.8,0.3
,19:13:28,8,21600,33648.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,19:13:29,8,21600,33649.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,19:13:30,8,21600,33650.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,19:13:31,8,21600,33651.4,0.31,13.3,7,11.6,0.046,10,0.8,0.3
,19:13:32,8,21600,33652.4,0.31,13.3,7,11.6,0.047,10,0.8,0.31
,19:13:33,8,21600,33653.4,0.32,13.3,7,11.6,0.046,10,0.8,0.31
,19:13:34,8,21600,33654.4,0.32,13.3,7,11.5,0.046,10,0.8,0.31
,19:13:35,8,21600,33655.4,0.32,13.3,7,11.5,0.046,10,0.8,0.31
,19:13:36,8,21600,33656.4,0.31,13.3,7,11.5,0.043,10,0.8,0.3
,19:13:37,8,21600,33657.4,0.31,13.3,7,11.5,0.045,10,0.8,0.3
,19:13:38,8,21600,33658.4,0.31,13.3,7,11.5,0.046,10,0.8,0.3
,19:13:39,8,21600,33659.4,0.32,13.3,6,11.5,0.049,10,0.8,0.31
,19:13:40,8,21600,33660.4,0.33,13.3,7,11.4,0.049,10,0.8,0.32
,19:13:41,8,21600,33661.4,0.33,13.3,7,11.4,0.05,10,0.8,0.32
,19:13:42,8,21600,33662.4,0.33,13.3,7,11.4,0.05,10,0.8,0.32
,19:13:43,8,21600,33663.4,0.33,13.3,7,11.4,0.049,10,0.8,0.32
,19:13:44,8,21600,33664.4,0.32,13.3,7,11.4,0.047,10,0.8,0.31
,19:13:45,8,21600,33665.4,0.31,13.3,7,11.4,0.045,10,0.8,0.31
,19:13:46,8,21600,33666.4,0.31,13.3,7,11.4,0.045,10,0.8,0.3
,19:13:47,8,21600,33667.4,0.31,13.3,7,11.3,0.045,10,0.8,0.3
,19:13:48,8,21600,33668.4,0.31,13.3,7,11.3,0.045,10,0.8,0.3
,19:13:49,8,21600,33669.4,0.31,13.3,7,11.3,0.045,10,0.8,0.3
,19:13:50,8,21600,33670.4,0.31,13.3,7,11.3,0.044,10,0.8,0.3
,19:13:51,8,21600,33671.4,0.31,13.3,7,11.3,0.047,10,0.8,0.3
,19:13:52,8,21600,33672.4,0.32,13.3,7,11.2,0.048,10,0.8,0.31
,19:13:53,8,21600,33673.4,0.32,13.3,7,11.2,0.046,10,0.8,0.31
,19:13:54,8,21600,33674.4,0.32,13.3,7,11.2,0.046,10,0.8,0.31
,19:13:55,8,21600,33675.4,0.32,13.3,7,11.2,0.046,10,0.8,0.31
,19:13:56,8,21600,33676.4,0.32,13.3,7,11.2,0.047,10,0.8,0.31
,19:13:57,8,21600,33677.4,0.32,13.3,7,11.2,0.047,10,0.8,0.32
,19:13:58,8,21600,33678.4,0.32,13.3,7,11.1,0.047,10,0.8,0.32
,19:13:59,8,21600,33679.4,0.32,13.3,7,11.1,0.046,10,0.8,0.31
,19:14:00,8,21600,33680.4,0.32,13.3,7,11.1,0.048,10,0.8,0.31
,19:14:01,8,21600,33681.4,0.32,13.3,7,11.1,0.047,10,0.8,0.31
,19:14:02,8,21600,33682.4,0.33,13.3,7,11.1,0.047,10,0.8,0.32
,19:14:03,8,21600,33683.4,0.33,13.3,7,11.1,0.049,10,0.8,0.32
,19:14:04,8,21600,33684.4,0.32,13.3,7,11.1,0.047,10,0.8,0.32
,19:14:05,8,21600,33685.4,0.32,13.3,7,11,0.045,10,0.8,0.31
,19:14:06,8,21600,33686.4,0.32,13.3,7,11,0.045,10,0.8,0.31
,19:14:07,8,21600,33687.4,0.32,13.3,7,11,0.047,10,0.8,0.32
,19:14:08,8,21600,33688.4,0.33,13.3,7,11,0.049,10,0.8,0.32
,19:14:09,8,21600,33689.4,0.33,13.3,7,11,0.049,10,0.8,0.32
,19:14:10,8,21600,33690.4,0.32,13.3,7,11,0.049,10,0.8,0.32
,19:14:11,8,21600,33691.4,0.33,13.3,7,10.9,0.047,10,0.8,0.32
,19:14:12,8,21600,33692.4,0.32,13.3,7,10.9,0.045,10,0.8,0.31
,19:14:13,8,21600,33693.4,0.32,13.3,7,10.9,0.045,10,0.8,0.31
,19:14:14,8,21600,33694.4,0.32,13.3,7,10.9,0.047,10,0.8,0.31
,19:14:15,8,21600,33695.4,0.32,13.3,7,10.9,0.049,10,0.8,0.32
,19:14:16,8,21600,33696.4,0.33,13.3,7,10.8,0.049,10,0.8,0.32
,19:14:17,8,21600,33697.4,0.33,13.3,7,10.8,0.049,10,0.8,0.32
,19:14:18,8,21600,33698.4,0.33,13.3,7,10.8,0.05,10,0.8,0.32
,19:14:19,8,21600,33699.4,0.33,13.3,7,10.8,0.048,10,0.8,0.32
,19:14:20,8,21600,33700.4,0.33,13.3,7,10.8,0.05,10,0.8,0.32
,19:14:21,8,21600,33701.4,0.34,13.3,7,10.8,0.049,10,0.8,0.33
,19:14:22,8,21600,33702.4,0.34,13.3,7,10.8,0.049,10,0.8,0.33
,19:14:23,8,21600,33703.4,0.35,13.3,7,10.8,0.048,10,0.8,0.34
,19:14:24,8,21600,33704.4,0.34,13.3,7,10.7,0.048,10,0.8,0.33
,19:14:25,8,21600,33705.4,0.34,13.3,7,10.7,0.047,10,0.8,0.33
,19:14:26,8,21600,33706.4,0.33,13.3,7,10.7,0.048,10,0.8,0.32
,19:14:27,8,21600,33707.4,0.33,13.3,7,10.7,0.049,10,0.8,0.32
,19:14:28,8,21600,33708.4,0.32,13.3,7,10.7,0.049,10,0.8,0.32
,19:14:29,8,21600,33709.4,0.33,13.3,7,10.6,0.049,10,0.8,0.32
,19:14:30,8,21600,33710.4,0.33,13.3,7,10.6,0.049,10,0.8,0.32
,19:14:31,8,21600,33711.4,0.32,13.3,7,10.6,0.049,10,0.8,0.32
,19:14:32,8,21600,33712.4,0.32,13.3,7,10.6,0.047,10,0.8,0.32
,19:14:33,8,21600,33713.4,0.32,13.3,7,10.6,0.045,10,0.8,0.32
,19:14:34,8,21600,33714.4,0.33,13.3,7,10.6,0.046,10,0.8,0.32
,19:14:35,8,21600,33715.4,0.33,13.3,7,10.5,0.048,10,0.8,0.32
,19:14:36,8,21600,33716.4,0.33,13.3,7,10.5,0.049,10,0.8,0.32
,19:14:37,8,21600,33717.4,0.32,13.3,7,10.5,0.049,10,0.8,0.32
,19:14:38,8,21600,33718.4,0.32,13.3,7,10.5,0.049,10,0.8,0.31
,19:14:39,8,21600,33719.4,0.32,13.3,7,10.5,0.048,10,0.8,0.31
,19:14:40,8,21600,33720.4,0.32,13.3,7,10.5,0.048,10,0.8,0.31
,19:14:41,8,21600,33721.4,0.32,13.3,7,10.5,0.046,10,0.8,0.31
,19:14:42,8,21600,33722.4,0.32,13.3,7,10.5,0.044,10,0.8,0.31
,19:14:43,8,21600,33723.4,0.32,13.3,7,10.4,0.047,10,0.8,0.31
,19:14:44,8,21600,33724.4,0.32,13.3,7,10.4,0.046,10,0.8,0.31
,19:14:45,8,21600,33725.4,0.32,13.3,7,10.4,0.048,10,0.8,0.31
,19:14:46,8,21600,33726.4,0.32,13.3,7,10.4,0.048,10,0.8,0.31
,19:14:47,8,21600,33727.4,0.32,13.3,7,10.4,0.048,10,0.8,0.31
,19:14:48,8,21600,33728.4,0.32,13.3,7,10.4,0.047,10,0.8,0.31
,19:14:49,8,21600,33729.4,0.32,13.3,7,10.3,0.045,10,0.8,0.31
,19:14:50,8,21600,33730.4,0.32,13.3,7,10.3,0.045,10,0.8,0.31
,19:14:51,8,21600,33731.4,0.31,13.3,7,10.3,0.045,10,0.8,0.31
,19:14:52,8,21600,33732.4,0.31,13.3,7,10.3,0.047,10,0.8,0.31
,19:14:53,8,21600,33733.4,0.31,13.3,7,10.3,0.047,10,0.8,0.3
,19:14:54,8,21600,33734.4,0.31,13.3,7,10.3,0.046,10,0.8,0.3
,19:14:55,8,21600,33735.4,0.31,13.3,7,10.3,0.046,10,0.8,0.3
,19:14:56,8,21600,33736.4,0.31,13.3,7,10.2,0.045,10,0.8,0.3
,19:14:57,8,21600,33737.4,0.32,13.3,7,10.2,0.044,10,0.8,0.31
,19:14:58,8,21600,33738.4,0.32,13.3,7,10.2,0.045,10,0.8,0.31
,19:14:59,8,21600,33739.4,0.32,13.3,7,10.2,0.047,10,0.8,0.31
,19:15:00,8,21600,33740.4,0.32,13.3,7,10.2,0.048,10,0.8,0.31
,19:15:01,8,21600,33741.4,0.32,13.3,7,10.2,0.048,10,0.8,0.31
,19:15:02,8,21600,33742.4,0.32,13.3,7,10.2,0.048,10,0.8,0.31
,19:15:03,8,21600,33743.4,0.32,13.3,7,10.2,0.046,10,0.8,0.31
,19:15:04,8,21600,33744.4,0.32,13.3,7,10.2,0.046,10,0.8,0.31
,19:15:05,8,21600,33745.4,0.32,13.3,7,10.1,0.047,10,0.8,0.32
,19:15:06,8,21600,33746.4,0.33,13.3,7,10.1,0.047,10,0.8,0.32
,19:15:07,8,21600,33747.4,0.32,13.3,7,10.1,0.046,10,0.8,0.31
,19:15:08,8,21600,33748.4,0.31,13.3,7,10.1,0.047,10,0.8,0.3
,19:15:09,8,21600,33749.4,0.31,13.3,7,10.1,0.046,10,0.8,0.3
,19:15:10,8,21600,33750.4,0.31,13.3,7,10.1,0.047,10,0.8,0.31
,19:15:11,8,21600,33751.4,0.32,13.3,7,10.1,0.046,10,0.8,0.31
,19:15:12,8,21600,33752.4,0.32,13.3,7,10,0.046,10,0.8,0.31
,19:15:13,8,21600,33753.4,0.32,13.3,7,10,0.047,10,0.8,0.31
,19:15:14,8,21600,33754.4,0.32,13.3,7,10,0.047,10,0.8,0.31
,19:15:15,8,21600,33755.4,0.32,13.3,7,10,0.045,10,0.8,0.31
,19:15:16,8,21600,33756.4,0.32,13.3,7,10,0.045,10,0.8,0.31
,19:15:17,8,21600,33757.4,0.32,13.3,7,10,0.047,10,0.8,0.31
,19:15:18,8,21600,33758.4,0.32,13.3,7,10,0.049,10,0.8,0.32
,19:15:19,8,21600,33759.4,0.32,13.3,7,10,0.048,10,0.8,0.31
,19:15:20,8,21600,33760.4,0.32,13.3,7,10,0.048,10,0.8,0.31
,19:15:21,8,21600,33761.4,0.32,13.3,7,10,0.048,10,0.8,0.31
,19:15:22,8,21600,33762.4,0.32,13.3,7,10,0.047,10,0.8,0.31
,19:15:23,8,21600,33763.4,0.32,13.3,7,9.9,0.047,10,0.8,0.31
,19:15:24,8,21600,33764.4,0.32,13.3,7,9.9,0.046,10,0.8,0.31
,19:15:25,8,21600,33765.4,0.32,13.3,7,9.9,0.046,10,0.8,0.31
,19:15:26,8,21600,33766.4,0.32,13.3,7,9.9,0.047,10,0.8,0.31
,19:15:27,8,21600,33767.4,0.32,13.3,7,9.9,0.045,10,0.8,0.31
,19:15:28,8,21600,33768.4,0.32,13.3,7,9.9,0.046,10,0.8,0.31
,19:15:29,8,21600,33769.4,0.31,13.3,7,9.9,0.047,10,0.8,0.31
,19:15:30,8,21600,33770.4,0.31,13.3,7,9.9,0.047,10,0.8,0.31
,19:15:31,8,21600,33771.4,0.31,13.3,7,9.8,0.047,10,0.8,0.31
,19:15:32,8,21600,33772.4,0.31,13.3,7,9.8,0.047,10,0.8,0.31
,19:15:33,8,21600,33773.4,0.31,13.3,7,9.8,0.045,10,0.8,0.31
,19:15:34,8,21600,33774.4,0.31,13.3,7,9.8,0.045,10,0.8,0.31
,19:15:35,8,21600,33775.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,19:15:36,8,21600,33776.4,0.32,13.3,7,9.8,0.047,10,0.8,0.31
,19:15:37,8,21600,33777.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,19:15:38,8,21600,33778.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,19:15:39,8,21600,33779.4,0.31,13.3,7,9.8,0.045,10,0.8,0.3
,19:15:40,8,21600,33780.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,19:15:41,8,21600,33781.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,19:15:42,8,21600,33782.4,0.31,13.3,7,9.8,0.047,10,0.8,0.31
,19:15:43,8,21600,33783.4,0.31,13.3,7,9.8,0.047,10,0.8,0.3
,19:15:44,8,21600,33784.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,19:15:45,8,21600,33785.4,0.31,13.3,7,9.7,0.044,10,0.8,0.3
,19:15:46,8,21600,33786.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,19:15:47,8,21600,33787.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,19:15:48,8,21600,33788.4,0.31,13.3,7,9.7,0.043,10,0.8,0.3
,19:15:49,8,21600,33789.4,0.31,13.3,7,9.7,0.042,10,0.8,0.3
,19:15:50,8,21600,33790.4,0.31,13.3,7,9.7,0.044,10,0.8,0.31
,19:15:51,8,21600,33791.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:15:52,8,21600,33792.4,0.32,13.3,6,9.7,0.05,10,0.8,0.31
,19:15:53,8,21600,33793.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:15:54,8,21600,33794.4,0.32,13.3,7,9.7,0.046,10,0.8,0.31
,19:15:55,8,21600,33795.4,0.32,13.3,7,9.7,0.046,10,0.8,0.31
,19:15:56,8,21600,33796.4,0.32,13.3,7,9.7,0.047,10,0.8,0.31
,19:15:57,8,21600,33797.4,0.32,13.3,7,9.7,0.045,10,0.8,0.32
,19:15:58,8,21600,33798.4,0.32,13.3,7,9.7,0.045,10,0.8,0.31
,19:15:59,8,21600,33799.4,0.32,13.3,7,9.7,0.046,10,0.8,0.31
,19:16:00,8,21600,33800.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:01,8,21600,33801.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:02,8,21600,33802.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:03,8,21600,33803.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:04,8,21600,33804.4,0.31,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:05,8,21600,33805.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:06,8,21600,33806.4,0.31,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:07,8,21600,33807.4,0.31,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:08,8,21600,33808.4,0.31,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:09,8,21600,33809.4,0.31,13.3,7,9.6,0.045,10,0.8,0.3
,19:16:10,8,21600,33810.4,0.31,13.3,7,9.6,0.045,10,0.8,0.3
,19:16:11,8,21600,33811.4,0.31,13.3,7,9.6,0.043,10,0.8,0.3
,19:16:12,8,21600,33812.4,0.31,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:13,8,21600,33813.4,0.31,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:14,8,21600,33814.4,0.31,13.3,7,9.6,0.045,10,0.8,0.3
,19:16:15,8,21600,33815.4,0.31,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:16,8,21600,33816.4,0.31,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:17,8,21600,33817.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:18,8,21600,33818.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:19,8,21600,33819.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:20,8,21600,33820.4,0.32,13.3,7,9.6,0.049,10,0.8,0.32
,19:16:21,8,21600,33821.4,0.32,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:22,8,21600,33822.4,0.32,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:23,8,21600,33823.4,0.31,13.3,7,9.6,0.042,10,0.8,0.31
,19:16:24,8,21600,33824.4,0.31,13.3,7,9.6,0.043,10,0.8,0.3
,19:16:25,8,21600,33825.4,0.31,13.3,7,9.6,0.045,10,0.8,0.31
,19:16:26,8,21600,33826.4,0.31,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:27,8,21600,33827.4,0.31,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:28,8,21600,33828.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:29,8,21600,33829.4,0.31,13.3,7,9.6,0.047,10,0.8,0.31
,19:16:30,8,21600,33830.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:31,8,21600,33831.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:32,8,21600,33832.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:33,8,21600,33833.4,0.32,13.3,7,9.6,0.046,10,0.8,0.31
,19:16:34,8,21600,33834.4,0.32,13.3,7,9.6,0.044,10,0.8,0.31
,19:16:35,8,21600,33835.4,0.32,13.3,7,9.6,0.044,10,0.8,0.31
,19:16:36,8,21600,33836.4,0.31,13.3,7,9.6,0.045,10,0.8,0.3
,19:16:37,8,21600,33837.4,0.32,13.3,7,9.6,0.046,10,0.8,0.31
,19:16:38,8,21600,33838.4,0.32,13.3,7,9.6,0.048,10,0.8,0.32
,19:16:39,8,21600,33839.4,0.32,13.3,7,9.6,0.049,10,0.8,0.32
,19:16:40,8,21600,33840.4,0.32,13.3,7,9.6,0.048,10,0.8,0.31
,19:16:41,8,21600,33841.4,0.31,13.3,7,9.6,0.046,10,0.8,0.3
,19:16:42,8,21600,33842.4,0.31,13.3,7,9.6,0.046,10,0.8,0.3
,19:16:43,8,21600,33843.4,0.31,13.3,7,9.7,0.047,10,0.8,0.3
,19:16:44,8,21600,33844.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:45,8,21600,33845.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:46,8,21600,33846.4,0.32,13.3,7,9.7,0.047,10,0.8,0.32
,19:16:47,8,21600,33847.4,0.32,13.3,7,9.7,0.047,10,0.8,0.31
,19:16:48,8,21600,33848.4,0.32,13.3,7,9.7,0.044,10,0.8,0.31
,19:16:49,8,21600,33849.4,0.31,13.3,7,9.7,0.043,10,0.8,0.3
,19:16:50,8,21600,33850.4,0.31,13.3,7,9.7,0.043,10,0.8,0.3
,19:16:51,8,21600,33851.4,0.31,13.3,7,9.7,0.045,10,0.8,0.3
,19:16:52,8,21600,33852.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,19:16:53,8,21600,33853.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,19:16:54,8,21600,33854.4,0.31,13.3,7,9.7,0.046,10,0.8,0.3
,19:16:55,8,21600,33855.4,0.31,13.3,7,9.7,0.047,10,0.8,0.31
,19:16:56,8,21600,33856.4,0.32,13.3,7,9.7,0.048,10,0.8,0.31
,19:16:57,8,21600,33857.4,0.32,13.3,7,9.7,0.049,10,0.8,0.32
,19:16:58,8,21600,33858.4,0.32,13.3,7,9.7,0.049,10,0.8,0.32
,19:16:59,8,21600,33859.4,0.32,13.3,7,9.7,0.047,10,0.8,0.31
,19:17:00,8,21600,33860.4,0.32,13.3,7,9.7,0.047,10,0.8,0.31
,19:17:01,8,21600,33861.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,19:17:02,8,21600,33862.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,19:17:03,8,21600,33863.4,0.31,13.3,7,9.8,0.044,10,0.8,0.31
,19:17:04,8,21600,33864.4,0.32,13.3,7,9.8,0.045,10,0.8,0.31
,19:17:05,8,21600,33865.4,0.32,13.3,7,9.8,0.045,10,0.8,0.31
,19:17:06,8,21600,33866.4,0.32,13.3,7,9.8,0.047,10,0.8,0.32
,19:17:07,8,21600,33867.4,0.32,13.3,7,9.8,0.048,10,0.8,0.31
,19:17:08,8,21600,33868.4,0.32,13.3,7,9.8,0.046,10,0.8,0.31
,19:17:09,8,21600,33869.4,0.31,13.3,7,9.8,0.047,10,0.8,0.3
,19:17:10,8,21600,33870.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,19:17:11,8,21600,33871.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,19:17:12,8,21600,33872.4,0.31,13.3,7,9.8,0.046,10,0.8,0.3
,19:17:13,8,21600,33873.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,19:17:14,8,21600,33874.4,0.31,13.3,7,9.9,0.046,10,0.8,0.3
,19:17:15,8,21600,33875.4,0.31,13.3,7,9.9,0.044,10,0.8,0.3
,19:17:16,8,21600,33876.4,0.31,13.3,7,9.9,0.045,10,0.8,0.31
,19:17:17,8,21600,33877.4,0.32,13.3,7,9.9,0.046,10,0.8,0.31
,19:17:18,8,21600,33878.4,0.32,13.3,7,9.9,0.045,10,0.8,0.31
,19:17:19,8,21600,33879.4,0.31,13.3,7,9.9,0.043,10,0.8,0.3
,19:17:20,8,21600,33880.4,0.31,13.3,7,9.9,0.045,10,0.8,0.3
,19:17:21,8,21600,33881.4,0.31,13.3,7,9.9,0.044,10,0.8,0.3
,19:17:22,8,21600,33882.4,0.31,13.3,7,9.9,0.045,10,0.8,0.3
,19:17:23,8,21600,33883.4,0.31,13.3,7,9.9,0.047,10,0.8,0.31
,19:17:24,8,21600,33884.4,0.32,13.3,7,10,0.048,10,0.8,0.31
,19:17:25,8,21600,33885.4,0.32,13.3,7,10,0.048,10,0.8,0.31
,19:17:26,8,21600,33886.4,0.31,13.3,7,10,0.047,10,0.8,0.3
,19:17:27,8,21600,33887.4,0.31,13.3,7,10,0.045,10,0.8,0.3
,19:17:28,8,21600,33888.4,0.31,13.3,7,10,0.046,10,0.8,0.3
,19:17:29,8,21600,33889.4,0.31,13.3,7,10,0.046,10,0.8,0.3
,19:17:30,8,21600,33890.4,0.31,13.3,7,10,0.045,10,0.8,0.31
,19:17:31,8,21600,33891.4,0.32,13.3,7,10.1,0.046,10,0.8,0.31
,19:17:32,8,21600,33892.4,0.31,13.3,7,10.1,0.047,10,0.8,0.31
,19:17:33,8,21600,33893.4,0.31,13.3,7,10.1,0.047,10,0.8,0.3
,19:17:34,8,21600,33894.4,0.31,13.3,7,10.1,0.046,10,0.8,0.3
,19:17:35,8,21600,33895.4,0.31,13.3,7,10.1,0.045,10,0.8,0.31
,19:17:36,8,21600,33896.4,0.32,13.3,7,10.1,0.046,10,0.8,0.31
,19:17:37,8,21600,33897.4,0.32,13.3,7,10.1,0.046,10,0.8,0.31
,19:17:38,8,21600,33898.4,0.31,13.3,7,10.1,0.045,10,0.8,0.31
,19:17:39,8,21600,33899.4,0.31,13.3,7,10.1,0.045,10,0.8,0.3
,19:17:40,8,21600,33900.4,0.31,13.3,7,10.1,0.045,10,0.8,0.3
,19:17:41,8,21600,33901.4,0.31,13.3,7,10.2,0.045,10,0.8,0.3
,19:17:42,8,21600,33902.4,0.31,13.3,7,10.2,0.043,10,0.8,0.3
,19:17:43,8,21600,33903.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,19:17:44,8,21600,33904.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,19:17:45,8,21600,33905.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,19:17:46,8,21600,33906.4,0.31,13.3,7,10.2,0.044,10,0.8,0.3
,19:17:47,8,21600,33907.4,0.3,13.3,7,10.3,0.046,10,0.8,0.3
,19:17:48,8,21600,33908.4,0.3,13.3,7,10.3,0.045,10,0.8,0.29
,19:17:49,8,21600,33909.4,0.3,13.3,7,10.3,0.045,10,0.8,0.29
,19:17:50,8,21600,33910.4,0.3,13.3,7,10.3,0.045,10,0.8,0.3
,19:17:51,8,21600,33911.4,0.3,13.3,7,10.3,0.046,10,0.8,0.3
,19:17:52,8,21600,33912.4,0.3,13.3,7,10.3,0.046,10,0.8,0.3
,19:17:53,8,21600,33913.4,0.31,13.3,6,10.3,0.048,10,0.8,0.3
,19:17:54,8,21600,33914.4,0.31,13.3,7,10.3,0.047,10,0.8,0.31
,19:17:55,8,21600,33915.4,0.32,13.3,7,10.4,0.046,10,0.8,0.31
,19:17:56,8,21600,33916.4,0.32,13.3,7,10.4,0.046,10,0.8,0.31
,19:17:57,8,21600,33917.4,0.31,13.3,7,10.4,0.047,10,0.8,0.3
,19:17:58,8,21600,33918.4,0.31,13.3,7,10.4,0.044,10,0.8,0.3
,19:17:59,8,21600,33919.4,0.31,13.3,7,10.4,0.045,10,0.8,0.31
