Data file,,PTT_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,05/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:46:50 on 05/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:24:51,6,3590,2280.1,0.95,13.3,7,13.5,0.142,10,50,0.91
,13:24:52,6,3590,2281.1,0.94,13.3,7,13.5,0.142,10,50,0.91
,13:24:53,6,3590,2282.1,0.94,13.3,7,13.5,0.141,10,50,0.9
,13:24:54,6,3590,2283.1,0.93,13.3,7,13.5,0.14,10,50,0.9
,13:24:55,6,3590,2284.1,0.93,13.3,7,13.5,0.139,10,50,0.89
,13:24:56,6,3590,2285.1,0.93,13.3,7,13.5,0.139,10,50,0.89
,13:24:57,6,3590,2286.1,0.93,13.3,7,13.5,0.14,10,50,0.9
,13:24:58,6,3590,2287.1,0.93,13.3,7,13.5,0.135,10,50,0.9
,13:24:59,6,3590,2288.1,0.94,13.3,7,13.5,0.13,10,50.1,0.9
,13:25:00,6,3590,2289.1,0.94,13.3,7,13.5,0.131,10,50,0.91
,13:25:01,6,3590,2290.1,0.95,13.3,7,13.4,0.127,10,50,0.91
,13:25:02,6,3590,2291.1,0.95,13.3,7,13.4,0.132,10,50,0.91
,13:25:03,6,3590,2292.1,0.95,13.3,7,13.4,0.137,10,50,0.91
,13:25:04,6,3590,2293.1,0.94,13.3,7,13.4,0.141,10,50,0.9
,13:25:05,6,3590,2294.1,0.93,13.3,7,13.4,0.14,10,50,0.89
,13:25:06,6,3590,2295.1,0.93,13.3,7,13.4,0.139,10,50,0.89
,13:25:07,6,3590,2296.1,0.93,13.3,7,13.4,0.14,10,50,0.9
,13:25:08,6,3590,2297.1,0.94,13.3,7,13.3,0.142,10,50,0.91
,13:25:09,6,3590,2298.1,0.94,13.3,7,13.3,0.142,10,50,0.91
,13:25:10,6,3590,2299.1,0.94,13.3,7,13.3,0.142,10,50,0.91
,13:25:11,6,3590,2300.1,0.94,13.3,6,13.3,0.147,10,50,0.91
,13:25:12,6,3590,2301.1,0.95,13.3,7,13.3,0.142,10,50,0.91
,13:25:13,6,3590,2302.1,0.95,13.3,7,13.3,0.142,10,50,0.91
,13:25:14,6,3590,2303.1,0.94,13.3,7,13.3,0.136,10,50,0.91
,13:25:15,6,3590,2304.1,0.94,13.3,7,13.2,0.141,10,50,0.9
,13:25:16,6,3590,2305.1,0.94,13.3,7,13.2,0.141,10,50,0.91
,13:25:17,6,3590,2306.1,0.94,13.3,7,13.2,0.136,10,50,0.91
,13:25:18,6,3590,2307.1,0.95,13.3,7,13.2,0.132,10,50,0.91
,13:25:19,6,3590,2308.1,0.95,13.3,7,13.2,0.128,10,50,0.91
,13:25:20,6,3590,2309.1,0.95,13.3,7,13.2,0.128,10,50,0.92
,13:25:21,6,3590,2310.1,0.95,13.3,7,13.2,0.133,10,50,0.91
,13:25:22,6,3590,2311.1,0.95,13.3,7,13.2,0.137,10,50,0.91
,13:25:23,6,3590,2312.1,0.94,13.3,7,13.2,0.141,10,50,0.9
,13:25:24,6,3590,2313.1,0.93,13.3,6,13.1,0.146,10,50,0.9
,13:25:25,6,3590,2314.1,0.94,13.3,7,13.1,0.141,10,50,0.91
,13:25:26,6,3590,2315.1,0.95,13.3,7,13.1,0.137,10,50,0.91
,13:25:27,6,3590,2316.1,0.96,13.3,7,13.1,0.138,10,50,0.92
,13:25:28,6,3590,2317.1,0.95,13.3,7,13.1,0.143,10,50,0.92
,13:25:29,6,3590,2318.1,0.95,13.3,6,13.1,0.148,10,50,0.91
,13:25:30,6,3590,2319.1,0.95,13.3,7,13.1,0.142,10,50,0.91
,13:25:31,6,3590,2320.1,0.94,13.3,7,13,0.136,10,50,0.91
,13:25:32,6,3590,2321.1,0.94,13.3,7,13,0.136,10,50,0.91
,13:25:33,6,3590,2322.1,0.94,13.3,7,13,0.131,10,50,0.91
,13:25:34,6,3590,2323.1,0.94,13.3,7,13,0.131,10,50,0.91
,13:25:35,6,3590,2324.1,0.95,13.3,7,13,0.132,10,50,0.91
,13:25:36,6,3590,2325.1,0.95,13.3,7,13,0.137,10,50,0.91
,13:25:37,6,3590,2326.1,0.95,13.3,7,13,0.143,10,50,0.92
,13:25:38,6,3590,2327.1,0.95,13.3,7,13,0.143,10,50,0.92
,13:25:39,6,3590,2328.1,0.95,13.3,7,13,0.143,10,50,0.91
,13:25:40,6,3590,2329.1,0.95,13.3,7,12.9,0.142,10,50,0.91
,13:25:41,6,3590,2330.1,0.94,13.3,7,12.9,0.136,10,50,0.91
,13:25:42,6,3590,2331.1,0.94,13.3,7,12.9,0.136,10,50,0.91
,13:25:43,6,3590,2332.1,0.95,13.3,7,12.9,0.132,10,50,0.91
,13:25:44,6,3590,2333.1,0.95,13.3,7,12.9,0.137,10,50,0.91
,13:25:45,6,3590,2334.1,0.95,13.3,7,12.9,0.138,10,50,0.92
,13:25:46,6,3590,2335.1,0.95,13.3,7,12.8,0.143,10,50,0.92
,13:25:47,6,3590,2336.1,0.96,13.3,7,12.8,0.143,10,50,0.92
,13:25:48,6,3590,2337.1,0.96,13.3,7,12.8,0.143,10,50,0.92
,13:25:49,6,3590,2338.1,0.96,13.3,7,12.8,0.144,10,50,0.92
,13:25:50,6,3590,2339.1,0.96,13.3,7,12.8,0.139,10,50,0.92
,13:25:51,6,3590,2340.1,0.96,13.3,7,12.8,0.138,10,50,0.92
,13:25:52,6,3590,2341.1,0.95,13.3,7,12.8,0.138,10,50,0.91
,13:25:53,6,3590,2342.1,0.95,13.3,7,12.8,0.137,10,50,0.91
,13:25:54,6,3590,2343.1,0.95,13.3,7,12.7,0.137,10,50,0.91
,13:25:55,6,3590,2344.1,0.95,13.3,7,12.7,0.137,10,50,0.91
,13:25:56,6,3590,2345.1,0.95,13.3,7,12.7,0.143,10,50,0.91
,13:25:57,6,3590,2346.1,0.95,13.3,7,12.7,0.143,10,50,0.91
,13:25:58,6,3590,2347.1,0.95,13.3,7,12.7,0.142,10,50,0.91
,13:25:59,6,3590,2348.1,0.94,13.3,7,12.7,0.136,10,50,0.91
,13:26:00,6,3590,2349.1,0.94,13.3,7,12.7,0.131,10,50,0.91
,13:26:01,6,3590,2350.1,0.95,13.3,7,12.7,0.132,10,50,0.91
,13:26:02,6,3590,2351.1,0.95,13.3,7,12.6,0.142,10,50,0.91
,13:26:03,6,3590,2352.1,0.94,13.3,7,12.6,0.142,10,50,0.91
,13:26:04,6,3590,2353.1,0.94,13.3,7,12.6,0.142,10,50,0.91
,13:26:05,6,3590,2354.1,0.94,13.3,7,12.6,0.136,10,50,0.91
,13:26:06,6,3590,2355.1,0.94,13.3,7,12.6,0.136,10,50,0.91
,13:26:07,6,3590,2356.1,0.94,13.3,7,12.6,0.141,10,50,0.91
,13:26:08,6,3590,2357.1,0.94,13.3,7,12.6,0.136,10,50,0.91
,13:26:09,6,3590,2358.1,0.94,13.3,7,12.5,0.136,10,50,0.9
,13:26:10,6,3590,2359.1,0.93,13.3,7,12.5,0.135,10,50,0.89
,13:26:11,6,3590,2360.1,0.93,13.3,7,12.5,0.134,10,50,0.89
,13:26:12,6,3590,2361.1,0.93,13.3,7,12.5,0.134,10,50,0.89
,13:26:13,6,3590,2362.1,0.93,13.3,7,12.5,0.135,10,50,0.9
,13:26:14,6,3590,2363.1,0.94,13.3,7,12.5,0.14,10,50,0.9
,13:26:15,6,3590,2364.1,0.94,13.3,7,12.5,0.136,10,50,0.91
,13:26:16,6,3590,2365.1,0.94,13.3,7,12.5,0.136,10,50,0.91
,13:26:17,6,3590,2366.1,0.94,13.3,7,12.5,0.131,10,50,0.91
,13:26:18,6,3590,2367.1,0.94,13.3,7,12.4,0.131,10,50,0.9
,13:26:19,6,3590,2368.1,0.93,13.3,7,12.4,0.14,10,50,0.9
,13:26:20,6,3590,2369.1,0.92,13.3,7,12.4,0.139,10,50,0.89
,13:26:21,6,3590,2370.1,0.93,13.3,6,12.4,0.145,10,50,0.89
,13:26:22,6,3590,2371.1,0.94,13.3,7,12.4,0.141,10,50,0.91
,13:26:23,6,3590,2372.1,0.95,13.3,7,12.4,0.137,10,50,0.92
,13:26:24,6,3590,2373.1,0.96,13.3,7,12.3,0.133,10,50,0.92
,13:26:25,6,3590,2374.1,0.95,13.3,7,12.3,0.138,10,50,0.92
,13:26:26,6,3590,2375.1,0.94,13.3,7,12.3,0.141,10,50,0.91
,13:26:27,6,3590,2376.1,0.93,13.3,6,12.3,0.146,10,50,0.9
,13:26:28,6,3590,2377.1,0.94,13.3,7,12.3,0.14,10,50,0.9
,13:26:29,6,3590,2378.1,0.95,13.3,7,12.3,0.137,10,50,0.91
,13:26:30,6,3590,2379.1,0.95,13.3,7,12.2,0.132,10,50,0.91
,13:26:31,6,3590,2380.1,0.94,13.3,7,12.2,0.131,10,50,0.91
,13:26:32,6,3590,2381.1,0.94,13.3,7,12.2,0.136,10,50,0.91
,13:26:33,6,3590,2382.1,0.94,13.3,7,12.2,0.136,10,50,0.91
,13:26:34,6,3590,2383.1,0.94,13.3,7,12.2,0.141,10,50,0.91
,13:26:35,6,3590,2384.1,0.94,13.3,7,12.2,0.141,10,50,0.9
,13:26:36,6,3590,2385.1,0.94,13.3,6,12.2,0.146,10,50,0.9
,13:26:37,6,3590,2386.1,0.94,13.3,7,12.2,0.141,10,50,0.91
,13:26:38,6,3590,2387.1,0.94,13.3,7,12.1,0.136,10,50,0.91
,13:26:39,6,3590,2388.1,0.94,13.3,7,12.1,0.131,10,50,0.9
,13:26:40,6,3590,2389.1,0.93,13.3,7,12.1,0.13,10,50,0.9
,13:26:41,6,3590,2390.1,0.93,13.3,7,12.1,0.135,10,50,0.9
,13:26:42,6,3590,2391.1,0.93,13.3,7,12.1,0.139,10,50,0.89
,13:26:43,6,3590,2392.1,0.93,13.3,7,12.1,0.139,10,50,0.89
,13:26:44,6,3590,2393.1,0.93,13.3,7,12,0.139,10,50,0.89
,13:26:45,6,3590,2394.1,0.93,13.3,7,12,0.139,10,50,0.89
,13:26:46,6,3590,2395.1,0.93,13.3,7,12,0.134,10,50,0.89
,13:26:47,6,3590,2396.1,0.93,13.3,7,12,0.129,10,50,0.89
,13:26:48,6,3590,2397.1,0.93,13.3,7,12,0.13,10,50,0.9
,13:26:49,6,3590,2398.1,0.94,13.3,7,11.9,0.135,10,50,0.9
,13:26:50,6,3590,2399.1,0.94,13.3,7,11.9,0.136,10,50,0.9
,13:26:51,6,3590,2400.1,0.94,13.3,7,11.9,0.141,10,50,0.9
,13:26:52,6,3590,2401.1,0.94,13.3,7,11.9,0.135,10,50,0.9
,13:26:53,6,3590,2402.1,0.93,13.3,7,11.9,0.14,10,50,0.9
,13:26:54,6,3590,2403.1,0.93,13.3,7,11.9,0.135,10,50,0.9
,13:26:55,6,3590,2404.1,0.93,13.3,7,11.9,0.135,10,50,0.9
,13:26:56,6,3590,2405.1,0.93,13.3,7,11.9,0.126,10,50,0.9
,13:26:57,6,3590,2406.1,0.93,13.3,8,11.8,0.121,10,50,0.9
,13:26:58,6,3590,2407.1,0.93,13.3,7,11.8,0.129,10,50,0.89
,13:26:59,6,3590,2408.1,0.92,13.3,7,11.8,0.138,10,50,0.89
,13:27:00,6,3590,2409.1,0.91,13.3,6,11.8,0.143,10,50,0.88
,13:27:01,6,3590,2410.1,0.92,13.3,6,11.8,0.143,10,50,0.88
,13:27:02,6,3590,2411.1,0.92,13.3,7,11.8,0.139,10,50,0.89
,13:27:03,6,3590,2412.1,0.93,13.3,7,11.7,0.14,10,50,0.9
,13:27:04,6,3590,2413.1,0.94,13.3,7,11.7,0.14,10,50,0.9
,13:27:05,6,3590,2414.1,0.94,13.3,7,11.7,0.14,10,50,0.9
,13:27:06,6,3590,2415.1,0.93,13.3,7,11.7,0.135,10,50,0.9
,13:27:07,6,3590,2416.1,0.93,13.3,7,11.7,0.14,10,50,0.9
