Data file,,SORONA_DRY_T23_S3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,Sorona,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:45 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,sorona_dry_t23_s3-h001.tsv,,,,,,,,,,
,13:49:34,5,3590,2807.2,3.21,13.3,7,23,0.463,10,49.9,3.1
,13:49:35,5,3590,2808.2,3.21,13.3,7,23,0.464,10,49.9,3.1
,13:49:36,5,3590,2809.2,3.25,13.3,7,23,0.469,10,49.8,3.14
,13:49:37,5,3590,2810.2,3.29,13.3,7,23,0.458,10,49.8,3.18
,13:49:38,5,3590,2811.2,3.31,13.3,7,23,0.462,10,49.9,3.2
,13:49:39,5,3590,2812.2,3.32,13.3,7,23,0.463,10,49.9,3.21
,13:49:40,5,3590,2813.2,3.32,13.3,7,23,0.48,10,49.8,3.21
,13:49:41,5,3590,2814.2,3.32,13.3,7,23,0.48,10,49.8,3.2
,13:49:42,5,3590,2815.2,3.31,13.3,7,23,0.461,10,49.8,3.19
,13:49:43,5,3590,2816.2,3.3,13.3,7,23,0.46,10,49.8,3.18
,13:49:44,5,3590,2817.2,3.28,13.3,7,23,0.457,10,49.9,3.17
,13:49:45,5,3590,2818.2,3.27,13.3,7,23,0.456,10,49.9,3.16
,13:49:46,5,3590,2819.2,3.26,13.3,7,23,0.455,10,49.8,3.15
,13:49:47,5,3590,2820.2,3.23,13.3,7,23,0.435,10,49.9,3.11
,13:49:48,5,3590,2821.2,3.19,13.3,7,23,0.445,10,49.8,3.08
,13:49:49,5,3590,2822.2,3.15,13.3,7,23,0.439,10,49.8,3.04
,13:49:50,5,3590,2823.2,3.14,13.3,7,23,0.454,10,49.8,3.03
,13:49:51,5,3590,2824.2,3.16,13.3,7,23,0.457,10,49.9,3.06
,13:49:52,5,3590,2825.2,3.19,13.3,7,23,0.461,10,49.9,3.09
,13:49:53,5,3590,2826.2,3.24,13.3,7,23,0.468,10,49.9,3.13
,13:49:54,5,3590,2827.2,3.27,13.3,7,23,0.455,10,49.9,3.16
,13:49:55,5,3590,2828.2,3.29,13.3,7,23,0.476,10,49.9,3.18
,13:49:56,5,3590,2829.2,3.29,13.3,7,23,0.476,10,49.9,3.18
,13:49:57,5,3590,2830.2,3.29,13.3,7,23,0.458,10,49.9,3.17
,13:49:58,5,3590,2831.2,3.27,13.3,7,23,0.44,10,49.9,3.16
,13:49:59,5,3590,2832.2,3.25,13.3,7,23,0.453,10,49.8,3.14
,13:50:00,5,3590,2833.2,3.21,13.3,7,23,0.448,10,49.9,3.1
,13:50:01,5,3590,2834.2,3.18,13.3,7,23,0.459,10,49.9,3.06
,13:50:02,5,3590,2835.2,3.15,13.3,7,23,0.456,10,49.8,3.04
,13:50:03,5,3590,2836.2,3.16,13.3,7,23,0.457,10,49.9,3.05
,13:50:04,5,3590,2837.2,3.19,13.3,7,23,0.444,10,49.9,3.08
,13:50:05,5,3590,2838.2,3.17,13.3,7,23,0.442,10,49.9,3.06
,13:50:06,5,3590,2839.2,3.15,13.3,7,23,0.438,10,49.8,3.03
,13:50:07,5,3590,2840.2,3.11,13.3,7,23,0.434,10,49.9,3
,13:50:08,5,3590,2841.2,3.09,13.3,7,23,0.447,10,49.9,2.99
,13:50:09,5,3590,2842.2,3.09,13.3,7,23,0.447,10,49.8,2.99
,13:50:10,5,3590,2843.2,3.11,13.3,7,23,0.433,10,49.9,3
,13:50:11,5,3590,2844.2,3.12,13.3,7,23,0.434,10,49.9,3.01
,13:50:12,5,3590,2845.2,3.11,13.3,7,23,0.434,10,49.9,3.01
,13:50:13,5,3590,2846.2,3.1,13.3,7,23,0.448,10,49.9,2.99
,13:50:14,5,3590,2847.2,3.12,13.3,7,23,0.42,10,49.9,3.01
,13:50:15,5,3590,2848.2,3.13,13.3,7,23,0.421,10,49.9,3.03
,13:50:16,5,3590,2849.2,3.18,13.3,7,23,0.428,10,49.9,3.07
,13:50:17,5,3590,2850.2,3.2,13.3,7,23,0.431,10,49.9,3.09
,13:50:18,5,3590,2851.2,3.22,13.3,7,23,0.448,10,49.9,3.1
,13:50:19,5,3590,2852.2,3.18,13.3,7,23,0.46,10,49.9,3.07
,13:50:20,5,3590,2853.2,3.14,13.3,7,23,0.454,10,49.8,3.03
,13:50:21,5,3590,2854.2,3.12,13.3,7,23,0.451,10,49.8,3.01
,13:50:22,5,3590,2855.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:50:23,5,3590,2856.2,3.12,13.3,7,23,0.451,10,49.9,3.02
,13:50:24,5,3590,2857.2,3.14,13.3,7,23,0.453,10,49.8,3.03
,13:50:25,5,3590,2858.2,3.14,13.3,7,23,0.438,10,49.9,3.03
,13:50:26,5,3590,2859.2,3.12,13.3,7,23,0.42,10,49.9,3.01
,13:50:27,5,3590,2860.2,3.11,13.3,7,23,0.419,10,49.9,3.01
,13:50:28,5,3590,2861.2,3.11,13.3,7,23,0.433,10,49.8,3
,13:50:29,5,3590,2862.2,3.11,13.3,7,23,0.433,10,49.9,3
,13:50:30,5,3590,2863.2,3.11,13.3,7,23,0.449,10,49.9,3.01
,13:50:31,5,3590,2864.2,3.12,13.3,7,23,0.451,10,49.8,3.02
,13:50:32,5,3590,2865.2,3.13,13.3,7,23,0.452,10,49.8,3.02
,13:50:33,5,3590,2866.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:50:34,5,3590,2867.2,3.1,13.3,7,23,0.465,10,49.8,3
,13:50:35,5,3590,2868.2,3.11,13.3,7,23,0.45,10,49.9,3.01
,13:50:36,5,3590,2869.2,3.13,13.3,7,23,0.436,10,49.9,3.02
,13:50:37,5,3590,2870.2,3.11,13.3,7,23,0.434,10,49.9,3.01
,13:50:38,5,3590,2871.2,3.13,13.3,7,23,0.469,10,49.9,3.02
,13:50:39,5,3590,2872.2,3.15,13.3,7,23,0.455,10,49.9,3.04
,13:50:40,5,3590,2873.2,3.17,13.3,7,23,0.441,10,49.9,3.05
,13:50:41,5,3590,2874.2,3.14,13.3,7,23,0.422,10,49.9,3.02
,13:50:42,5,3590,2875.2,3.09,13.3,7,23,0.416,10,49.9,2.98
,13:50:43,5,3590,2876.2,3.04,13.3,7,23,0.424,10,49.9,2.94
,13:50:44,5,3590,2877.2,3.01,13.3,7,23,0.419,10,49.9,2.91
,13:50:45,5,3590,2878.2,3.01,13.3,7,23,0.42,10,49.9,2.91
,13:50:46,5,3590,2879.2,3.06,13.3,7,23,0.411,10,49.8,2.96
,13:50:47,5,3590,2880.2,3.08,13.3,7,23,0.414,10,49.9,2.97
,13:50:48,5,3590,2881.2,3.07,13.3,7,23,0.428,10,49.9,2.96
,13:50:49,5,3590,2882.2,3.06,13.3,7,23,0.441,10,49.9,2.95
,13:50:50,5,3590,2883.2,3.06,13.3,7,23,0.459,10,49.8,2.95
,13:50:51,5,3590,2884.2,3.08,13.3,7,23,0.445,10,49.8,2.97
,13:50:52,5,3590,2885.2,3.1,13.3,7,23,0.447,10,49.8,2.99
,13:50:53,5,3590,2886.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:50:54,5,3590,2887.2,3.1,13.3,7,23,0.448,10,49.9,3
,13:50:55,5,3590,2888.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:50:56,5,3590,2889.2,3.12,13.3,7,23,0.451,10,49.9,3.02
,13:50:57,5,3590,2890.2,3.15,13.3,7,23,0.455,10,49.9,3.04
,13:50:58,5,3590,2891.2,3.18,13.3,7,23,0.443,10,49.9,3.08
,13:50:59,5,3590,2892.2,3.19,13.3,7,23,0.445,10,49.9,3.08
,13:51:00,5,3590,2893.2,3.18,13.3,7,23,0.443,10,49.9,3.07
,13:51:01,5,3590,2894.2,3.17,13.3,7,23,0.458,10,49.9,3.06
,13:51:02,5,3590,2895.2,3.19,13.3,7,23,0.444,10,49.9,3.08
,13:51:03,5,3590,2896.2,3.2,13.3,7,23,0.445,10,49.9,3.09
,13:51:04,5,3590,2897.2,3.18,13.3,7,23,0.442,10,49.9,3.06
,13:51:05,5,3590,2898.2,3.15,13.3,7,23,0.454,10,49.9,3.03
,13:51:06,5,3590,2899.2,3.14,13.3,7,23,0.438,10,49.8,3.03
,13:51:07,5,3590,2900.2,3.15,13.3,7,23,0.438,10,49.9,3.04
,13:51:08,5,3590,2901.2,3.14,13.3,7,23,0.423,10,49.9,3.03
,13:51:09,5,3590,2902.2,3.12,13.3,7,23,0.42,10,49.9,3.01
,13:51:10,5,3590,2903.2,3.11,13.3,7,23,0.418,10,49.9,3
,13:51:11,5,3590,2904.2,3.1,13.3,7,23,0.432,10,49.9,2.99
,13:51:12,5,3590,2905.2,3.09,13.3,7,23,0.447,10,49.9,2.99
,13:51:13,5,3590,2906.2,3.07,13.3,7,23,0.443,10,49.9,2.96
,13:51:14,5,3590,2907.2,3.03,13.3,7,23,0.454,10,49.8,2.92
,13:51:15,5,3590,2908.2,3.01,13.3,7,23,0.452,10,49.8,2.9
,13:51:16,5,3590,2909.2,3.01,13.3,7,23,0.451,10,49.9,2.91
,13:51:17,5,3590,2910.2,3.04,13.3,7,23,0.456,10,49.8,2.94
,13:51:18,5,3590,2911.2,3.07,13.3,7,23,0.443,10,49.9,2.96
,13:51:19,5,3590,2912.2,3.1,13.3,7,23,0.447,10,49.9,2.99
,13:51:20,5,3590,2913.2,3.1,13.3,7,23,0.432,10,49.9,2.99
,13:51:21,5,3590,2914.2,3.1,13.3,7,23,0.431,10,49.9,2.99
,13:51:22,5,3590,2915.2,3.06,13.3,7,23,0.426,10,49.9,2.95
,13:51:23,5,3590,2916.2,3.01,13.3,7,23,0.419,10,49.9,2.9
,13:51:24,5,3590,2917.2,3,13.3,7,23,0.433,10,49.9,2.89
,13:51:25,5,3590,2918.2,3.03,13.3,7,23,0.438,10,49.9,2.94
,13:51:26,5,3590,2919.2,3.1,13.3,7,23,0.448,10,49.9,3
,13:51:27,5,3590,2920.2,3.15,13.3,7,23,0.439,10,49.9,3.04
,13:51:28,5,3590,2921.2,3.17,13.3,7,23,0.441,10,49.9,3.06
,13:51:29,5,3590,2922.2,3.16,13.3,7,23,0.424,10,49.9,3.05
,13:51:30,5,3590,2923.2,3.15,13.3,7,23,0.424,10,49.9,3.04
,13:51:31,5,3590,2924.2,3.14,13.3,7,23,0.422,10,49.9,3.03
,13:51:32,5,3590,2925.2,3.11,13.3,7,23,0.419,10,49.9,3
,13:51:33,5,3590,2926.2,3.08,13.3,7,23,0.429,10,49.9,2.97
,13:51:34,5,3590,2927.2,3.04,13.3,7,23,0.423,10,49.9,2.93
,13:51:35,5,3590,2928.2,3.01,13.3,7,23,0.419,10,49.9,2.9
,13:51:36,5,3590,2929.2,2.98,13.3,7,23,0.416,10,49.9,2.88
,13:51:37,5,3590,2930.2,3,13.3,7,23,0.418,10,49.9,2.9
,13:51:38,5,3590,2931.2,3.03,13.3,7,23,0.437,10,49.9,2.92
,13:51:39,5,3590,2932.2,3.04,13.3,7,23,0.456,10,49.8,2.94
,13:51:40,5,3590,2933.2,3.07,13.3,7,23,0.443,10,49.9,2.96
,13:51:41,5,3590,2934.2,3.09,13.3,7,23,0.447,10,49.9,2.99
,13:51:42,5,3590,2935.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:51:43,5,3590,2936.2,3.09,13.3,7,23,0.447,10,49.9,2.98
,13:51:44,5,3590,2937.2,3.07,13.3,7,23,0.444,10,49.9,2.96
,13:51:45,5,3590,2938.2,3.07,13.3,7,23,0.427,10,49.9,2.96
,13:51:46,5,3590,2939.2,3.08,13.3,7,23,0.414,10,49.9,2.97
,13:51:47,5,3590,2940.2,3.09,13.3,7,23,0.416,10,49.8,2.99
,13:51:48,5,3590,2941.2,3.13,13.3,7,23,0.421,10,49.9,3.03
,13:51:49,5,3590,2942.2,3.18,13.3,7,23,0.459,10,49.9,3.07
,13:51:50,5,3590,2943.2,3.2,13.3,7,23,0.446,10,49.9,3.09
,13:51:51,5,3590,2944.2,3.19,13.3,7,23,0.444,10,49.9,3.08
,13:51:52,5,3590,2945.2,3.17,13.3,7,23,0.458,10,49.9,3.06
,13:51:53,5,3590,2946.2,3.17,13.3,7,23,0.457,10,49.9,3.06
,13:51:54,5,3590,2947.2,3.16,13.3,7,23,0.457,10,49.9,3.05
,13:51:55,5,3590,2948.2,3.12,13.3,7,23,0.435,10,49.9,3.01
,13:51:56,5,3590,2949.2,3.09,13.3,7,23,0.43,10,49.8,2.97
,13:51:57,5,3590,2950.2,3.04,13.3,7,23,0.424,10,49.9,2.93
,13:51:58,5,3590,2951.2,3.02,13.3,7,23,0.421,10,49.9,2.92
,13:51:59,5,3590,2952.2,3.01,13.3,7,23,0.419,10,49.9,2.9
,13:52:00,5,3590,2953.2,3.01,13.3,7,23,0.419,10,49.9,2.9
,13:52:01,5,3590,2954.2,3.04,13.3,7,23,0.439,10,49.8,2.94
,13:52:02,5,3590,2955.2,3.07,13.3,7,23,0.443,10,49.9,2.96
,13:52:03,5,3590,2956.2,3.08,13.3,7,23,0.445,10,49.9,2.97
,13:52:04,5,3590,2957.2,3.05,13.3,7,23,0.441,10,49.8,2.94
,13:52:05,5,3590,2958.2,3.01,13.3,7,23,0.452,10,49.9,2.91
,13:52:06,5,3590,2959.2,2.99,13.3,7,23,0.432,10,49.9,2.89
,13:52:07,5,3590,2960.2,2.98,13.3,7,23,0.416,10,49.9,2.88
,13:52:08,5,3590,2961.2,2.98,13.3,7,23,0.415,10,49.9,2.87
,13:52:09,5,3590,2962.2,2.97,13.3,7,23,0.414,10,49.9,2.86
,13:52:10,5,3590,2963.2,2.95,13.3,7,23,0.427,10,49.9,2.85
,13:52:11,5,3590,2964.2,2.95,13.3,7,23,0.443,10,49.9,2.85
,13:52:12,5,3590,2965.2,2.95,13.3,7,23,0.442,10,49.9,2.85
,13:52:13,5,3590,2966.2,2.99,13.3,7,23,0.431,10,49.9,2.89
,13:52:14,5,3590,2967.2,3.08,13.3,7,23,0.444,10,49.9,2.98
,13:52:15,5,3590,2968.2,3.17,13.3,7,23,0.441,10,49.9,3.06
,13:52:16,5,3590,2969.2,3.17,13.3,7,23,0.426,10,49.9,3.05
,13:52:17,5,3590,2970.2,3.09,13.3,7,23,0.43,10,49.9,2.97
,13:52:18,5,3590,2971.2,3,13.3,7,23,0.418,10,49.9,2.89
,13:52:19,5,3590,2972.2,2.96,13.3,7,23,0.427,10,49.8,2.85
,13:52:20,5,3590,2973.2,2.95,13.3,7,23,0.426,10,49.9,2.84
,13:52:21,5,3590,2974.2,2.96,13.3,7,23,0.427,10,49.9,2.86
,13:52:22,5,3590,2975.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:52:23,5,3590,2976.2,3.05,13.3,7,23,0.424,10,49.8,2.94
,13:52:24,5,3590,2977.2,3.06,13.3,7,23,0.411,10,49.9,2.95
,13:52:25,5,3590,2978.2,3.03,13.3,7,23,0.408,10,49.9,2.92
,13:52:26,5,3590,2979.2,3.01,13.3,7,23,0.419,10,49.9,2.9
,13:52:27,5,3590,2980.2,2.99,13.3,7,23,0.432,10,49.9,2.88
,13:52:28,5,3590,2981.2,2.99,13.3,7,23,0.432,10,49.9,2.89
,13:52:29,5,3590,2982.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:52:30,5,3590,2983.2,3.02,13.3,7,23,0.437,10,49.9,2.92
,13:52:31,5,3590,2984.2,3.03,13.3,7,23,0.438,10,49.9,2.92
,13:52:32,5,3590,2985.2,3.02,13.3,7,23,0.42,10,49.9,2.91
,13:52:33,5,3590,2986.2,3.01,13.3,7,23,0.405,10,49.9,2.91
,13:52:34,5,3590,2987.2,3.01,13.3,7,23,0.419,10,49.9,2.91
,13:52:35,5,3590,2988.2,3.04,13.3,7,23,0.44,10,49.9,2.94
,13:52:36,5,3590,2989.2,3.08,13.3,7,23,0.462,10,49.9,2.98
,13:52:37,5,3590,2990.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:52:38,5,3590,2991.2,3.1,13.3,7,23,0.431,10,49.9,2.99
,13:52:39,5,3590,2992.2,3.05,13.3,7,23,0.425,10,49.9,2.94
,13:52:40,5,3590,2993.2,3.01,13.3,7,23,0.419,10,49.9,2.89
,13:52:41,5,3590,2994.2,2.96,13.3,7,23,0.398,10,49.9,2.85
,13:52:42,5,3590,2995.2,2.96,13.3,7,23,0.412,10,49.9,2.86
,13:52:43,5,3590,2996.2,2.98,13.3,7,23,0.431,10,49.9,2.88
,13:52:44,5,3590,2997.2,3.01,13.3,7,23,0.451,10,49.9,2.9
,13:52:45,5,3590,2998.2,3.03,13.3,7,23,0.455,10,49.8,2.93
,13:52:46,5,3590,2999.2,3.06,13.3,7,23,0.442,10,49.9,2.96
,13:52:47,5,3590,3000.2,3.09,13.3,7,23,0.431,10,49.9,2.99
,13:52:48,5,3590,3001.2,3.11,13.3,7,23,0.45,10,49.9,3.01
,13:52:49,5,3590,3002.2,3.12,13.3,7,23,0.45,10,49.9,3.01
,13:52:50,5,3590,3003.2,3.11,13.3,7,23,0.434,10,49.9,3.01
,13:52:51,5,3590,3004.2,3.12,13.3,7,23,0.419,10,49.9,3.01
,13:52:52,5,3590,3005.2,3.12,13.3,8,23,0.405,10,49.9,3.01
,13:52:53,5,3590,3006.2,3.09,13.3,8,23,0.402,10,49.9,2.98
,13:52:54,5,3590,3007.2,3.04,13.3,7,23,0.408,10,49.9,2.93
,13:52:55,5,3590,3008.2,3,13.3,7,23,0.418,10,49.9,2.89
,13:52:56,5,3590,3009.2,3,13.3,7,23,0.434,10,49.9,2.9
,13:52:57,5,3590,3010.2,3.02,13.3,7,23,0.437,10,49.9,2.92
,13:52:58,5,3590,3011.2,3.05,13.3,7,23,0.44,10,49.8,2.95
,13:52:59,5,3590,3012.2,3.07,13.3,7,23,0.443,10,49.8,2.96
,13:53:00,5,3590,3013.2,3.1,13.3,7,23,0.448,10,49.8,3
,13:53:01,5,3590,3014.2,3.12,13.3,7,23,0.434,10,49.8,3.01
,13:53:02,5,3590,3015.2,3.12,13.3,7,23,0.434,10,49.9,3.01
,13:53:03,5,3590,3016.2,3.09,13.3,7,23,0.446,10,49.9,2.98
,13:53:04,5,3590,3017.2,3.09,13.3,7,23,0.446,10,49.9,2.98
,13:53:05,5,3590,3018.2,3.1,13.3,7,23,0.448,10,49.9,2.99
,13:53:06,5,3590,3019.2,3.11,13.3,7,23,0.449,10,49.9,3
,13:53:07,5,3590,3020.2,3.09,13.3,7,23,0.447,10,49.8,2.99
,13:53:08,5,3590,3021.2,3.14,13.3,7,23,0.438,10,49.9,3.04
,13:53:09,5,3590,3022.2,3.21,13.3,7,23,0.432,10,49.9,3.11
,13:53:10,5,3590,3023.2,3.27,13.3,8,23,0.425,10,49.9,3.16
,13:53:11,5,3590,3024.2,3.26,13.3,8,23,0.423,10,49.9,3.14
,13:53:12,5,3590,3025.2,3.22,13.3,7,23,0.434,10,49.9,3.11
,13:53:13,5,3590,3026.2,3.18,13.3,7,23,0.46,10,49.9,3.07
,13:53:14,5,3590,3027.2,3.12,13.3,7,23,0.451,10,49.9,3
,13:53:15,5,3590,3028.2,3.05,13.3,7,23,0.441,10,49.8,2.94
,13:53:16,5,3590,3029.2,3.02,13.3,7,23,0.436,10,49.9,2.91
,13:53:17,5,3590,3030.2,3.01,13.3,7,23,0.435,10,49.9,2.91
,13:53:18,5,3590,3031.2,3.03,13.3,7,23,0.438,10,49.9,2.93
,13:53:19,5,3590,3032.2,3.05,13.3,7,23,0.441,10,49.8,2.95
,13:53:20,5,3590,3033.2,3.1,13.3,7,23,0.448,10,49.9,3
,13:53:21,5,3590,3034.2,3.15,13.3,7,24,0.455,10,49.8,3.04
,13:53:22,5,3590,3035.2,3.18,13.3,7,24,0.443,10,49.9,3.07
,13:53:23,5,3590,3036.2,3.18,13.3,7,23,0.459,10,49.8,3.06
,13:53:24,5,3590,3037.2,3.16,13.3,7,23,0.441,10,49.9,3.05
,13:53:25,5,3590,3038.2,3.14,13.3,7,23,0.437,10,49.9,3.03
,13:53:26,5,3590,3039.2,3.12,13.3,7,23,0.451,10,49.8,3.01
,13:53:27,5,3590,3040.2,3.11,13.3,7,23,0.449,10,49.8,3.01
,13:53:28,5,3590,3041.2,3.16,13.3,7,23,0.456,10,49.8,3.06
,13:53:29,5,3590,3042.2,3.24,13.3,7,23,0.451,10,49.9,3.14
,13:53:30,5,3590,3043.2,3.29,13.3,7,23,0.459,10,49.8,3.18
,13:53:31,5,3590,3044.2,3.31,13.3,7,23,0.478,10,49.9,3.19
,13:53:32,5,3590,3045.2,3.31,13.3,7,23,0.478,10,49.9,3.19
,13:53:33,5,3590,3046.2,3.32,13.3,7,23,0.48,10,49.8,3.21
,13:53:34,5,3590,3047.2,3.33,13.3,7,23,0.481,10,49.8,3.22
,13:53:35,5,3590,3048.2,3.31,13.3,7,23,0.461,10,49.9,3.19
,13:53:36,5,3590,3049.2,3.29,13.3,7,23,0.458,10,49.9,3.17
,13:53:37,5,3590,3050.2,3.28,13.3,8,23,0.426,10,49.9,3.16
,13:53:38,5,3590,3051.2,3.25,13.3,7,23,0.437,10,49.9,3.14
,13:53:39,5,3590,3052.2,3.23,13.3,7,23,0.45,10,49.9,3.11
,13:53:40,5,3590,3053.2,3.21,13.3,7,23,0.463,10,49.9,3.1
,13:53:41,5,3590,3054.2,3.21,13.3,7,23,0.464,10,49.8,3.1
,13:53:42,5,3590,3055.2,3.2,13.3,7,23,0.463,10,49.9,3.09
,13:53:43,5,3590,3056.2,3.19,13.3,7,23,0.461,10,49.9,3.08
,13:53:44,5,3590,3057.2,3.2,13.3,7,23,0.462,10,49.9,3.09
,13:53:45,5,3590,3058.2,3.2,13.3,7,23,0.462,10,49.8,3.09
,13:53:46,5,3590,3059.2,3.19,13.3,7,23,0.445,10,49.9,3.08
,13:53:47,5,3590,3060.2,3.16,13.3,7,23,0.425,10,49.9,3.05
,13:53:48,5,3590,3061.2,3.14,13.3,7,23,0.437,10,49.9,3.03
,13:53:49,5,3590,3062.2,3.12,13.3,7,23,0.468,10,49.8,3.01
,13:53:50,5,3590,3063.2,3.13,13.3,7,23,0.453,10,49.9,3.03
,13:53:51,5,3590,3064.2,3.17,13.3,7,23,0.458,10,49.9,3.07
,13:53:52,5,3590,3065.2,3.22,13.3,7,23,0.466,10,49.9,3.12
,13:53:53,5,3590,3066.2,3.25,13.3,7,23,0.437,10,49.9,3.13
,13:53:54,5,3590,3067.2,3.22,13.3,7,23,0.433,10,49.9,3.1
,13:53:55,5,3590,3068.2,3.19,13.3,7,23,0.445,10,49.9,3.08
,13:53:56,5,3590,3069.2,3.18,13.3,7,23,0.459,10,49.8,3.07
,13:53:57,5,3590,3070.2,3.18,13.3,7,23,0.46,10,49.9,3.07
,13:53:58,5,3590,3071.2,3.2,13.3,7,23,0.463,10,49.9,3.1
,13:53:59,5,3590,3072.2,3.25,13.3,7,23,0.453,10,49.9,3.14
,13:54:00,5,3590,3073.2,3.28,13.3,7,23,0.442,10,49.9,3.17
,13:54:01,5,3590,3074.2,3.26,13.3,7,23,0.439,10,49.9,3.14
,13:54:02,5,3590,3075.2,3.21,13.3,7,23,0.447,10,49.9,3.09
,13:54:03,5,3590,3076.2,3.17,13.3,7,23,0.458,10,49.9,3.06
,13:54:04,5,3590,3077.2,3.16,13.3,7,23,0.457,10,49.9,3.05
,13:54:05,5,3590,3078.2,3.17,13.3,7,23,0.458,10,49.9,3.06
,13:54:06,5,3590,3079.2,3.19,13.3,7,23,0.461,10,49.9,3.08
,13:54:07,5,3590,3080.2,3.21,13.3,7,23,0.464,10,49.8,3.1
,13:54:08,5,3590,3081.2,3.25,13.3,7,23,0.453,10,49.9,3.14
,13:54:09,5,3590,3082.2,3.28,13.3,7,23,0.456,10,49.9,3.17
,13:54:10,5,3590,3083.2,3.29,13.3,7,23,0.458,10,49.9,3.17
,13:54:11,5,3590,3084.2,3.26,13.3,7,23,0.454,10,49.9,3.15
,13:54:12,5,3590,3085.2,3.23,13.3,7,23,0.485,10,49.9,3.12
,13:54:13,5,3590,3086.2,3.22,13.3,7,23,0.483,10,49.9,3.11
,13:54:14,5,3590,3087.2,3.24,13.3,7,23,0.468,10,49.9,3.13
,13:54:15,5,3590,3088.2,3.26,13.3,7,23,0.439,10,49.9,3.15
,13:54:16,5,3590,3089.2,3.26,13.3,8,23,0.423,10,49.9,3.14
,13:54:17,5,3590,3090.2,3.23,13.3,7,23,0.45,10,49.9,3.12
,13:54:18,5,3590,3091.2,3.21,13.3,7,23,0.463,10,49.8,3.1
,13:54:19,5,3590,3092.2,3.19,13.3,7,23,0.461,10,49.9,3.08
,13:54:20,5,3590,3093.2,3.18,13.3,7,23,0.459,10,49.9,3.07
,13:54:21,5,3590,3094.2,3.18,13.3,7,23,0.459,10,49.9,3.07
,13:54:22,5,3590,3095.2,3.2,13.3,7,23,0.446,10,49.9,3.09
,13:54:23,5,3590,3096.2,3.24,13.3,7,23,0.436,10,49.9,3.13
,13:54:24,5,3590,3097.2,3.25,13.3,7,23,0.437,10,49.9,3.14
,13:54:25,5,3590,3098.2,3.22,13.3,7,23,0.433,10,49.9,3.1
,13:54:26,5,3590,3099.2,3.18,13.3,7,23,0.46,10,49.9,3.07
,13:54:27,5,3590,3100.2,3.17,13.3,7,23,0.458,10,49.8,3.06
,13:54:28,5,3590,3101.2,3.17,13.3,7,23,0.476,10,49.8,3.06
,13:54:29,5,3590,3102.2,3.18,13.3,7,23,0.459,10,49.9,3.07
,13:54:30,5,3590,3103.2,3.19,13.3,7,23,0.461,10,49.8,3.08
,13:54:31,5,3590,3104.2,3.24,13.3,7,23,0.451,10,49.9,3.14
,13:54:32,5,3590,3105.2,3.32,13.3,7,23,0.48,10,49.8,3.22
,13:54:33,5,3590,3106.2,3.41,13.3,7,23,0.493,10,49.8,3.31
,13:54:34,5,3590,3107.2,3.46,13.3,7,23,0.481,10,49.9,3.34
,13:54:35,5,3590,3108.2,3.42,13.3,7,23,0.476,10,49.9,3.3
,13:54:36,5,3590,3109.2,3.35,13.3,7,23,0.45,10,49.9,3.23
,13:54:37,5,3590,3110.2,3.29,13.3,7,23,0.442,10,49.8,3.17
,13:54:38,5,3590,3111.2,3.26,13.3,8,23,0.424,10,49.9,3.15
,13:54:39,5,3590,3112.2,3.27,13.3,7,23,0.44,10,49.9,3.16
,13:54:40,5,3590,3113.2,3.3,13.3,7,23,0.459,10,49.9,3.18
,13:54:41,5,3590,3114.2,3.33,13.3,7,23,0.482,10,49.9,3.22
,13:54:42,5,3590,3115.2,3.37,13.3,7,23,0.486,10,49.8,3.25
,13:54:43,5,3590,3116.2,3.38,13.3,7,23,0.488,10,49.9,3.26
,13:54:44,5,3590,3117.2,3.37,13.3,7,23,0.487,10,49.8,3.25
,13:54:45,5,3590,3118.2,3.35,13.3,7,23,0.483,10,49.9,3.23
,13:54:46,5,3590,3119.2,3.33,13.3,7,23,0.481,10,49.9,3.22
,13:54:47,5,3590,3120.2,3.33,13.3,7,23,0.481,10,49.9,3.22
,13:54:48,5,3590,3121.2,3.33,13.3,7,24,0.481,10,49.8,3.21
